,x
1659,YER158C
1660,YER158W-A
1661,YER159C
1662,YER161C
1663,YER162C
1664,YER163C
1665,YER164W
1666,YER165W
1667,YER166W
1668,YER167W
1669,YER168C
1670,YER169W
1671,YER170W
1672,YER171W
1673,YER172C
1674,YER173W
1675,YER174C
1676,YER175C
1677,YER175W-A
1678,YER176W
1679,YER177W
1680,YER178W
1681,YER179W
1682,YER180C
1683,YER180C-A
1684,YER182W
1685,YER183C
1686,YER184C
1687,YER185W
1688,YER186C
1689,YER187W
1690,YER188C-A
1691,YER188W
1692,YFL001W
1693,YFL002C
1694,YFL003C
1695,YFL004W
1696,YFL005W
1697,YFL007W
1698,YFL008W
1699,YFL009W
1700,YFL010C
1701,YFL010W-A
1702,YFL013C
1703,YFL014W
1704,YFL016C
1705,YFL017C
1706,YFL017W-A
1707,YFL018C
1708,YFL019C
1709,YFL020C
1710,YFL021W
1711,YFL022C
1712,YFL023W
1713,YFL024C
1714,YFL025C
1715,YFL026W
1716,YFL027C
1717,YFL028C
1718,YFL029C
1719,YFL030W
1720,YFL031C-A
1721,YFL031W
1722,YFL031W
1723,YFL033C
1724,YFL034C-A
1725,YFL034C-B
1726,YFL034W
1727,YFL036W
1728,YFL037W
1729,YFL038C
1730,YFL039C
1731,YFL040W
1732,YFL041W
1733,YFL041W-A
1734,YFL042C
1735,YFL044C
1736,YFL045C
1737,YFL046W
1738,YFL047W
1739,YFL048C
1740,YFL049W
1741,YFL050C
1742,YFL051C
1743,YFL052W
1744,YFL053W
1745,YFL054C
1746,YFL055W
1747,YFL056C
1748,YFL057C
1749,YFL059W
1750,YFL066C
1751,YFL067W
1752,YFR001W
1753,YFR002W
1754,YFR003C
1755,YFR004W
1756,YFR005C
1757,YFR006W
1758,YFR007W
1759,YFR008W
1760,YFR009W
1761,YFR009W
1762,YFR010W
1763,YFR011C
1764,YFR012W
1765,YFR013W
1766,YFR014C
1767,YFR015C
1768,YFR016C
1769,YFR017C
1770,YFR018C
1771,YFR019W
1772,YFR020W
1773,YFR021W
1774,YFR022W
1775,YFR023W
1776,YFR024C-A
1777,YFR025C
1778,YFR026C
1779,YFR027W
1780,YFR028C
1781,YFR029W
1782,YFR030W
1783,YFR031C
1784,YFR031C-A
1785,YFR033C
1786,YFR034C
1787,YFR035C
1788,YFR036W
1789,YFR037C
1790,YFR038W
1791,YFR039C
1792,YFR040W
1793,YFR041C
1794,YFR042W
1795,YFR043C
1796,YFR044C
1797,YFR045W
1798,YFR046C
1799,YFR047C
1800,YFR048W
1801,YFR049W
1802,YFR050C
1803,YFR051C
1804,YFR052W
1805,YFR053C
1806,YFR053C
1807,YFR055W
1808,YGL001C
1809,YGL002W
1810,YGL003C
1811,YGL004C
1812,YGL005C
1813,YGL006W
1814,YGL007W
1815,YGL008C
1816,YGL009C
1817,YGL010W
1818,YGL011C
1819,YGL012W
1820,YGL013C
1821,YGL014W
1822,YGL016W
1823,YGL017W
1824,YGL018C
1825,YGL019W
1826,YGL020C
1827,YGL021W
1828,YGL022W
1829,YGL023C
1830,YGL025C
1831,YGL026C
1832,YGL027C
1833,YGL028C
1834,YGL029W
1835,YGL030W
1836,YGL031C
1837,YGL035C
1838,YGL036W
1839,YGL037C
1840,YGL038C
1841,YGL039W
1842,YGL040C
1843,YGL041W-A
1844,YGL042C
1845,YGL043W
1846,YGL044C
1847,YGL045W
1848,YGL047W
1849,YGL048C
1850,YGL049C
1851,YGL050W
1852,YGL054C
1853,YGL055W
1854,YGL056C
1855,YGL057C
1856,YGL058W
1857,YGL059W
1858,YGL060W
1859,YGL061C
1860,YGL062W
1861,YGL063W
1862,YGL064C
1863,YGL065C
1864,YGL066W
1865,YGL067W
1866,YGL068W
1867,YGL070C
1868,YGL071W
1869,YGL073W
1870,YGL075C
1871,YGL076C
1872,YGL077C
1873,YGL078C
1874,YGL079W
1875,YGL080W
1876,YGL081W
1877,YGL082W
1878,YGL083W
1879,YGL084C
1880,YGL085W
1881,YGL086W
1882,YGL087C
1883,YGL089C
1884,YGL090W
1885,YGL091C
1886,YGL092W
1887,YGL093W
1888,YGL094C
1889,YGL095C
1890,YGL096W
1891,YGL097W
1892,YGL098W
1893,YGL099W
1894,YGL100W
1895,YGL101W
1896,YGL104C
1897,YGL105W
1898,YGL106W
1899,YGL107C
1900,YGL108C
1901,YGL109W
1902,YGL110C
1903,YGL111W
1904,YGL112C
1905,YGL113W
1906,YGL114W
1907,YGL115W
1908,YGL116W
1909,YGL117W
1910,YGL119W
1911,YGL120C
1912,YGL121C
1913,YGL122C
1914,YGL123W
1915,YGL124C
1916,YGL125W
1917,YGL126W
1918,YGL127C
1919,YGL128C
1920,YGL129C
1921,YGL130W
1922,YGL131C
1923,YGL133W
1924,YGL134W
1925,YGL135W
1926,YGL136C
1927,YGL137W
1928,YGL139W
1929,YGL140C
1930,YGL141W
1931,YGL142C
1932,YGL143C
1933,YGL144C
1934,YGL145W
1935,YGL146C
1936,YGL147C
1937,YGL148W
1938,YGL150C
1939,YGL151W
1940,YGL153W
1941,YGL154C
1942,YGL155W
1943,YGL156W
1944,YGL157W
1945,YGL158W
1946,YGL159W
1947,YGL160W
1948,YGL161C
1949,YGL162W
1950,YGL163C
1951,YGL164C
1952,YGL165C
1953,YGL166W
1954,YGL167C
1955,YGL168W
1956,YGL169W
1957,YGL170C
1958,YGL171W
1959,YGL172W
1960,YGL173C
1961,YGL174W
1962,YGL175C
1963,YGL176C
1964,YGL178W
1965,YGL179C
1966,YGL180W
1967,YGL181W
1968,YGL183C
1969,YGL183C
1970,YGL184C
1971,YGL185C
1972,YGL186C
1973,YGL187C
1974,YGL188C
1975,YGL189C
1976,YGL189C
1977,YGL190C
1978,YGL191W
1979,YGL192W
1980,YGL194C
1981,YGL194C-A
1982,YGL195W
1983,YGL196W
1984,YGL197W
1985,YGL198W
1986,YGL200C
1987,YGL201C
1988,YGL202W
1989,YGL203C
1990,YGL204C
1991,YGL205W
1992,YGL206C
1993,YGL207W
1994,YGL208W
1995,YGL209W
1996,YGL210W
1997,YGL211W
1998,YGL212W
1999,YGL213C
2000,YGL215W
2001,YGL216W
2002,YGL219C
2003,YGL220W
2004,YGL221C
2005,YGL222C
2006,YGL223C
2007,YGL224C
2008,YGL225W
2009,YGL226C-A
2010,YGL226W
2011,YGL227W
2012,YGL228W
2013,YGL229C
2014,YGL230C
2015,YGL231C
2016,YGL232W
2017,YGL233W
2018,YGL234W
2019,YGL236C
2020,YGL237C
2021,YGL238W
2022,YGL240W
2023,YGL241W
2024,YGL242C
2025,YGL243W
2026,YGL244W
2027,YGL245W
2028,YGL246C
2029,YGL247W
2030,YGL248W
2031,YGL249W
2032,YGL250W
2033,YGL251C
2034,YGL252C
2035,YGL253W
2036,YGL254W
2037,YGL255W
2038,YGL256W
2039,YGL257C
2040,YGL258W
2041,YGL258W-A
2042,YGL259W
2043,YGR001C
2044,YGR002C
2045,YGR003W
2046,YGR004W
2047,YGR005C
2048,YGR006W
2049,YGR007W
2050,YGR008C
2051,YGR009C
2052,YGR010W
2053,YGR010W
2054,YGR012W
2055,YGR013W
2056,YGR014W
2057,YGR015C
2058,YGR016W
2059,YGR017W
2060,YGR018C
2061,YGR019W
2062,YGR020C
2063,YGR021W
2064,YGR023W
2065,YGR024C
2066,YGR026W
2067,YGR027C
2068,YGR028W
2069,YGR029W
2070,YGR030C
2071,YGR031W
2072,YGR032W
2073,YGR033C
2074,YGR034W
2075,YGR035C
2076,YGR035W-A
2077,YGR036C
2078,YGR037C
2079,YGR038W
2080,YGR039W
2081,YGR040W
2082,YGR041W
2083,YGR042W
2084,YGR043C
2085,YGR044C
2086,YGR046W
2087,YGR047C
2088,YGR048W
2089,YGR049W
2090,YGR050C
2091,YGR051C
2092,YGR052W
2093,YGR053C
2094,YGR054W
2095,YGR055W
2096,YGR056W
2097,YGR057C
2098,YGR058W
2099,YGR059W
2100,YGR060W
2101,YGR061C
2102,YGR062C
2103,YGR063C
2104,YGR065C
2105,YGR066C
2106,YGR067C
2107,YGR068C
2108,YGR070W
2109,YGR071C
2110,YGR072W
2111,YGR074W
2112,YGR075C
2113,YGR076C
2114,YGR077C
2115,YGR078C
2116,YGR079W
2117,YGR080W
2118,YGR081C
2119,YGR082W
2120,YGR083C
2121,YGR084C
2122,YGR085C
2123,YGR086C
2124,YGR087C
2125,YGR088W
2126,YGR089W
2127,YGR090W
2128,YGR091W
2129,YGR092W
2130,YGR093W
2131,YGR094W
2132,YGR095C
2133,YGR096W
2134,YGR097W
2135,YGR098C
2136,YGR099W
2137,YGR100W
2138,YGR101W
2139,YGR102C
2140,YGR103W
2141,YGR104C
2142,YGR105W
2143,YGR106C
2144,YGR108W
2145,YGR109C
2146,YGR109W-B
2147,YGR109W-B
2148,YGR110W
2149,YGR111W
2150,YGR112W
2151,YGR113W
2152,YGR116W
2153,YGR117C
2154,YGR118W
2155,YGR119C
2156,YGR120C
2157,YGR121C
2158,YGR122C-A
2159,YGR122W
2160,YGR123C
2161,YGR124W
2162,YGR125W
2163,YGR126W
2164,YGR127W
2165,YGR128C
2166,YGR129W
2167,YGR130C
2168,YGR131W
2169,YGR132C
2170,YGR133W
2171,YGR134W
2172,YGR135W
2173,YGR136W
2174,YGR136W
2175,YGR138C
2176,YGR139W
2177,YGR140W
2178,YGR141W
2179,YGR142W
2180,YGR143W
2181,YGR144W
2182,YGR145W
2183,YGR146C
2184,YGR147C
2185,YGR148C
2186,YGR149W
2187,YGR150C
2188,YGR152C
2189,YGR152C
2190,YGR153W
2191,YGR154C
2192,YGR155W
2193,YGR156W
2194,YGR157W
2195,YGR158C
2196,YGR159C
2197,YGR161C
2198,YGR161C-D
2199,YGR161C-D
2200,YGR161W-C
2201,YGR162W
2202,YGR163W
2203,YGR165W
2204,YGR166W
2205,YGR167W
2206,YGR168C
2207,YGR169C
2208,YGR169C-A
2209,YGR170W
2210,YGR171C
2211,YGR172C
2212,YGR173W
2213,YGR174C
2214,YGR174W-A
2215,YGR175C
2216,YGR177C
2217,YGR178C
2218,YGR179C
2219,YGR180C
2220,YGR181W
2221,YGR182C
2222,YGR183C
2223,YGR184C
2224,YGR185C
2225,YGR186W
2226,YGR187C
2227,YGR188C
2228,YGR189C
2229,YGR190C
2230,YGR191W
2231,YGR192C
2232,YGR193C
2233,YGR194C
2234,YGR195W
2235,YGR196C
2236,YGR197C
2237,YGR198W
2238,YGR199W
2239,YGR200C
2240,YGR201C
2241,YGR202C
2242,YGR203W
2243,YGR204W
2244,YGR205W
2245,YGR206W
2246,YGR207C
2247,YGR208W
2248,YGR209C
2249,YGR210C
2250,YGR211W
2251,YGR212W
2252,YGR213C
2253,YGR214W
2254,YGR215W
2255,YGR216C
2256,YGR217W
2257,YGR218W
2258,YGR220C
2259,YGR221C
2260,YGR222W
2261,YGR223C
2262,YGR224W
2263,YGR225W
2264,YGR227W
2265,YGR229C
2266,YGR230W
2267,YGR231C
2268,YGR232W
2269,YGR233C
2270,YGR234W
2271,YGR235C
2272,YGR236C
2273,YGR237C
2274,YGR238C
2275,YGR239C
2276,YGR240C
2277,YGR240C-A
2278,YGR241C
2279,YGR243W
2280,YGR244C
2281,YGR245C
2282,YGR246C
2283,YGR247W
2284,YGR248W
2285,YGR249W
2286,YGR250C
2287,YGR251W
2288,YGR252W
2289,YGR253C
2290,YGR254W
2291,YGR255C
2292,YGR256W
2293,YGR257C
2294,YGR258C
2295,YGR260W
2296,YGR261C
2297,YGR262C
2298,YGR263C
2299,YGR264C
2300,YGR266W
2301,YGR267C
2302,YGR268C
2303,YGR269W
2304,YGR270W
2305,YGR271C-A
2306,YGR271W
2307,YGR274C
2308,YGR275W
2309,YGR276C
2310,YGR277C
2311,YGR278W
2312,YGR279C
2313,YGR280C
2314,YGR281W
2315,YGR282C
2316,YGR283C
2317,YGR284C
2318,YGR285C
2319,YGR286C
2320,YGR287C
2321,YGR288W
2322,YGR289C
2323,YGR295C
2324,YHL001W
2325,YHL002W
2326,YHL003C
2327,YHL004W
2328,YHL006C
2329,YHL006W-A
2330,YHL007C
2331,YHL008C
2332,YHL009C
2333,YHL010C
2334,YHL011C
2335,YHL012W
2336,YHL013C
2337,YHL014C
2338,YHL015W
2339,YHL015W-A
2340,YHL016C
2341,YHL017W
2342,YHL018W
2343,YHL019C
2344,YHL020C
2345,YHL021C
2346,YHL022C
2347,YHL023C
2348,YHL024W
2349,YHL025W
2350,YHL026C
2351,YHL027W
2352,YHL028W
2353,YHL029C
2354,YHL030W
2355,YHL031C
2356,YHL032C
2357,YHL033C
2358,YHL034C
2359,YHL034W-A
2360,YHL035C
2361,YHL036W
2362,YHL038C
2363,YHL039W
2364,YHL040C
2365,YHL042W
2366,YHL043W
2367,YHL044W
2368,YHL047C
2369,YHL048W
2370,YHL050C
2371,YHR001W
2372,YHR001W-A
2373,YHR002W
2374,YHR003C
2375,YHR004C
2376,YHR005C
2377,YHR005C-A
2378,YHR006W
2379,YHR007C
2380,YHR007C-A
2381,YHR008C
2382,YHR009C
2383,YHR010W
2384,YHR011W
2385,YHR012W
2386,YHR013C
2387,YHR014W
2388,YHR015W
2389,YHR016C
2390,YHR017W
2391,YHR018C
2392,YHR019C
2393,YHR020W
2394,YHR021C
2395,YHR021W-A
2396,YHR022C
2397,YHR023W
2398,YHR024C
2399,YHR025W
2400,YHR026W
2401,YHR027C
2402,YHR028C
2403,YHR028W-A
2404,YHR029C
2405,YHR030C
2406,YHR031C
2407,YHR032W
2408,YHR032W-A
2409,YHR033W
2410,YHR034C
2411,YHR035W
2412,YHR036W
2413,YHR037W
2414,YHR038W
2415,YHR039C
2416,YHR039C-A
2417,YHR040W
2418,YHR041C
2419,YHR042W
2420,YHR043C
2421,YHR044C
2422,YHR045W
2423,YHR046C
2424,YHR047C
2425,YHR048W
2426,YHR049C-A
2427,YHR049W
2428,YHR050W
2429,YHR050W-A
2430,YHR051W
2431,YHR052W
2432,YHR054C
2433,YHR056C
2434,YHR057C
2435,YHR058C
2436,YHR059W
2437,YHR060W
2438,YHR061C
2439,YHR062C
2440,YHR063C
2441,YHR063W-A
2442,YHR064C
2443,YHR065C
2444,YHR066W
2445,YHR067W
2446,YHR068W
2447,YHR069C
2448,YHR070C-A
2449,YHR070W
2450,YHR071W
2451,YHR072W
2452,YHR072W-A
2453,YHR073W
2454,YHR073W
2455,YHR074W
2456,YHR075C
2457,YHR076W
2458,YHR077C
2459,YHR078W
2460,YHR079C
2461,YHR080C
2462,YHR081W
2463,YHR082C
2464,YHR083W
2465,YHR084W
2466,YHR085W
2467,YHR086W
2468,YHR087W
2469,YHR088W
2470,YHR089C
2471,YHR090C
2472,YHR091C
2473,YHR092C
2474,YHR093W
2475,YHR094C
2476,YHR096C
2477,YHR097C
2478,YHR098C
2479,YHR099W
2480,YHR100C
2481,YHR101C
2482,YHR102W
2483,YHR103W
2484,YHR104W
2485,YHR105W
2486,YHR106W
2487,YHR107C
2488,YHR108W
2489,YHR109W
2490,YHR110W
2491,YHR111W
2492,YHR112C
2493,YHR113W
2494,YHR114W
2495,YHR115C
2496,YHR116W
2497,YHR117W
2498,YHR118C
2499,YHR119W
2500,YHR120W
2501,YHR121W
2502,YHR122W
2503,YHR123W
2504,YHR124W
2505,YHR127W
2506,YHR128W
2507,YHR129C
2508,YHR130C
2509,YHR131C
2510,YHR132C
2511,YHR132W-A
2512,YHR133C
2513,YHR134W
2514,YHR135C
2515,YHR136C
2516,YHR137W
2517,YHR138C
2518,YHR139C
2519,YHR139C-A
2520,YHR140W
2521,YHR141C
2522,YHR142W
2523,YHR143W
2524,YHR143W-A
2525,YHR144C
2526,YHR146W
2527,YHR147C
2528,YHR148W
2529,YHR149C
2530,YHR150W
2531,YHR151C
2532,YHR152W
2533,YHR154W
2534,YHR155W
2535,YHR156C
2536,YHR157W
2537,YHR158C
2538,YHR159W
2539,YHR160C
2540,YHR161C
2541,YHR162W
2542,YHR163W
2543,YHR164C
2544,YHR165C
2545,YHR166C
2546,YHR167W
2547,YHR168W
2548,YHR169W
2549,YHR170W
2550,YHR171W
2551,YHR172W
2552,YHR173C
2553,YHR174W
2554,YHR175W
2555,YHR175W-A
2556,YHR176W
2557,YHR177W
2558,YHR178W
2559,YHR179W
2560,YHR180W
2561,YHR181W
2562,YHR182W
2563,YHR183W
2564,YHR184W
2565,YHR186C
2566,YHR187W
2567,YHR188C
2568,YHR189W
2569,YHR190W
2570,YHR191C
2571,YHR192W
2572,YHR193C
2573,YHR194W
2574,YHR195W
2575,YHR196W
2576,YHR197W
2577,YHR198C
2578,YHR199C
2579,YHR199C-A
2580,YHR200W
2581,YHR201C
2582,YHR202W
2583,YHR203C
2584,YHR204W
2585,YHR205W
2586,YHR206W
2587,YHR207C
2588,YHR208W
2589,YHR209W
2590,YHR210C
2591,YHR211W
2592,YHR214C-B
2593,YHR214C-B
2594,YHR215W
2595,YHR216W
2596,YIL001W
2597,YIL002C
2598,YIL002W-A
2599,YIL003W
2600,YIL004C
2601,YIL005W
2602,YIL006W
2603,YIL007C
2604,YIL008W
2605,YIL009C-A
2606,YIL009W
2607,YIL010W
2608,YIL011W
2609,YIL013C
2610,YIL014W
2611,YIL015W
2612,YIL016W
2613,YIL017C
2614,YIL018W
2615,YIL019W
2616,YIL020C
2617,YIL020C
2618,YIL021W
2619,YIL022W
2620,YIL023C
2621,YIL024C
2622,YIL026C
2623,YIL027C
2624,YIL028W
2625,YIL029C
2626,YIL030C
2627,YIL031W
2628,YIL031W
2629,YIL033C
2630,YIL034C
2631,YIL035C
2632,YIL036W
2633,YIL037C
2634,YIL038C
2635,YIL039W
2636,YIL040W
2637,YIL041W
2638,YIL042C
2639,YIL043C
2640,YIL044C
2641,YIL045W
2642,YIL046W
2643,YIL047C
2644,YIL047C
2645,YIL048W
2646,YIL049W
2647,YIL050W
2648,YIL051C
2649,YIL052C
2650,YIL053W
2651,YIL055C
2652,YIL056W
2653,YIL058W
2654,YIL061C
2655,YIL062C
2656,YIL063C
2657,YIL064W
2658,YIL065C
2659,YIL066C
2660,YIL067C
2661,YIL068C
2662,YIL069C
2663,YIL070C
2664,YIL071C
2665,YIL071W-A
2666,YIL072W
2667,YIL073C
2668,YIL074C
2669,YIL075C
2670,YIL076W
2671,YIL077C
2672,YIL078W
2673,YIL079C
2674,YIL083C
2675,YIL084C
2676,YIL085C
2677,YIL086C
2678,YIL087C
2679,YIL088C
2680,YIL089W
2681,YIL090W
2682,YIL091C
2683,YIL092W
2684,YIL093C
2685,YIL094C
2686,YIL095W
2687,YIL096C
2688,YIL097W
2689,YIL098C
2690,YIL099W
2691,YIL101C
2692,YIL102C-A
2693,YIL103W
2694,YIL104C
2695,YIL105C
2696,YIL106W
2697,YIL107C
2698,YIL108W
2699,YIL109C
2700,YIL110W
2701,YIL111W
2702,YIL112W
2703,YIL113W
2704,YIL114C
2705,YIL115C
2706,YIL116W
2707,YIL117C
2708,YIL118W
2709,YIL119C
2710,YIL120W
2711,YIL121W
2712,YIL122W
2713,YIL123W
2714,YIL124W
2715,YIL125W
2716,YIL126W
2717,YIL127C
2718,YIL128W
2719,YIL129C
2720,YIL130W
2721,YIL131C
2722,YIL132C
2723,YIL133C
2724,YIL134W
2725,YIL135C
2726,YIL136W
2727,YIL137C
2728,YIL138C
2729,YIL139C
2730,YIL140W
2731,YIL140W
2732,YIL142W
2733,YIL143C
2734,YIL144W
2735,YIL145C
2736,YIL146C
2737,YIL147C
2738,YIL148W
2739,YIL149C
2740,YIL150C
2741,YIL151C
2742,YIL152W
2743,YIL153W
2744,YIL154C
2745,YIL155C
2746,YIL156W
2747,YIL157C
2748,YIL158W
2749,YIL159W
2750,YIL160C
2751,YIL161W
2752,YIL162W
2753,YIL163C
2754,YIL164C
2755,YIL165C
2756,YIL166C
2757,YIL167W
2758,YIL168W
2759,YIL169C
2760,YIL170W
2761,YIL171W
2762,YIL173W
2763,YIR001C
2764,YIR002C
2765,YIR003W
2766,YIR004W
2767,YIR005W
2768,YIR006C
2769,YIR007W
2770,YIR008C
2771,YIR009W
2772,YIR010W
2773,YIR011C
2774,YIR012W
2775,YIR014W
2776,YIR015W
2777,YIR016W
2778,YIR018C-A
2779,YIR018W
2780,YIR019C
2781,YIR021W
2782,YIR022W
2783,YIR023W
2784,YIR024C
2785,YIR025W
2786,YIR026C
2787,YIR027C
2788,YIR028W
2789,YIR029W
2790,YIR030C
2791,YIR031C
2792,YIR032C
2793,YIR033W
2794,YIR034C
2795,YIR035C
2796,YIR036C
2797,YIR037W
2798,YIR038C
2799,YIR039C
2800,YIR042C
2801,YJL001W
2802,YJL002C
2803,YJL003W
2804,YJL004C
2805,YJL005W
2806,YJL006C
2807,YJL008C
2808,YJL009W
2809,YJL010C
2810,YJL011C
2811,YJL012C
2812,YJL013C
2813,YJL014W
2814,YJL015C
2815,YJL016W
2816,YJL019W
2817,YJL020C
2818,YJL023C
2819,YJL024C
2820,YJL025W
2821,YJL026W
2822,YJL029C
2823,YJL030W
2824,YJL031C
2825,YJL033W
2826,YJL034W
2827,YJL035C
2828,YJL036W
2829,YJL037W
2830,YJL038C
2831,YJL039C
2832,YJL041W
2833,YJL042W
2834,YJL044C
2835,YJL045W
2836,YJL046W
2837,YJL047C
2838,YJL048C
2839,YJL049W
2840,YJL050W
2841,YJL051W
2842,YJL052W
2843,YJL053W
2844,YJL054W
2845,YJL055W
2846,YJL056C
2847,YJL057C
2848,YJL058C
2849,YJL059W
2850,YJL060W
2851,YJL061W
2852,YJL062W
2853,YJL062W-A
2854,YJL063C
2855,YJL065C
2856,YJL066C
2857,YJL068C
2858,YJL069C
2859,YJL070C
2860,YJL071W
2861,YJL072C
2862,YJL073W
2863,YJL074C
2864,YJL076W
2865,YJL077C
2866,YJL077W-B
2867,YJL078C
2868,YJL079C
2869,YJL080C
2870,YJL081C
2871,YJL082W
2872,YJL083W
2873,YJL084C
2874,YJL085W
2875,YJL087C
2876,YJL087C
2877,YJL088W
2878,YJL089W
2879,YJL090C
2880,YJL091C
2881,YJL092W
2882,YJL093C
2883,YJL094C
2884,YJL095W
2885,YJL096W
2886,YJL097W
2887,YJL098W
2888,YJL099W
2889,YJL100W
2890,YJL101C
2891,YJL102W
2892,YJL103C
2893,YJL104W
2894,YJL105W
2895,YJL106W
2896,YJL107C
2897,YJL107C
2898,YJL109C
2899,YJL110C
2900,YJL111W
2901,YJL112W
2902,YJL113W
2903,YJL113W
2904,YJL115W
2905,YJL116C
2906,YJL117W
2907,YJL118W
2908,YJL121C
2909,YJL122W
2910,YJL123C
2911,YJL124C
2912,YJL125C
2913,YJL126W
2914,YJL127C
2915,YJL127C-B
2916,YJL127W-A
2917,YJL128C
2918,YJL129C
2919,YJL130C
2920,YJL131C
2921,YJL132W
2922,YJL133C-A
2923,YJL133W
2924,YJL134W
2925,YJL134W
2926,YJL136C
2927,YJL137C
2928,YJL138C
2929,YJL139C
2930,YJL140W
2931,YJL141C
2932,YJL141C
2933,YJL143W
2934,YJL144W
2935,YJL145W
2936,YJL146W
2937,YJL147C
2938,YJL148W
2939,YJL149W
2940,YJL149W
2941,YJL151C
2942,YJL153C
2943,YJL154C
2944,YJL155C
2945,YJL156C
2946,YJL156W-A
2947,YJL157C
2948,YJL158C
2949,YJL159W
2950,YJL160C
2951,YJL161W
2952,YJL162C
2953,YJL163C
2954,YJL164C
2955,YJL165C
2956,YJL166W
2957,YJL167W
2958,YJL168C
2959,YJL170C
2960,YJL171C
2961,YJL172W
2962,YJL173C
2963,YJL174W
2964,YJL176C
2965,YJL177W
2966,YJL178C
2967,YJL179W
2968,YJL180C
2969,YJL181W
2970,YJL183W
2971,YJL184W
2972,YJL185C
2973,YJL186W
2974,YJL187C
2975,YJL188C
2976,YJL190C
2977,YJL191W
2978,YJL192C
2979,YJL193W
2980,YJL194W
2981,YJL196C
2982,YJL197W
2983,YJL198W
2984,YJL199C
2985,YJL200C
2986,YJL201W
2987,YJL202C
2988,YJL203W
2989,YJL204C
2990,YJL205C
2991,YJL206C
2992,YJL207C
2993,YJL208C
2994,YJL209W
2995,YJL210W
2996,YJL212C
2997,YJL213W
2998,YJL214W
2999,YJL216C
3000,YJL217W
3001,YJL218W
3002,YJL219W
3003,YJL222W
3004,YJR001W
3005,YJR002W
3006,YJR003C
3007,YJR004C
3008,YJR005C-A
3009,YJR005W
3010,YJR006W
3011,YJR007W
3012,YJR008W
3013,YJR009C
3014,YJR010C-A
3015,YJR010W
3016,YJR011C
3017,YJR012C
3018,YJR013W
3019,YJR014W
3020,YJR015W
3021,YJR016C
3022,YJR017C
3023,YJR019C
3024,YJR021C
3025,YJR024C
3026,YJR025C
3027,YJR027W
3028,YJR027W
3029,YJR030C
3030,YJR031C
3031,YJR032W
3032,YJR033C
3033,YJR034W
3034,YJR035W
3035,YJR036C
3036,YJR039W
3037,YJR040W
3038,YJR041C
3039,YJR042W
3040,YJR043C
3041,YJR044C
3042,YJR045C
3043,YJR046W
3044,YJR047C
3045,YJR048W
3046,YJR049C
3047,YJR050W
3048,YJR051W
3049,YJR052W
3050,YJR053W
3051,YJR054W
3052,YJR055W
3053,YJR056C
3054,YJR057W
3055,YJR058C
3056,YJR059W
3057,YJR060W
3058,YJR061W
3059,YJR062C
3060,YJR063W
3061,YJR064W
3062,YJR065C
3063,YJR066W
3064,YJR067C
3065,YJR068W
3066,YJR069C
3067,YJR070C
3068,YJR072C
3069,YJR073C
3070,YJR074W
3071,YJR075W
3072,YJR076C
3073,YJR077C
3074,YJR078W
3075,YJR078W
3076,YJR080C
3077,YJR082C
3078,YJR083C
3079,YJR084W
3080,YJR085C
3081,YJR088C
3082,YJR089W
3083,YJR090C
3084,YJR091C
3085,YJR092W
3086,YJR093C
3087,YJR094C
3088,YJR094W-A
3089,YJR095W
3090,YJR096W
3091,YJR097W
3092,YJR098C
3093,YJR099W
3094,YJR100C
3095,YJR101W
3096,YJR102C
3097,YJR103W
3098,YJR104C
3099,YJR105W
3100,YJR106W
3101,YJR107W
3102,YJR108W
3103,YJR109C
3104,YJR110W
3105,YJR111C
3106,YJR112W
3107,YJR112W-A
3108,YJR113C
3109,YJR115W
3110,YJR116W
3111,YJR117W
3112,YJR118C
3113,YJR119C
3114,YJR120W
3115,YJR121W
3116,YJR122W
3117,YJR123W
3118,YJR124C
3119,YJR125C
3120,YJR126C
3121,YJR127C
3122,YJR129C
3123,YJR130C
3124,YJR131W
3125,YJR132W
3126,YJR133W
3127,YJR134C
3128,YJR135C
3129,YJR135W-A
3130,YJR136C
3131,YJR137C
3132,YJR138W
3133,YJR139C
3134,YJR140C
3135,YJR141W
3136,YJR142W
3137,YJR143C
3138,YJR144W
3139,YJR145C
3140,YJR147W
3141,YJR147W
3142,YJR148W
3143,YJR149W
3144,YJR150C
3145,YJR151C
3146,YJR152W
3147,YJR153W
3148,YJR154W
3149,YJR155W
3150,YJR156C
3151,YJR160C
3152,YJR161C
3153,YKL001C
3154,YKL002W
3155,YKL003C
3156,YKL004W
3157,YKL005C
3158,YKL006C-A
3159,YKL006W
3160,YKL007W
3161,YKL008C
3162,YKL009W
3163,YKL010C
3164,YKL011C
3165,YKL012W
3166,YKL013C
3167,YKL014C
3168,YKL015W
3169,YKL016C
3170,YKL017C
3171,YKL018C-A
3172,YKL018W
3173,YKL019W
3174,YKL020C
3175,YKL021C
3176,YKL022C
3177,YKL023C-A
3178,YKL023W
3179,YKL024C
3180,YKL025C
3181,YKL026C
3182,YKL027W
3183,YKL028W
3184,YKL029C
3185,YKL030W
3186,YKL032C
3187,YKL033W
3188,YKL033W-A
3189,YKL034W
3190,YKL035W
3191,YKL037W
3192,YKL038W
3193,YKL039W
3194,YKL040C
3195,YKL041W
3196,YKL042W
3197,YKL043W
3198,YKL044W
3199,YKL045W
3200,YKL046C
3201,YKL047W
