,x
1663,YER171W
1664,YER172C
1665,YER173W
1666,YER174C
1667,YER175C
1668,YER175W-A
1669,YER176W
1670,YER177W
1671,YER178W
1672,YER179W
1673,YER180C
1674,YER180C-A
1675,YER182W
1676,YER183C
1677,YER184C
1678,YER185W
1679,YER186C
1680,YER187W
1681,YER188C-A
1682,YER188W
1683,YFL001W
1684,YFL002C
1685,YFL003C
1686,YFL004W
1687,YFL005W
1688,YFL007W
1689,YFL008W
1690,YFL009W
1691,YFL010C
1692,YFL010W-A
1693,YFL011W
1694,YFL013C
1695,YFL014W
1696,YFL015C
1697,YFL016C
1698,YFL017C
1699,YFL017W-A
1700,YFL018C
1701,YFL019C
1702,YFL020C
1703,YFL021C-A
1704,YFL021W
1705,YFL022C
1706,YFL023W
1707,YFL024C
1708,YFL025C
1709,YFL026W
1710,YFL027C
1711,YFL028C
1712,YFL029C
1713,YFL030W
1714,YFL031C-A
1715,YFL031W
1716,YFL031W
1717,YFL033C
1718,YFL034C-A
1719,YFL034C-B
1720,YFL034W
1721,YFL036W
1722,YFL037W
1723,YFL038C
1724,YFL039C
1725,YFL040W
1726,YFL041W
1727,YFL041W-A
1728,YFL042C
1729,YFL044C
1730,YFL045C
1731,YFL046W
1732,YFL047W
1733,YFL048C
1734,YFL049W
1735,YFL050C
1736,YFL051C
1737,YFL052W
1738,YFL053W
1739,YFL054C
1740,YFL055W
1741,YFL056C
1742,YFL057C
1743,YFL058W
1744,YFL059W
1745,YFL060C
1746,YFL061W
1747,YFL062W
1748,YFL066C
1749,YFL067W
1750,YFR001W
1751,YFR002W
1752,YFR003C
1753,YFR004W
1754,YFR005C
1755,YFR006W
1756,YFR007W
1757,YFR008W
1758,YFR009W
1759,YFR009W
1760,YFR010W
1761,YFR011C
1762,YFR012W
1763,YFR013W
1764,YFR014C
1765,YFR015C
1766,YFR016C
1767,YFR017C
1768,YFR018C
1769,YFR019W
1770,YFR020W
1771,YFR021W
1772,YFR022W
1773,YFR023W
1774,YFR024C-A
1775,YFR025C
1776,YFR026C
1777,YFR027W
1778,YFR028C
1779,YFR029W
1780,YFR030W
1781,YFR031C
1782,YFR031C-A
1783,YFR033C
1784,YFR034C
1785,YFR035C
1786,YFR036W
1787,YFR037C
1788,YFR038W
1789,YFR039C
1790,YFR040W
1791,YFR041C
1792,YFR042W
1793,YFR043C
1794,YFR044C
1795,YFR045W
1796,YFR046C
1797,YFR047C
1798,YFR048W
1799,YFR049W
1800,YFR050C
1801,YFR051C
1802,YFR052W
1803,YFR053C
1804,YFR053C
1805,YFR055W
1806,YGL001C
1807,YGL002W
1808,YGL003C
1809,YGL004C
1810,YGL005C
1811,YGL006W
1812,YGL007C-A
1813,YGL007W
1814,YGL008C
1815,YGL009C
1816,YGL010W
1817,YGL011C
1818,YGL012W
1819,YGL013C
1820,YGL014W
1821,YGL016W
1822,YGL017W
1823,YGL018C
1824,YGL019W
1825,YGL020C
1826,YGL021W
1827,YGL022W
1828,YGL023C
1829,YGL025C
1830,YGL026C
1831,YGL027C
1832,YGL028C
1833,YGL029W
1834,YGL030W
1835,YGL031C
1836,YGL032C
1837,YGL035C
1838,YGL036W
1839,YGL037C
1840,YGL038C
1841,YGL039W
1842,YGL040C
1843,YGL041W-A
1844,YGL042C
1845,YGL043W
1846,YGL044C
1847,YGL045W
1848,YGL047W
1849,YGL048C
1850,YGL049C
1851,YGL050W
1852,YGL054C
1853,YGL055W
1854,YGL056C
1855,YGL057C
1856,YGL058W
1857,YGL059W
1858,YGL060W
1859,YGL061C
1860,YGL062W
1861,YGL063W
1862,YGL064C
1863,YGL065C
1864,YGL066W
1865,YGL067W
1866,YGL068W
1867,YGL070C
1868,YGL071W
1869,YGL073W
1870,YGL075C
1871,YGL076C
1872,YGL077C
1873,YGL078C
1874,YGL079W
1875,YGL080W
1876,YGL081W
1877,YGL082W
1878,YGL083W
1879,YGL084C
1880,YGL085W
1881,YGL086W
1882,YGL087C
1883,YGL089C
1884,YGL090W
1885,YGL091C
1886,YGL092W
1887,YGL093W
1888,YGL094C
1889,YGL095C
1890,YGL096W
1891,YGL097W
1892,YGL098W
1893,YGL099W
1894,YGL100W
1895,YGL101W
1896,YGL103W
1897,YGL104C
1898,YGL105W
1899,YGL106W
1900,YGL107C
1901,YGL108C
1902,YGL109W
1903,YGL110C
1904,YGL111W
1905,YGL112C
1906,YGL113W
1907,YGL114W
1908,YGL115W
1909,YGL116W
1910,YGL117W
1911,YGL119W
1912,YGL120C
1913,YGL121C
1914,YGL122C
1915,YGL123W
1916,YGL124C
1917,YGL125W
1918,YGL126W
1919,YGL127C
1920,YGL128C
1921,YGL129C
1922,YGL130W
1923,YGL131C
1924,YGL133W
1925,YGL134W
1926,YGL135W
1927,YGL136C
1928,YGL137W
1929,YGL139W
1930,YGL140C
1931,YGL141W
1932,YGL142C
1933,YGL143C
1934,YGL144C
1935,YGL145W
1936,YGL146C
1937,YGL147C
1938,YGL148W
1939,YGL150C
1940,YGL151W
1941,YGL153W
1942,YGL154C
1943,YGL155W
1944,YGL156W
1945,YGL157W
1946,YGL159W
1947,YGL160W
1948,YGL161C
1949,YGL162W
1950,YGL163C
1951,YGL164C
1952,YGL166W
1953,YGL167C
1954,YGL168W
1955,YGL169W
1956,YGL170C
1957,YGL171W
1958,YGL172W
1959,YGL173C
1960,YGL174W
1961,YGL175C
1962,YGL176C
1963,YGL177W
1964,YGL178W
1965,YGL179C
1966,YGL180W
1967,YGL181W
1968,YGL183C
1969,YGL183C
1970,YGL184C
1971,YGL185C
1972,YGL186C
1973,YGL187C
1974,YGL188C
1975,YGL189C
1976,YGL189C
1977,YGL190C
1978,YGL191W
1979,YGL192W
1980,YGL194C
1981,YGL194C-A
1982,YGL195W
1983,YGL196W
1984,YGL197W
1985,YGL198W
1986,YGL200C
1987,YGL201C
1988,YGL202W
1989,YGL203C
1990,YGL204C
1991,YGL205W
1992,YGL206C
1993,YGL207W
1994,YGL208W
1995,YGL209W
1996,YGL210W
1997,YGL211W
1998,YGL212W
1999,YGL213C
2000,YGL215W
2001,YGL216W
2002,YGL219C
2003,YGL220W
2004,YGL221C
2005,YGL222C
2006,YGL223C
2007,YGL224C
2008,YGL225W
2009,YGL226C-A
2010,YGL226W
2011,YGL227W
2012,YGL228W
2013,YGL229C
2014,YGL230C
2015,YGL231C
2016,YGL232W
2017,YGL233W
2018,YGL234W
2019,YGL236C
2020,YGL237C
2021,YGL238W
2022,YGL240W
2023,YGL241W
2024,YGL242C
2025,YGL243W
2026,YGL244W
2027,YGL245W
2028,YGL246C
2029,YGL247W
2030,YGL248W
2031,YGL249W
2032,YGL250W
2033,YGL251C
2034,YGL252C
2035,YGL253W
2036,YGL254W
2037,YGL255W
2038,YGL256W
2039,YGL257C
2040,YGL258W
2041,YGL258W-A
2042,YGL259W
2043,YGL260W
2044,YGL261C
2045,YGR001C
2046,YGR002C
2047,YGR003W
2048,YGR004W
2049,YGR005C
2050,YGR006W
2051,YGR007W
2052,YGR008C
2053,YGR009C
2054,YGR010W
2055,YGR010W
2056,YGR012W
2057,YGR013W
2058,YGR014W
2059,YGR015C
2060,YGR016W
2061,YGR017W
2062,YGR019W
2063,YGR020C
2064,YGR021W
2065,YGR023W
2066,YGR024C
2067,YGR026W
2068,YGR027C
2069,YGR028W
2070,YGR029W
2071,YGR030C
2072,YGR031W
2073,YGR032W
2074,YGR033C
2075,YGR034W
2076,YGR035C
2077,YGR035W-A
2078,YGR036C
2079,YGR037C
2080,YGR038W
2081,YGR039W
2082,YGR040W
2083,YGR041W
2084,YGR042W
2085,YGR043C
2086,YGR044C
2087,YGR045C
2088,YGR046W
2089,YGR047C
2090,YGR048W
2091,YGR049W
2092,YGR050C
2093,YGR051C
2094,YGR052W
2095,YGR053C
2096,YGR054W
2097,YGR055W
2098,YGR056W
2099,YGR057C
2100,YGR058W
2101,YGR059W
2102,YGR060W
2103,YGR061C
2104,YGR062C
2105,YGR063C
2106,YGR065C
2107,YGR066C
2108,YGR067C
2109,YGR068C
2110,YGR070W
2111,YGR071C
2112,YGR072W
2113,YGR075C
2114,YGR076C
2115,YGR077C
2116,YGR078C
2117,YGR079W
2118,YGR080W
2119,YGR081C
2120,YGR082W
2121,YGR083C
2122,YGR084C
2123,YGR085C
2124,YGR086C
2125,YGR087C
2126,YGR088W
2127,YGR089W
2128,YGR090W
2129,YGR091W
2130,YGR092W
2131,YGR093W
2132,YGR094W
2133,YGR095C
2134,YGR096W
2135,YGR097W
2136,YGR098C
2137,YGR099W
2138,YGR100W
2139,YGR101W
2140,YGR102C
2141,YGR103W
2142,YGR104C
2143,YGR105W
2144,YGR106C
2145,YGR108W
2146,YGR109C
2147,YGR109W-B
2148,YGR109W-B
2149,YGR110W
2150,YGR111W
2151,YGR112W
2152,YGR113W
2153,YGR116W
2154,YGR117C
2155,YGR118W
2156,YGR119C
2157,YGR120C
2158,YGR121C
2159,YGR122C-A
2160,YGR122W
2161,YGR123C
2162,YGR124W
2163,YGR125W
2164,YGR126W
2165,YGR127W
2166,YGR128C
2167,YGR129W
2168,YGR130C
2169,YGR131W
2170,YGR132C
2171,YGR133W
2172,YGR134W
2173,YGR135W
2174,YGR136W
2175,YGR136W
2176,YGR138C
2177,YGR139W
2178,YGR140W
2179,YGR141W
2180,YGR142W
2181,YGR143W
2182,YGR144W
2183,YGR145W
2184,YGR146C
2185,YGR147C
2186,YGR148C
2187,YGR149W
2188,YGR150C
2189,YGR152C
2190,YGR152C
2191,YGR153W
2192,YGR154C
2193,YGR155W
2194,YGR156W
2195,YGR157W
2196,YGR158C
2197,YGR159C
2198,YGR161C
2199,YGR161C-D
2200,YGR161C-D
2201,YGR161W-C
2202,YGR162W
2203,YGR163W
2204,YGR165W
2205,YGR166W
2206,YGR167W
2207,YGR168C
2208,YGR169C
2209,YGR169C-A
2210,YGR170W
2211,YGR171C
2212,YGR172C
2213,YGR173W
2214,YGR174C
2215,YGR174W-A
2216,YGR175C
2217,YGR177C
2218,YGR178C
2219,YGR179C
2220,YGR180C
2221,YGR181W
2222,YGR182C
2223,YGR183C
2224,YGR184C
2225,YGR185C
2226,YGR186W
2227,YGR187C
2228,YGR188C
2229,YGR189C
2230,YGR190C
2231,YGR191W
2232,YGR192C
2233,YGR193C
2234,YGR194C
2235,YGR195W
2236,YGR196C
2237,YGR197C
2238,YGR198W
2239,YGR199W
2240,YGR200C
2241,YGR201C
2242,YGR202C
2243,YGR203W
2244,YGR204C-A
2245,YGR204W
2246,YGR205W
2247,YGR206W
2248,YGR207C
2249,YGR208W
2250,YGR209C
2251,YGR210C
2252,YGR211W
2253,YGR212W
2254,YGR213C
2255,YGR214W
2256,YGR215W
2257,YGR216C
2258,YGR217W
2259,YGR218W
2260,YGR220C
2261,YGR221C
2262,YGR222W
2263,YGR223C
2264,YGR224W
2265,YGR225W
2266,YGR227W
2267,YGR229C
2268,YGR230W
2269,YGR231C
2270,YGR232W
2271,YGR233C
2272,YGR234W
2273,YGR235C
2274,YGR236C
2275,YGR237C
2276,YGR238C
2277,YGR239C
2278,YGR240C
2279,YGR240C-A
2280,YGR241C
2281,YGR243W
2282,YGR244C
2283,YGR245C
2284,YGR246C
2285,YGR247W
2286,YGR248W
2287,YGR249W
2288,YGR250C
2289,YGR251W
2290,YGR252W
2291,YGR253C
2292,YGR254W
2293,YGR255C
2294,YGR256W
2295,YGR257C
2296,YGR258C
2297,YGR260W
2298,YGR261C
2299,YGR262C
2300,YGR263C
2301,YGR264C
2302,YGR266W
2303,YGR267C
2304,YGR268C
2305,YGR269W
2306,YGR270W
2307,YGR271C-A
2308,YGR271W
2309,YGR274C
2310,YGR275W
2311,YGR276C
2312,YGR277C
2313,YGR278W
2314,YGR279C
2315,YGR280C
2316,YGR281W
2317,YGR282C
2318,YGR283C
2319,YGR284C
2320,YGR285C
2321,YGR286C
2322,YGR287C
2323,YGR288W
2324,YGR289C
2325,YGR290W
2326,YGR292W
2327,YGR293C
2328,YGR294W
2329,YGR295C
2330,YHL001W
2331,YHL002W
2332,YHL003C
2333,YHL004W
2334,YHL006C
2335,YHL006W-A
2336,YHL007C
2337,YHL008C
2338,YHL009C
2339,YHL010C
2340,YHL011C
2341,YHL012W
2342,YHL013C
2343,YHL014C
2344,YHL015W
2345,YHL015W-A
2346,YHL016C
2347,YHL017W
2348,YHL019C
2349,YHL020C
2350,YHL021C
2351,YHL022C
2352,YHL023C
2353,YHL024W
2354,YHL025W
2355,YHL026C
2356,YHL027W
2357,YHL028W
2358,YHL029C
2359,YHL030W
2360,YHL031C
2361,YHL032C
2362,YHL033C
2363,YHL034C
2364,YHL034W-A
2365,YHL035C
2366,YHL036W
2367,YHL038C
2368,YHL039W
2369,YHL040C
2370,YHL042W
2371,YHL043W
2372,YHL044W
2373,YHL047C
2374,YHL048W
2375,YHL050C
2376,YHR001W
2377,YHR001W-A
2378,YHR002W
2379,YHR003C
2380,YHR004C
2381,YHR005C
2382,YHR005C-A
2383,YHR006W
2384,YHR007C
2385,YHR007C-A
2386,YHR008C
2387,YHR009C
2388,YHR010W
2389,YHR011W
2390,YHR012W
2391,YHR013C
2392,YHR014W
2393,YHR015W
2394,YHR016C
2395,YHR017W
2396,YHR018C
2397,YHR019C
2398,YHR020W
2399,YHR021C
2400,YHR021W-A
2401,YHR022C
2402,YHR023W
2403,YHR024C
2404,YHR025W
2405,YHR026W
2406,YHR027C
2407,YHR028C
2408,YHR029C
2409,YHR030C
2410,YHR031C
2411,YHR032W
2412,YHR032W-A
2413,YHR033W
2414,YHR034C
2415,YHR035W
2416,YHR036W
2417,YHR037W
2418,YHR038W
2419,YHR039C
2420,YHR039C-A
2421,YHR040W
2422,YHR041C
2423,YHR042W
2424,YHR043C
2425,YHR044C
2426,YHR045W
2427,YHR046C
2428,YHR047C
2429,YHR048W
2430,YHR049C-A
2431,YHR049W
2432,YHR050W
2433,YHR050W-A
2434,YHR051W
2435,YHR052W
2436,YHR054C
2437,YHR056C
2438,YHR057C
2439,YHR058C
2440,YHR059W
2441,YHR060W
2442,YHR061C
2443,YHR062C
2444,YHR063C
2445,YHR064C
2446,YHR065C
2447,YHR066W
2448,YHR067W
2449,YHR068W
2450,YHR069C
2451,YHR070C-A
2452,YHR070W
2453,YHR071W
2454,YHR072W
2455,YHR072W-A
2456,YHR073W
2457,YHR073W
2458,YHR074W
2459,YHR075C
2460,YHR076W
2461,YHR077C
2462,YHR078W
2463,YHR079C
2464,YHR080C
2465,YHR081W
2466,YHR082C
2467,YHR083W
2468,YHR084W
2469,YHR085W
2470,YHR086W
2471,YHR087W
2472,YHR088W
2473,YHR089C
2474,YHR090C
2475,YHR091C
2476,YHR092C
2477,YHR093W
2478,YHR094C
2479,YHR096C
2480,YHR097C
2481,YHR098C
2482,YHR099W
2483,YHR100C
2484,YHR101C
2485,YHR102W
2486,YHR103W
2487,YHR104W
2488,YHR105W
2489,YHR106W
2490,YHR107C
2491,YHR108W
2492,YHR109W
2493,YHR110W
2494,YHR111W
2495,YHR112C
2496,YHR113W
2497,YHR114W
2498,YHR115C
2499,YHR116W
2500,YHR117W
2501,YHR118C
2502,YHR119W
2503,YHR120W
2504,YHR121W
2505,YHR122W
2506,YHR123W
2507,YHR124W
2508,YHR127W
2509,YHR128W
2510,YHR129C
2511,YHR130C
2512,YHR131C
2513,YHR132C
2514,YHR132W-A
2515,YHR133C
2516,YHR134W
2517,YHR135C
2518,YHR136C
2519,YHR137W
2520,YHR138C
2521,YHR139C
2522,YHR139C-A
2523,YHR140W
2524,YHR141C
2525,YHR142W
2526,YHR143W
2527,YHR143W-A
2528,YHR144C
2529,YHR146W
2530,YHR147C
2531,YHR148W
2532,YHR149C
2533,YHR150W
2534,YHR151C
2535,YHR152W
2536,YHR154W
2537,YHR155W
2538,YHR156C
2539,YHR157W
2540,YHR158C
2541,YHR159W
2542,YHR160C
2543,YHR161C
2544,YHR162W
2545,YHR163W
2546,YHR164C
2547,YHR165C
2548,YHR166C
2549,YHR167W
2550,YHR168W
2551,YHR169W
2552,YHR170W
2553,YHR171W
2554,YHR172W
2555,YHR174W
2556,YHR175W
2557,YHR175W-A
2558,YHR176W
2559,YHR177W
2560,YHR178W
2561,YHR179W
2562,YHR180W
2563,YHR181W
2564,YHR182W
2565,YHR183W
2566,YHR184W
2567,YHR186C
2568,YHR187W
2569,YHR188C
2570,YHR189W
2571,YHR190W
2572,YHR191C
2573,YHR192W
2574,YHR193C
2575,YHR194W
2576,YHR195W
2577,YHR196W
2578,YHR197W
2579,YHR198C
2580,YHR199C
2581,YHR199C-A
2582,YHR200W
2583,YHR201C
2584,YHR202W
2585,YHR203C
2586,YHR204W
2587,YHR205W
2588,YHR206W
2589,YHR207C
2590,YHR208W
2591,YHR209W
2592,YHR210C
2593,YHR211W
2594,YHR213W-A
2595,YHR213W-B
2596,YHR214W
2597,YHR215W
2598,YHR216W
2599,YHR219W
2600,YHR219W
2601,YIL001W
2602,YIL002C
2603,YIL002W-A
2604,YIL003W
2605,YIL004C
2606,YIL005W
2607,YIL006W
2608,YIL007C
2609,YIL008W
2610,YIL009C-A
2611,YIL009W
2612,YIL010W
2613,YIL011W
2614,YIL013C
2615,YIL014W
2616,YIL015W
2617,YIL016W
2618,YIL017C
2619,YIL018W
2620,YIL019W
2621,YIL020C
2622,YIL020C
2623,YIL021W
2624,YIL022W
2625,YIL023C
2626,YIL024C
2627,YIL026C
2628,YIL027C
2629,YIL028W
2630,YIL029C
2631,YIL030C
2632,YIL031W
2633,YIL031W
2634,YIL033C
2635,YIL034C
2636,YIL035C
2637,YIL036W
2638,YIL037C
2639,YIL038C
2640,YIL039W
2641,YIL040W
2642,YIL041W
2643,YIL042C
2644,YIL043C
2645,YIL044C
2646,YIL045W
2647,YIL046W
2648,YIL047C
2649,YIL047C
2650,YIL048W
2651,YIL049W
2652,YIL050W
2653,YIL051C
2654,YIL052C
2655,YIL053W
2656,YIL055C
2657,YIL056W
2658,YIL057C
2659,YIL058W
2660,YIL061C
2661,YIL062C
2662,YIL063C
2663,YIL064W
2664,YIL065C
2665,YIL066C
2666,YIL067C
2667,YIL068C
2668,YIL069C
2669,YIL070C
2670,YIL071C
2671,YIL071W-A
2672,YIL072W
2673,YIL073C
2674,YIL074C
2675,YIL075C
2676,YIL076W
2677,YIL077C
2678,YIL078W
2679,YIL079C
2680,YIL083C
2681,YIL084C
2682,YIL085C
2683,YIL086C
2684,YIL087C
2685,YIL088C
2686,YIL089W
2687,YIL090W
2688,YIL091C
2689,YIL092W
2690,YIL093C
2691,YIL094C
2692,YIL095W
2693,YIL096C
2694,YIL097W
2695,YIL098C
2696,YIL099W
2697,YIL101C
2698,YIL102C
2699,YIL102C-A
2700,YIL103W
2701,YIL104C
2702,YIL105C
2703,YIL106W
2704,YIL107C
2705,YIL108W
2706,YIL109C
2707,YIL110W
2708,YIL111W
2709,YIL112W
2710,YIL113W
2711,YIL114C
2712,YIL115C
2713,YIL116W
2714,YIL117C
2715,YIL118W
2716,YIL119C
2717,YIL120W
2718,YIL121W
2719,YIL122W
2720,YIL123W
2721,YIL124W
2722,YIL125W
2723,YIL126W
2724,YIL127C
2725,YIL128W
2726,YIL129C
2727,YIL130W
2728,YIL131C
2729,YIL132C
2730,YIL133C
2731,YIL134W
2732,YIL135C
2733,YIL136W
2734,YIL137C
2735,YIL138C
2736,YIL139C
2737,YIL140W
2738,YIL140W
2739,YIL142W
2740,YIL143C
2741,YIL144W
2742,YIL145C
2743,YIL146C
2744,YIL147C
2745,YIL148W
2746,YIL149C
2747,YIL150C
2748,YIL151C
2749,YIL152W
2750,YIL153W
2751,YIL154C
2752,YIL155C
2753,YIL156W
2754,YIL157C
2755,YIL158W
2756,YIL159W
2757,YIL160C
2758,YIL161W
2759,YIL162W
2760,YIL163C
2761,YIL164C
2762,YIL165C
2763,YIL166C
2764,YIL167W
2765,YIL168W
2766,YIL169C
2767,YIL170W
2768,YIL173W
2769,YIR001C
2770,YIR002C
2771,YIR003W
2772,YIR004W
2773,YIR005W
2774,YIR006C
2775,YIR007W
2776,YIR008C
2777,YIR009W
2778,YIR010W
2779,YIR011C
2780,YIR012W
2781,YIR014W
2782,YIR015W
2783,YIR016W
2784,YIR018C-A
2785,YIR018W
2786,YIR019C
2787,YIR021W
2788,YIR022W
2789,YIR023W
2790,YIR024C
2791,YIR025W
2792,YIR026C
2793,YIR027C
2794,YIR028W
2795,YIR029W
2796,YIR030C
2797,YIR031C
2798,YIR032C
2799,YIR033W
2800,YIR034C
2801,YIR035C
2802,YIR036C
2803,YIR037W
2804,YIR038C
2805,YIR039C
2806,YIR040C
2807,YIR042C
2808,YJL001W
2809,YJL002C
2810,YJL003W
2811,YJL004C
2812,YJL005W
2813,YJL006C
2814,YJL008C
2815,YJL010C
2816,YJL011C
2817,YJL012C
2818,YJL013C
2819,YJL014W
2820,YJL016W
2821,YJL019W
2822,YJL020C
2823,YJL023C
2824,YJL024C
2825,YJL025W
2826,YJL026W
2827,YJL029C
2828,YJL030W
2829,YJL031C
2830,YJL033W
2831,YJL034W
2832,YJL035C
2833,YJL036W
2834,YJL037W
2835,YJL038C
2836,YJL039C
2837,YJL041W
2838,YJL042W
2839,YJL043W
2840,YJL044C
2841,YJL045W
2842,YJL046W
2843,YJL047C
2844,YJL048C
2845,YJL049W
2846,YJL050W
2847,YJL051W
2848,YJL052W
2849,YJL053W
2850,YJL054W
2851,YJL055W
2852,YJL056C
2853,YJL057C
2854,YJL058C
2855,YJL059W
2856,YJL060W
2857,YJL061W
2858,YJL062W
2859,YJL062W-A
2860,YJL063C
2861,YJL065C
2862,YJL066C
2863,YJL067W
2864,YJL068C
2865,YJL069C
2866,YJL070C
2867,YJL071W
2868,YJL072C
2869,YJL073W
2870,YJL074C
2871,YJL076W
2872,YJL077C
2873,YJL077W-B
2874,YJL078C
2875,YJL079C
2876,YJL080C
2877,YJL081C
2878,YJL082W
2879,YJL083W
2880,YJL084C
2881,YJL085W
2882,YJL087C
2883,YJL087C
2884,YJL088W
2885,YJL089W
2886,YJL090C
2887,YJL091C
2888,YJL092W
2889,YJL093C
2890,YJL094C
2891,YJL095W
2892,YJL096W
2893,YJL097W
2894,YJL098W
2895,YJL099W
2896,YJL100W
2897,YJL101C
2898,YJL102W
2899,YJL103C
2900,YJL104W
2901,YJL105W
2902,YJL106W
2903,YJL107C
2904,YJL107C
2905,YJL109C
2906,YJL110C
2907,YJL111W
2908,YJL112W
2909,YJL113W
2910,YJL113W
2911,YJL115W
2912,YJL116C
2913,YJL117W
2914,YJL118W
2915,YJL121C
2916,YJL122W
2917,YJL123C
2918,YJL124C
2919,YJL125C
2920,YJL126W
2921,YJL127C
2922,YJL127C-B
2923,YJL127W-A
2924,YJL128C
2925,YJL129C
2926,YJL130C
2927,YJL131C
2928,YJL132W
2929,YJL133C-A
2930,YJL133W
2931,YJL134W
2932,YJL134W
2933,YJL136C
2934,YJL137C
2935,YJL138C
2936,YJL139C
2937,YJL140W
2938,YJL141C
2939,YJL141C
2940,YJL143W
2941,YJL144W
2942,YJL145W
2943,YJL146W
2944,YJL147C
2945,YJL148W
2946,YJL149W
2947,YJL149W
2948,YJL151C
2949,YJL152W
2950,YJL153C
2951,YJL154C
2952,YJL155C
2953,YJL156C
2954,YJL156W-A
2955,YJL157C
2956,YJL158C
2957,YJL159W
2958,YJL160C
2959,YJL161W
2960,YJL162C
2961,YJL163C
2962,YJL164C
2963,YJL165C
2964,YJL166W
2965,YJL167W
2966,YJL168C
2967,YJL170C
2968,YJL171C
2969,YJL172W
2970,YJL173C
2971,YJL174W
2972,YJL176C
2973,YJL177W
2974,YJL178C
2975,YJL179W
2976,YJL180C
2977,YJL181W
2978,YJL183W
2979,YJL184W
2980,YJL185C
2981,YJL186W
2982,YJL187C
2983,YJL188C
2984,YJL190C
2985,YJL191W
2986,YJL192C
2987,YJL193W
2988,YJL194W
2989,YJL196C
2990,YJL197W
2991,YJL198W
2992,YJL199C
2993,YJL200C
2994,YJL201W
2995,YJL202C
2996,YJL203W
2997,YJL204C
2998,YJL205C
2999,YJL206C
3000,YJL207C
3001,YJL208C
3002,YJL209W
3003,YJL210W
3004,YJL211C
3005,YJL212C
3006,YJL213W
3007,YJL214W
3008,YJL216C
3009,YJL217W
3010,YJL218W
3011,YJL219W
3012,YJL222W
3013,YJR001W
3014,YJR002W
3015,YJR003C
3016,YJR004C
3017,YJR005C-A
3018,YJR005W
3019,YJR006W
3020,YJR007W
3021,YJR008W
3022,YJR009C
3023,YJR010C-A
3024,YJR010W
3025,YJR011C
3026,YJR012C
3027,YJR013W
3028,YJR014W
3029,YJR015W
3030,YJR016C
3031,YJR017C
3032,YJR019C
3033,YJR021C
3034,YJR024C
3035,YJR025C
3036,YJR027W
3037,YJR027W
3038,YJR030C
3039,YJR031C
3040,YJR032W
3041,YJR033C
3042,YJR034W
3043,YJR035W
3044,YJR036C
3045,YJR038C
3046,YJR039W
3047,YJR040W
3048,YJR041C
3049,YJR042W
3050,YJR043C
3051,YJR044C
3052,YJR045C
3053,YJR046W
3054,YJR047C
3055,YJR048W
3056,YJR049C
3057,YJR050W
3058,YJR051W
3059,YJR052W
3060,YJR053W
3061,YJR054W
3062,YJR055W
3063,YJR056C
3064,YJR057W
3065,YJR058C
3066,YJR059W
3067,YJR060W
3068,YJR061W
3069,YJR062C
3070,YJR063W
3071,YJR064W
3072,YJR065C
3073,YJR066W
3074,YJR067C
3075,YJR068W
3076,YJR069C
3077,YJR070C
3078,YJR072C
3079,YJR073C
3080,YJR074W
3081,YJR075W
3082,YJR076C
3083,YJR077C
3084,YJR078W
3085,YJR078W
3086,YJR080C
3087,YJR082C
3088,YJR083C
3089,YJR084W
3090,YJR085C
3091,YJR088C
3092,YJR089W
3093,YJR090C
3094,YJR091C
3095,YJR092W
3096,YJR093C
3097,YJR094C
3098,YJR094W-A
3099,YJR095W
3100,YJR096W
3101,YJR097W
3102,YJR098C
3103,YJR099W
3104,YJR100C
3105,YJR101W
3106,YJR102C
3107,YJR103W
3108,YJR104C
3109,YJR105W
3110,YJR106W
3111,YJR107W
3112,YJR108W
3113,YJR109C
3114,YJR110W
3115,YJR111C
3116,YJR112W
3117,YJR112W-A
3118,YJR113C
3119,YJR115W
3120,YJR116W
3121,YJR117W
3122,YJR118C
3123,YJR119C
3124,YJR120W
3125,YJR121W
3126,YJR122W
3127,YJR123W
3128,YJR124C
3129,YJR125C
3130,YJR126C
3131,YJR127C
3132,YJR129C
3133,YJR130C
3134,YJR131W
3135,YJR132W
3136,YJR133W
3137,YJR134C
3138,YJR135C
3139,YJR135W-A
3140,YJR136C
3141,YJR137C
3142,YJR138W
3143,YJR139C
3144,YJR140C
3145,YJR141W
3146,YJR142W
3147,YJR143C
3148,YJR144W
3149,YJR145C
3150,YJR147W
3151,YJR147W
3152,YJR148W
3153,YJR149W
3154,YJR151C
3155,YJR152W
3156,YJR153W
3157,YJR154W
3158,YJR155W
3159,YJR156C
3160,YJR157W
3161,YJR160C
3162,YJR161C
3163,YKL001C
3164,YKL002W
3165,YKL003C
3166,YKL004W
3167,YKL005C
3168,YKL006C-A
3169,YKL006W
3170,YKL007W
3171,YKL008C
3172,YKL009W
3173,YKL010C
3174,YKL011C
3175,YKL012W
3176,YKL013C
3177,YKL014C
3178,YKL015W
3179,YKL016C
3180,YKL017C
3181,YKL018C-A
3182,YKL018W
3183,YKL019W
3184,YKL020C
3185,YKL021C
3186,YKL022C
3187,YKL023C-A
3188,YKL023W
3189,YKL024C
3190,YKL025C
3191,YKL026C
3192,YKL027W
3193,YKL028W
3194,YKL029C
3195,YKL032C
3196,YKL033W
3197,YKL033W-A
3198,YKL034W
3199,YKL035W
3200,YKL037W
3201,YKL038W
3202,YKL039W
3203,YKL040C
3204,YKL041W
