"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YAR020C",65.4415106428273,-0.938905437659981,0.339152308019084,-2.76838876062477,0.00564935267970036,0.0335487975657134
"YAR023C",234.659177665495,-0.5746933202833,0.248246726550376,-2.3150086539678,0.0206434001001667,0.086520338589309
"YAR027W",299.347006046105,-7.22212999760694,0.558412313395934,-12.9333286970092,8.50080755968204e-38,5.25519923339544e-34
"YAR028W",277.164446222608,-1.15016460049384,0.257645939787843,-4.46412856900032,8.17506842770674e-06,0.000182448639061672
"YAR029W",63.5310214768949,0.14985599513847,0.350748264480934,0.427246576288094,0.669213868072064,0.812626229114417
"YAR030C",124.616325348971,0.101444334595589,0.265028230073619,0.382768034059655,0.701904259477673,0.833494454877252
"YAR031W",27.2865132016697,-0.090877794107926,0.453321148725876,-0.200471110521429,0.841118411085106,0.920689595855121
"YAR033W",87.7054567238584,-0.402790456101466,0.189092680655436,-2.13012187835778,0.0331989387316786,0.121703153459694
"YAR035C-A",61.6770191756976,-0.222023086095822,0.33159945743882,-0.669552018603,0.503167151581999,0.700738754467204
"YAR035W",2153.72229302433,-2.32802858964755,0.526564871765531,-4.42116197733026,9.9766169480644e-06,0.000214897024295938
"YAR042W",1612.07938713171,-1.55811788982755,0.312950091019239,-4.97880631621789,6.56237929571542e-07,2.11294941698504e-05
"YAR050W",141.039200452076,-0.62297067288968,0.221548100612564,-2.81189805359293,0.00493974538885871,0.030036444201007
"YAR053W",3.53947532228024,-0.575092681326138,0.929755147180891,-0.618542078599806,0.53623970664026,0.725052531439726
"YAR064W",2.21784076406843,-0.660345642487963,1.64963961274404,-0.400296911753672,0.688950975088609,0.824447334107197
"YAR066W",5.13256568524616,-1.64299368226627,0.917438256260818,-1.79084932534052,0.0733639141779729,0.210652911030297
"YAR068W",23.7187687215665,-2.79496741415366,0.740012784665255,-3.77691773989819,0.000160196132335021,0.0020419226599899
"YAR070C",1.14278221701787,-0.718154757651476,1.33495155130272,-0.5379631619969,0.590620868444453,0.762258498689688
"YAR071W",54.6013174413508,-0.205192577000353,0.252887658082909,-0.811398146338484,0.417166723249639,0.627368199610351
"YAR073W",1.52301647800947,-2.97578456257949,1.53435608102777,-1.93943544094811,0.052491479111862,0.167441859581801
"YBL001C",2399.02736394082,0.399068519895809,0.309199072805196,1.2906523822186,0.196870071123848,0.399841091435297
"YBL002W",1851.19866436145,-1.70310083932874,0.457296757220799,-3.72427928349911,0.000197529516939648,0.00240157644738055
"YBL003C",1288.27564530787,-1.02812708483857,0.377253991941519,-2.72529146622773,0.00644164552102218,0.0368043000101286
"YBL004W",977.080165607613,-0.540654223584361,0.216784628671515,-2.49396936903489,0.0126569585941106,0.0610814348390254
"YBL005W",384.211233415337,0.34511213458493,0.172941374583302,1.99554407044855,0.0460251658005445,0.152889615786656
"YBL006C",396.058572960749,0.173603120579595,0.41960808080318,0.413726828728602,0.679087803194612,0.818812605258942
"YBL007C",1884.43478555849,-0.382618159054767,0.246025065093596,-1.55519990985149,0.119947068359215,0.291246180909925
"YBL008W",208.791471878066,0.576259236447661,0.233481297533919,2.46811732902908,0.013608089635083,0.0643159098807974
"YBL008W-A",0.829640080096315,0.649249213190035,1.54206457052219,0.421025958057112,0.673750023657794,0.81549621974759
"YBL009W",332.596968063452,-2.17708302359197,0.335330804000216,-6.49234426906562,9.07400825624386e-11,1.07875998154038e-08
"YBL010C",301.599988139588,-0.575698275551205,0.180880017745701,-3.18276326332839,0.00146562983074987,0.0115127364850009
"YBL011W",521.238946336188,-0.0590450385507233,0.309404069277154,-0.190834718782682,0.848661036743658,0.925294978685943
"YBL012C",3.51072563281562,-1.86791683603818,1.06643405215554,-1.75155400585966,0.0798976072891939,0.223092596324208
"YBL013W",42.144447882955,-0.536080077331677,0.398268394056767,-1.34602716492554,0.178340618689756,0.375832952535635
"YBL014C",232.778408135707,-0.00893114938709729,0.20699165915699,-0.0431473877907495,0.965585367522213,0.984212488379608
"YBL015W",32564.1403242987,-0.550526710691899,0.384828570172511,-1.4305765043513,0.15259961339787,0.339953445054282
"YBL016W",179.740384055873,1.19594353767471,0.484828153991956,2.46673698263521,0.0136606055906374,0.0643182511510437
"YBL017C",1926.38785912975,-0.258763930654395,0.225900149961053,-1.14547923363047,0.252052793578392,0.468769666035386
"YBL018C",152.555710617584,0.433544907410065,0.360580573810714,1.20235236975815,0.229270758899329,0.441542626640389
"YBL019W",340.457336578644,0.286589013371172,0.140366851394048,2.04171434013746,0.0412200952023741,0.141097800964051
"YBL020W",950.343410756231,-0.0508994361709033,0.194119444159088,-0.262206789182795,0.793170314431958,0.892822083725121
"YBL021C",489.776041106158,-0.134325526488555,0.374876272175136,-0.35831962825804,0.720115747228133,0.845858930147125
"YBL022C",1543.69085904322,0.0356547809952221,0.354020768285964,0.100713811700509,0.919780747913803,0.961949684250234
"YBL023C",486.998986393075,-0.630959963364999,0.188759816859441,-3.34266039172332,0.000834473460396546,0.007348596769475
"YBL024W",346.878924246435,-0.214458553213003,0.200212136412681,-1.07115660946226,0.284138721234786,0.506063259773392
"YBL025W",174.533325165616,-0.176667492199031,0.276908839631641,-0.637998745125087,0.523496933679783,0.715426592590534
"YBL026W",518.645833286265,-0.108829027984459,0.23758457116958,-0.458064374503427,0.646921479251906,0.795033091381996
"YBL027W",4645.05250986744,-0.148170977741183,0.32637528513846,-0.45398957730002,0.649851460642608,0.797415984456651
"YBL028C",152.442212333091,-0.166159436127062,0.337634610899008,-0.492127971373063,0.622645471507245,0.779504719493275
"YBL029C-A",1311.71023088255,0.247223116544525,0.291891911276439,0.846968028210929,0.39704407191202,0.612176358786045
"YBL029W",875.411620859327,-0.0345104787815271,0.244564626832035,-0.141109853982394,0.88778752455577,0.946259047724788
"YBL030C",12949.8970938188,-0.485666346308069,0.513788730024571,-0.945264693300772,0.344558835128563,0.56113348755658
"YBL031W",105.834784266726,-1.57403905146982,0.388804062532488,-4.04841204903382,5.21642181213532e-05,0.000864555486397334
"YBL032W",600.390692673134,-0.82213451502292,0.215522525635725,-3.8146106194602,0.000137659819203234,0.00182229764949549
"YBL033C",1380.77601675195,0.0772747417854507,0.289477503442712,0.266945585983139,0.78951951130741,0.891123502728087
"YBL034C",234.456944011439,-0.630038405902403,0.280386285864334,-2.24703716859836,0.0246710103118739,0.0979551610456034
"YBL035C",283.668636042956,-0.561853132183248,0.312701078816918,-1.79677388485188,0.0724178546808948,0.208906755780351
"YBL036C",832.078094997626,0.274342990089808,0.138307085928636,1.98357870276699,0.0473447604101242,0.156060419278627
"YBL037W",517.48489109642,-0.436386879041813,0.185795942127214,-2.34874278762784,0.0188666503935037,0.0806697785481969
"YBL038W",1511.68634185289,0.49919570127538,0.243878086714066,2.04690674755318,0.0407073016911134,0.139884679852398
"YBL039C",319.226394786323,0.0449686345668358,0.28750025817007,0.156412501515859,0.875712732980908,0.941014447294972
"YBL039W-B",222.028775151476,0.397352739541351,0.303339319605844,1.30992823501308,0.190266328258148,0.390643122315468
"YBL040C",945.407218806031,0.419998895353147,0.137741572354852,3.04918034673757,0.00230388606877777,0.0164845181448891
"YBL041W",1763.73989815122,0.139992558954425,0.124706915925148,1.12257253670238,0.261660477746412,0.48070878853739
"YBL042C",790.628489795769,0.242928364241197,0.436140148343121,0.556996105871179,0.577549234883326,0.754046329471747
"YBL043W",3930.06538476453,0.316178864725859,0.329369452966527,0.959951998821189,0.337115019460891,0.554267300613624
"YBL044W",2.17016953247007,2.71249460489358,1.22751224925917,2.20974952105825,0.0271572179907474,0.104797703881898
"YBL045C",22977.4376727246,-0.47452989261475,0.246960166438619,-1.9214835309592,0.0547143807690715,0.172485620558083
"YBL046W",368.005021020865,-0.20441310873142,0.2154742855255,-0.948665908012627,0.342825767192166,0.559342542301919
"YBL047C",2994.26433426714,0.0555216686420653,0.208523002685129,0.266261601488174,0.79004617462563,0.891123502728087
"YBL048W",655.01006756138,0.579341733043598,0.371979869753853,1.55745452953398,0.119411210377099,0.290401299194032
"YBL049W",1450.79365369615,0.625938654997492,0.342253564943801,1.82887402531592,0.0674641998102686,0.200119069991942
"YBL050W",1675.15592714445,0.513686321776864,0.153446443316466,3.34765870537283,0.000819594705500171,0.0072381920991458
"YBL051C",641.782165980908,-0.0435472259952302,0.301443630114605,-0.144462253120672,0.885139932512567,0.945556430411731
"YBL052C",150.135386723462,-0.403494419432823,0.205947831728761,-1.95920693141473,0.0501311695570597,0.162463567563571
"YBL053W",1.0595979003181,0.506594041512343,1.48043818596638,0.342191957971993,0.732217481698078,0.854230698595493
"YBL054W",276.302440162655,0.488065835802446,0.339453882774573,1.43779718120521,0.150539667381952,0.337309251089246
"YBL055C",373.180434216458,0.276096991618212,0.170150818184973,1.62266038190932,0.104710438450857,0.268041379090351
"YBL056W",2146.09081014799,0.00964640527408422,0.19186089286781,0.0502781214550611,0.959902300499992,0.981409616593961
"YBL057C",485.018045692593,0.193156193057669,0.305147677113261,0.632992506726426,0.526760766927301,0.717434470399774
"YBL058W",2535.89609467529,0.226746587903001,0.165943788355009,1.36640599898753,0.171858752032137,0.366734830881144
"YBL059C-A",871.372876819426,0.229631080620163,0.291758780371202,0.787057994717436,0.431276564521447,0.63798796886135
"YBL059W",435.065759510422,-0.210067863936882,0.248814015749438,-0.844276650992302,0.398545849336302,0.613498615686509
"YBL060W",435.845924042426,0.22967418338903,0.166523276281468,1.37923171173273,0.16787069512725,0.362478741626497
"YBL061C",406.157576028845,0.044160359407668,0.271844336796725,0.162447229646316,0.870958721859332,0.937757729557911
"YBL062W",1.40437269158838,2.09168860888812,1.79756328258593,1.16362446271103,0.244618873166345,0.459785306754134
"YBL063W",191.151916830495,-1.25198140721265,0.316269270895344,-3.95859326980567,7.61951880199526e-05,0.00116610538550704
"YBL064C",12029.1429115612,0.272625930552775,0.178362651810538,1.52849224759434,0.126438943619001,0.300286419305672
"YBL065W",7.54379473759453,0.971882711363471,0.61106139733314,1.59048291318199,0.111774542926199,0.279187969442329
"YBL066C",1207.37362388708,-0.299994146895864,0.304076366401403,-0.986575018789358,0.32388768159473,0.542388931124154
"YBL067C",1269.11588246671,-0.00757972777953887,0.426214961891337,-0.0177838144064762,0.985811861852904,0.994972443047602
"YBL068W",560.195798651116,-0.0145192720718924,0.15172687708602,-0.0956934746878158,0.923766968503109,0.963510612331064
"YBL069W",73.8405915488876,-0.973692211615807,0.3131467866113,-3.10937954098958,0.00188289977083213,0.0141091956161021
"YBL070C",3.26289720527026,3.70800238571679,1.33962786497554,2.7679346501086,0.00565722077463258,0.0335632810256992
"YBL071C",110.872900134039,0.357081854460771,0.276910630285462,1.28952021124166,0.197263098706331,0.399991463210133
"YBL071C-B",0.905715329022957,0.528591077681466,1.7180143723444,0.307675585367863,0.75833904020929,0.872268416948257
"YBL071W-A",99.379242431211,0.341398578878344,0.334139022467804,1.021726155649,0.306948488392655,0.52875310733304
"YBL072C",1278.85018569557,-0.226828966213991,0.399193137902927,-0.568218600664296,0.569906137669693,0.748157989601811
"YBL073W",2.8486037269856,0.0667024575245089,1.14039464470628,0.0584906793750236,0.953359581511281,0.978364696697002
"YBL074C",93.4431310314492,0.0630027682049899,0.273704481786141,0.230185372902359,0.817954958773576,0.909229670057998
"YBL075C",2061.64582706473,1.5057045159208,0.574617817593301,2.62035820996156,0.00880414260767469,0.0462423191169456
"YBL076C",2437.64392842908,-0.355599794076114,0.191117371614283,-1.86063564537604,0.0628406955870672,0.189966347246577
"YBL077W",16.2483913825484,0.106728711016066,0.450987839090458,0.236655407895952,0.812931576286046,0.905666427212171
"YBL078C",1458.91424020308,0.580972320349492,0.255677429637968,2.27228629907666,0.0231016879041457,0.09345063188848
"YBL079W",853.524209938982,-0.139066509015486,0.209871058047385,-0.662628331459061,0.507592075209822,0.7032573305574
"YBL080C",338.793857145935,0.17114393962425,0.207573583263045,0.824497688645524,0.409687031433765,0.622740405292238
"YBL081W",142.9639406205,-0.537541167021034,0.316307805495937,-1.69942428761196,0.0892870364183805,0.23998802571236
"YBL082C",226.47028862212,-0.718820970222587,0.311393887509668,-2.30839781721878,0.0210081979847723,0.0875742953080661
"YBL084C",681.717592470778,0.399719824734991,0.318473960970388,1.25510991076648,0.209483908735905,0.415806252213185
"YBL085W",438.690990167699,-0.757951314581338,0.317183160262511,-2.38963289839862,0.0168934987166026,0.0742887208249372
"YBL086C",1051.32565676318,0.641716806685298,0.348122009764273,1.84336752255288,0.0653207882128646,0.194984602960854
"YBL087C",1171.63944217308,0.811571180123806,0.41297264257217,1.96519356601685,0.0494342864510465,0.161070146595067
"YBL088C",852.833727893114,-0.38170185538051,0.248456015354608,-1.53629548809969,0.124514515842671,0.297429960177508
"YBL089W",333.966565645512,0.178869167777838,0.160848411052087,1.11203565274833,0.26616387930948,0.485236578120918
"YBL090W",768.968575843163,0.785312038284094,0.303305109499504,2.58918169753213,0.00964183983038683,0.0496301863709004
"YBL091C",1577.02186238687,0.247868382596861,0.151096942470558,1.64045928755415,0.100958010655654,0.260811709934499
"YBL091C-A",275.236656061852,0.531614901421111,0.218539034791373,2.43258556499352,0.0150182050672049,0.0689330870052404
"YBL092W",5327.49661005408,0.0199004385070803,0.404699649857787,0.0491733524209209,0.96078265552109,0.981755763448146
"YBL093C",533.081165795625,0.491892789597447,0.329830360954804,1.49135085130884,0.135917849516029,0.315495060361219
"YBL094C",9.40056104550396,-0.283364847349908,0.706228743182176,-0.401236639099539,0.688259074942301,0.82438286102453
"YBL095W",290.85912249421,-0.16666045999891,0.355515015179955,-0.468785994635273,0.639238306399303,0.789406953687674
"YBL096C",6.21020760262165,-1.02309049183553,0.808390859694255,-1.26558889127281,0.205705590754336,0.410486578657917
"YBL097W",103.473329074525,-2.50989159852982,0.334743213817565,-7.49796110847436,7.34432776648061e-14,2.06375610238105e-11
"YBL098W",1372.4659468645,-1.58158027669902,0.320416582073389,-4.93601256983874,8.17197425148008e-07,2.52595724113249e-05
"YBL099W",32097.8360289686,-0.485374583967716,0.318546599871179,-1.52371610359051,0.127628210994258,0.302297931174906
"YBL100C",1048.08177518305,-0.813980759184158,0.563777814210054,-1.44379707513798,0.148844177841741,0.334601711788233
"YBL100W-B",17.4961066433126,-0.161810570816109,0.346968783449187,-0.466354838056507,0.640977134116565,0.790764446838676
"YBL100W-C",4.74876009286229,-0.909857652224363,0.669431649728011,-1.35914944056505,0.174146312735421,0.369575182056428
"YBL101C",836.453098979269,0.188928298513699,0.322570499252337,0.585696146893786,0.558100023680084,0.739818553724526
"YBL102W",1209.36671283889,0.157966135466383,0.157399024151039,1.00360301671756,0.315607295519191,0.536720345495509
"YBL103C",745.057828297027,-0.131923478444333,0.103558401489797,-1.27390415984096,0.202742854348167,0.406537893474009
"YBL104C",368.683627691758,-0.241036836548493,0.166569294346702,-1.44706644459207,0.147926456478186,0.33363055598254
"YBL105C",954.180038527612,-0.353993556401402,0.274729734767118,-1.28851562682676,0.197612315985553,0.400310870833438
"YBL106C",466.806917115873,-0.202356474189828,0.206978245771316,-0.977670254358062,0.328273761265166,0.54612174169571
"YBL107C",270.979992248335,0.341162976849094,0.262978793931365,1.29730223395174,0.194573180101152,0.397326488330118
"YBL107W-A",29.1683248796084,0.592975527872758,0.473006899495518,1.25362976418566,0.210021618579494,0.416405915990518
"YBL108C-A",0.627612675759817,-0.545230203323591,2.72463751683116,-0.200111097331476,0.841399944074769,0.920689595855121
"YBL108W",3.82979043026957,-2.72508433809419,1.43119107828329,-1.90406744385447,0.0569454390339183,0.17681401512189
"YBL113C",20.1919237717265,-1.84376968883442,0.473303599443508,-3.8955327848811,9.89646528352499e-05,0.00139831736692903
"YBR001C",1257.62615851901,0.0760452227811657,0.223795490455156,0.339797833399166,0.734019740037276,0.855203549361184
"YBR002C",299.337329870747,-0.0761703186396173,0.277257372322853,-0.274727838619637,0.783534058089867,0.886657065186081
"YBR003W",837.152928327265,0.803139617276791,0.300381793407083,2.67372935012862,0.00752001762136044,0.0412866331574158
"YBR004C",568.817437915186,0.245983804774869,0.359954539345526,0.683374642870512,0.494394455284461,0.69367828474093
"YBR005W",889.540785404525,-0.098568011468853,0.419859458443166,-0.234764299068889,0.814399060818414,0.906811057993414
"YBR006W",2154.27156183468,-0.0642768710267308,0.286116289299188,-0.224652959061402,0.822256311898236,0.911782694198187
"YBR007C",189.487382478052,-0.162744071627138,0.370091283758453,-0.439740352635151,0.660139767810355,0.80472065036768
"YBR008C",311.267543068091,-0.112480430182085,0.218166293031088,-0.515571991526926,0.60617088140036,0.771376778266164
"YBR009C",2904.45940458127,-0.597420015290789,0.342901745671317,-1.74224839281931,0.0815122063912799,0.226170762976163
"YBR010W",2716.64780728409,-0.239554184659943,0.280302423126489,-0.854627591113766,0.392788791878473,0.60766274058877
"YBR011C",8419.27298673819,0.18826208826285,0.148838698847919,1.26487324681072,0.205962038360537,0.41057145887495
