"","chr","tracking_id","ratio","l2All[, 3]","l3All[, 3]","l4All[, 3]","l5All[, 3]","l7All[, 3]","l8All[, 3]","l9All[, 3]","l11All[, 3]","l18All[, 3]","l21All[, 3]","l31All[, 3]","l49All[, 3]","l59All[, 3]","l61All[, 3]","l66All[, 3]","l69All[, 3]","l76All[, 3]","l77All[, 3]"
"YBR022W",2,"YBR022W",-0.291642330905671,0.0311548277322203,0.325390556641782,-0.044011393742423,0.398290433376532,0.0572558895491231,-0.212982507474068,0.165103597338745,-0.00989375288060154,0.4242828916826,0.557371850447354,0.149844567923375,-0.0577811027827692,-0.493498069138792,0.360062146112772,-0.0311698479596381,-0.329284811291423,0.246850175257307,-0.0580498704811517
"YBR004C",2,"YBR004C",-0.161382407833163,0.0186700002627957,0.979094586318107,-0.115363954362165,0.173836170689973,0.012855577371432,-0.377098346679714,0.317885963006996,-0.0249996794023916,0.452876238147114,0.247545198194557,0.14350261721002,-0.0704575745282867,-0.29594554860562,0.149639803257923,-0.0066344028468868,0.0610550992987414,0.249428960122623,-0.0454342043424311
"YBR201W",2,"YBR201W",-0.23844447239106,0.0141873057046868,0.69641866588651,-0.12758904102104,0.200753675213812,0.0115006057943385,0.0532595874721709,0.110017371581911,0.0160252595425969,0.575124699140707,0.229290419999996,0.122658980037111,-0.0498382857530797,-0.42471274391699,0.401291193725492,0.505086759423063,-0.300217779859857,0.333706403044322,-0.101774069886763
"YBL021C",2,"YBL021C",0.435828179439717,0.0645203794878556,0.701661779168285,-0.0480082081797379,0.135904720956874,0.556563570535027,0.232326688623999,0.27362389940694,-0.0528825435397114,0.238262371770812,0.341379724105186,0.198721415702257,-0.103476735997242,-0.314511135581637,0.293047006482813,-0.030580632633283,-0.266193531101939,0.32656583855315,-0.0616792553738816
"YBL084C",2,"YBL084C",-0.16271042927476,0.0222561639484926,0.475047743883166,-0.157413661545098,0.244136217632828,0.0351579080421021,0.0623847699454009,0.233957220736587,0.0345845619769384,0.24932009532577,0.322460511447168,0.101213610502749,-0.02123005881909,-0.244838825135329,0.322142460694306,0.0202097482875146,-0.155867101847648,0.216613836413714,-0.092152260388692
"YBR251W",2,"YBR251W",-0.199510528892223,0.0778596550606989,0.414451801254123,-0.147284847012712,0.110624330451582,0.0133294330794108,-0.229462895880087,0.247064702659741,0.0459493830878728,0.141318939915545,0.209245939258247,0.126729058609943,-0.0508111345294495,-0.42071257416612,0.179323492718642,0.0464182321317521,-0.36535564032833,0.433290067142767,-0.0457165381928247
"YBR032W",2,"YBR032W",-1.25602223553069,0.10332364961117,0.312307913074979,-0.120257670834825,0.145808430472517,0.0903513517689131,-0.317251109033546,0.147091557273225,0.133525715418718,0.296079994200166,0.415005202721926,0.100189131457679,-0.0253532016531074,-0.515351033048103,0.163904836600165,0.0500519770796329,-0.207935220016554,0.149298653418789,-0.0314551672733914
"YBR120C",2,"YBR120C",0.273764579842351,0.138785609467493,0.409142605638806,-0.178340785371161,0.12278189292657,-0.00866629603536127,-0.37355197179033,0.136148732349501,0.0335867996635393,0.171034215661384,0.170230731962241,0.0933122391958918,-0.0932865602867311,-0.3679521447068,0.124007440987941,-0.0124984177814672,-0.260434499266244,0.39186388405,-0.122128469261516
"YBR258C",2,"YBR258C",0.324875549985393,0.101135482981787,0.320595489960155,-0.0808656047065417,0.133364077344901,0.0280130311617995,-0.325926180543492,0.0862831811312731,0.0171279996341582,0.215731644844281,0.395204244266804,0.116960531485476,0.510500555982381,-0.840101196554592,0.163173636587575,0.00156532907207369,-0.196437528888929,0.260066768793783,-0.145276380228618
"YBR122C",2,"YBR122C",-0.123778102533559,0.0688050251376822,0.398095708789271,-0.132383830573853,0.159669626344565,-0.0104230735696652,-0.602309772005357,0.0963210811668948,0.1196978004884,0.170539495568199,0.333362843662963,0.195717803530492,-0.05227097774328,-0.779426030718999,0.0988323931830784,0.00805869089183702,-0.160482780336851,0.897994099132965,-0.0694685050052639
"YBL061C",2,"YBL061C",-0.214699906595979,0.112954617720495,0.296242948176935,-0.143059265751486,0.232286088380407,0.0167607115419985,-0.648908426275756,0.390949092681219,0.0362938728707118,0.209629016753583,0.486231712014347,0.220203829609034,-0.0248219891421485,-0.441687022186299,0.115144025819473,0.0858844370097059,-0.255544192399629,0.171957774087466,-0.16602115972374
"YBR126W-A",2,"YBR126W-A",-0.179709689779553,0.0733651387923515,0.34337233053508,-0.110628239146291,0.270523910399914,0.000840092043428896,-0.408966033508483,0.682773123863351,0.131063670593226,0.816329768050073,0.214562085961169,0.289080321783692,-0.0754945148965325,-0.968960214932335,0.0796359774769097,-0.00663281509781965,-0.338368204670832,0.168890670288721,-0.150816538253187
"YBR076W",2,"YBR076W",-0.220238094680258,0.158367899576497,0.324297425121716,-0.112013120400758,0.312047842905169,0.541400508941658,-0.799597483212533,0.369758403324524,0.0828019932502241,0.382097990474071,0.204834078518535,0.282386550676887,-0.0437690952335632,-0.324133801754951,0.13885719706473,-0.0774592435401473,-0.261704060625553,0.117022974255693,-0.0796932396163248
"YBR024W",2,"YBR024W",-0.20665061771137,0.110215183424863,0.655844360719827,-0.0680386846628615,0.369215162356041,-0.00508783088121297,-0.251708585176348,0.113925723015358,-0.000462850579788427,0.331297995945782,0.143520265379559,0.208401371427643,-0.0517579231113547,-0.858670871522922,0.126236901405605,-0.0230637267568016,-0.464808031348407,0.16175091212475,-0.214888368445376
"YBL085W",2,"YBL085W",-0.0738191887455818,0.171959299641337,0.696537597024738,-0.0488664596731492,0.231012727379028,-0.0379415166314678,-0.631305129797676,0.0725469859933291,0.0111919333040282,0.431423430342876,0.207434639463012,0.381025277725593,-0.0467234436061587,-0.535562340076215,0.243607014659753,0.00911287244825025,-0.459362139538512,0.0904707210106345,-0.0515154461578099
"YBR013C",2,"YBR013C",-0.229376709611586,0.0652903234484243,0.940141921136155,-0.0227981792759171,0.425481040145402,-0.0227650038868813,-0.425170811839462,0.167304649864742,0.0421367750045503,0.425714131980007,0.113124248447385,0.148979684599568,-0.000890970940406005,-0.839537201477262,0.253813935813491,-0.00491608136922123,-0.279705931704064,0.123295132234416,0.833660232451754
"YBL006W-A",2,"YBL006W-A",-0.206671568241745,0.0913883062179682,0.994308160276199,-0.0786082403676316,0.150299396933418,0.0218379940172633,-0.559407613348668,0.216146740196504,0.0170372638825342,0.303642521874253,0.184684015853471,0.350929633686163,-0.0829444025020992,-0.541478810783365,0.311526759335816,-0.0627781160186808,-0.580904228444529,0.0946336955305915,-0.118926602284494
"YBR107C",2,"YBR107C",-0.165793057363267,0.0456420473207451,0.592934703411863,-0.118929760958558,0.382467808208275,-0.0431192075808049,-0.349506341044808,0.259655281262462,-0.00562903512680896,0.635150280076315,0.0873273947876159,0.230116895619393,0.501365060999969,-0.394269678700147,0.304847863335215,-0.04637437487404,-0.227047345307314,0.120839166276254,-0.143926235431602
"YBR126W-B",2,"YBR126W-B",-0.108837389105927,0.0523710043607186,1.27073773108513,-0.0708440979198348,0.316065117577164,0.00853278772156627,-0.321912174851227,0.26193267335768,0.00802168218938785,0.185075001820718,0.125840468988875,0.314953519045463,-0.00239641172304992,-0.300871774144065,0.189859124517802,-0.0284475509174613,-0.379056800368734,0.128199365342517,-0.090123058402349
"YBR146W",2,"YBR146W",-0.263545179386449,0.0321312058468889,0.400623994486633,-0.0432586823196823,0.399028685428113,0.0681865459767722,-0.212936397811295,0.166581215921296,-0.00945164566871661,0.435251464057243,0.558680180824241,0.151563474393499,-0.0555223966078384,-0.489692712551466,0.364449752535869,-0.0297337528244585,-0.328044291345736,0.247143459431569,-0.0577408942437611
"YBR178W",2,"YBR178W",-0.152130903150823,0.0207328416858771,1.06360767798482,-0.114281984802622,0.176944994994941,0.0150881135698978,-0.376694332494922,0.324357726319525,-0.0246357889439511,0.465509666425136,0.250645177040745,0.150201346172329,-0.0693788700844747,-0.295083372152456,0.150057324937392,-0.00653928333668296,0.0618759854068587,0.251893798036811,-0.0451756134406223
"YBR262C",2,"YBR262C",-0.223612502590747,0.0154758693138751,0.729709707124265,-0.126877627696103,0.201355836876815,0.0134119703792502,0.0538725445673838,0.111176421604429,0.0179082095562877,0.579967743079359,0.230095459389784,0.123105629428288,-0.049647997312206,-0.411457513216552,0.402936999665653,0.505147323501595,-0.298282082823903,0.335277756975654,-0.0941810397743859
"YBR161W",2,"YBR161W",0.448782211296716,0.0652097259199527,0.719851370245195,-0.0477092776025449,0.136196126195393,0.557432736330939,0.233333199654453,0.274488804859305,-0.0478141047211432,0.238893225101344,0.351465314988092,0.20210664925646,-0.0991003268571354,-0.312867362887718,0.29348438958032,-0.0295635979230724,-0.264414913828814,0.331706320168359,-0.059602173185425
"YBR007C",2,"YBR007C",-0.159233101450713,0.0226881062744523,0.484730625858199,-0.155343937784818,0.246705555148129,0.0400374349183321,0.0659904256617845,0.236096622790599,0.0368663035697462,0.255034484436057,0.329481291766464,0.108559115196981,-0.0194261905132084,-0.243071892851909,0.322193810058857,0.0202436647141808,-0.154571996402968,0.217635030651999,-0.0912142454246274
"YBR297W",2,"YBR297W",-0.198812343985936,0.0828747721130608,0.427976619839075,-0.146328397630576,0.112221710700599,0.014067214639237,-0.22080744430526,0.248914914536187,0.0471441496218193,0.146358337094695,0.212960242961675,0.126890626784978,-0.0506544254744991,-0.415739729577551,0.179389996794865,0.0481181813805444,-0.363546198904406,0.43908075390416,-0.0453141995382763
"YBR056W-A",2,"YBR056W-A",-1.22890560330105,0.103720936026811,0.332793321220167,-0.119769616763113,0.1461749990097,0.0956705032992198,-0.317172897193567,0.147541934869887,0.134686549623172,0.318762086526097,0.418068578132207,0.101879707409994,-0.0234909434615391,-0.504708814617864,0.164173102261704,0.0585702158445413,-0.20665653964559,0.149410162699791,-0.0282194167749468
"YBR056C-B",2,"YBR056C-B",0.31631256905247,0.141550758847828,0.41096771226094,-0.176918493397247,0.123804252733113,-0.00789287147081036,-0.373188646367714,0.137019991392817,0.0373634716666223,0.173207219308523,0.171774735642848,0.0941300477372325,-0.09036498350768,-0.36742247944371,0.124240800533704,-0.0120392320478883,-0.258801881583705,0.392738482575535,-0.121068283613023
"YBR182C",2,"YBR182C",0.330339168876953,0.102016418530516,0.325832539899779,-0.0808507526998199,0.135240897014412,0.0286652890218421,-0.322338004418014,0.0865208753008936,0.0200501988257849,0.236731797754069,0.400153248604437,0.117745354562219,0.512368666716337,-0.835408268929153,0.163211484964071,0.0029974638198298,-0.196367037611494,0.261475138357274,-0.140887694277839
"YBR284W",2,"YBR284W",-0.119266216244957,0.07038929871458,0.400517130023035,-0.128509147212105,0.160246475604205,-0.00905150243733835,-0.598324488851137,0.098048644424573,0.12134917037724,0.174263550770868,0.338357590096787,0.198360232168235,-0.0506194861484135,-0.776522659944805,0.0995327638620208,0.00892441735424887,-0.159833617998936,0.900059439106127,-0.067750900414414
"YBL018C",2,"YBL018C",-0.189458769236666,0.117455531447507,0.308867141247255,-0.142278712359587,0.233762164449636,0.0174587913940794,-0.648832149829701,0.39111801707724,0.0380614207545446,0.210130109058009,0.486484519364613,0.221794716070867,-0.0241908718897344,-0.438643186233784,0.119795711282389,0.086559076745269,-0.250737359326671,0.173106975453712,-0.163521311656958
"YBR037C",2,"YBR037C",-0.129037038044278,0.0756765776162156,0.357971203187502,-0.107937448106672,0.271799909860817,0.00111373652158318,-0.404264593622462,0.684280782295068,0.133987612041139,0.820533533361716,0.214639487705478,0.299057848155584,-0.0743738547675915,-0.961374469429426,0.0807743925030222,-0.00624725042967613,-0.337607815945622,0.169835668664995,-0.148456437274279
"YBR104W",2,"YBR104W",-0.219125458533795,0.159441577391051,0.38023803472348,-0.11190317254731,0.317350143731891,0.541877498925473,-0.789923474371363,0.369790729659938,0.0891322775933891,0.397573471523226,0.208576125495818,0.29108194589561,-0.0432982227928694,-0.321962072827887,0.139694408094845,-0.0734343088402138,-0.260284035645148,0.117938162644651,-0.0786634001435842
"YBR230W-A",2,"YBR230W-A",-0.202873430432465,0.113098150323455,0.678990621110202,-0.0674576390588189,0.373144945425924,-0.00407544035385635,-0.249528872341449,0.114669126434052,0.00188099289811296,0.344427464259364,0.143851560156813,0.208591455302702,-0.051196869176562,-0.852403582550444,0.126403065196346,-0.0221779224827484,-0.463668094583406,0.162004764506577,-0.212537381280902
"YBR091C",2,"YBR091C",-0.0719325209400781,0.177941690136317,0.726608961319328,-0.0488307675529264,0.231129705091466,-0.0367491521106575,-0.630487387243158,0.0731995947632846,0.0138148081379323,0.442463930989841,0.210388116704269,0.383438408381704,-0.0458893877022491,-0.533780899116676,0.245426320698775,0.00948203548372467,-0.454942698286406,0.090988366856169,-0.051490986271624
"YBR195C",2,"YBR195C",-0.228476194566759,0.0653628868556711,0.986280073680207,-0.022741969149179,0.43896747504947,-0.0226837981354241,-0.424829693288548,0.176411045563725,0.0432014046243006,0.42953117491191,0.116418461235914,0.150939652983285,-0.000124290465938804,-0.826031780170914,0.253933240594825,-0.0021260997967801,-0.279362268757716,0.127064363357223,0.835888749276363
"YBR151W",2,"YBR151W",-0.196338180647282,0.0922068927613113,1.01012610212885,-0.0783339469502801,0.151078655934439,0.0236987293462491,-0.552541743263716,0.217817858796038,0.0171515163782412,0.307206490501886,0.185162271617397,0.352610801356633,-0.0828325108071182,-0.524987301503159,0.318003889341407,-0.0523056386781077,-0.579480344563153,0.0948824355765131,-0.118420237530466
"YBR268W",2,"YBR268W",-0.14176522346148,0.0463546394584712,0.610607826711781,-0.118843016083873,0.395593035868073,-0.041339353117647,-0.349010617892451,0.260209786369965,-0.00308126293408094,0.662491955030079,0.0875151040083777,0.230614303152237,0.502992985883999,-0.38296916136694,0.306347695515991,-0.0454331785507363,-0.226952571967815,0.121282731208785,-0.141494150458956
"YBR068C",2,"YBR068C",-0.101006767434582,0.05237425364056,1.30181015393304,-0.0707647575640672,0.319828051527549,0.0105547367060567,-0.319119464166862,0.269335248079806,0.0085016257930825,0.185766762870868,0.126090574224427,0.321638424101872,-0.00210374303179342,-0.29886263079952,0.194032442080016,-0.0262922735877679,-0.377933626730893,0.12955836295738,-0.0851034760892891
"YBL043W",2,"YBL043W",-0.242515730750105,0.0362475125018234,0.403961463924209,-0.0430271357435386,0.399395304229311,0.0751840764909828,-0.212011476977334,0.168188421678463,-0.00451953339632212,0.443506227323757,0.561201622684839,0.151676169452694,-0.0541972674768127,-0.47478986504756,0.369073040789709,-0.0290227974901616,-0.322179844544101,0.249089759233152,-0.0574420854830664
"YBL086C",2,"YBL086C",-0.139981957195198,0.0234948767051261,1.13883236231988,-0.113896487859965,0.177520584678403,0.0169307836740294,-0.372614970804714,0.325945751400099,-0.0238858726496903,0.466904035259048,0.256314052062191,0.151091682978932,-0.0677072824718876,-0.290963105647485,0.150098604925101,-0.0062649549570394,0.0661550960682511,0.252604529334307,-0.0446461952100954
"YBR282W",2,"YBR282W",-0.21690024261166,0.0174009077550833,0.816649433978559,-0.126816067821912,0.202010829616723,0.0165870200290766,0.0555116136750418,0.112311102223865,0.0182679926519559,0.604827718764535,0.23668058993051,0.127345677542174,-0.0486300488205554,-0.410403973431943,0.404134862966929,0.506303495104874,-0.297130047723199,0.339827146234691,-0.0938370336639047
"YBR223W-A",2,"YBR223W-A",0.452160672651693,0.0653250866062595,0.756897559029364,-0.0474947660480616,0.137839847269661,0.558873732788559,0.236599813918598,0.275116920359006,-0.0464203005857078,0.256996921689123,0.362756868488642,0.205807548326441,-0.0981056463990451,-0.308821824315909,0.29353062156022,-0.028666140472827,-0.26105959627608,0.332701397524482,-0.0570398782162384
"YBR012C",2,"YBR012C",-0.156155507841709,0.0250473272543633,0.562731958254776,-0.154925485487942,0.247240879792103,0.0584748077795131,0.067524655399023,0.243189371181122,0.0455537580447933,0.267477387883479,0.333453730067907,0.110623453194694,-0.0163409652346132,-0.240331454967926,0.323757716271325,0.0250589439505971,-0.1532863160872,0.223206351887668,-0.0891701256630897
"YBR298C",2,"YBR298C",-0.181920993264407,0.0832771628229589,0.446673254488131,-0.143444464008866,0.112276952735328,0.0141537797610245,-0.220083505387757,0.251952701857123,0.0478789739787139,0.152467228213541,0.216563463434146,0.127734570020224,-0.0457214679141246,-0.412875383882241,0.179426640381572,0.054936777814905,-0.360153926104581,0.459605457993114,-0.0441880531984725
"YBR144C",2,"YBR144C",-1.22112052692832,0.103819921573745,0.341839749259485,-0.119439611790824,0.146923275369646,0.0977786662787007,-0.309272145593033,0.147757507819392,0.136704473228009,0.336406574012203,0.423702730195536,0.107834028267625,-0.0220628203325729,-0.502966718644137,0.167564769797085,0.0593712514466012,-0.204039612515356,0.153880681025954,-0.0260296632816786
"YBR183W",2,"YBR183W",0.317792919673568,0.155911987344273,0.415564496714478,-0.175195504357952,0.123804520807943,-0.00288962221247067,-0.373171357534543,0.138463522834006,0.0397438185120156,0.185016108182323,0.172924497319158,0.0942794490432527,-0.090195925316697,-0.366541061149748,0.125483321935072,-0.010911618447749,-0.258422344101483,0.394783726635355,-0.119975886150914
"YBR114W",2,"YBR114W",0.338900584738574,0.104009632750433,0.326437575715246,-0.0808296237672009,0.138493887895131,0.0301255140521075,-0.319357553056706,0.0872590439870459,0.0213645682275732,0.239074033663042,0.408003461038389,0.118216626409985,0.513029369124519,-0.824924571105011,0.163818299728533,0.00698728786255912,-0.193942894859164,0.264713768527285,-0.140724003314689
"YBR103C-A",2,"YBR103C-A",-0.116552356565715,0.0746205479155249,0.407447651611161,-0.128429032335692,0.161332085136474,-0.00563304683460705,-0.597151574346678,0.0985791148697638,0.12339680724365,0.178971263513395,0.343218830235261,0.205890337730157,-0.0473142989531284,-0.768846486292451,0.101197314621379,0.00991754642023332,-0.157526287159197,0.900751088294217,-0.0667230079276247
"YBR105C",2,"YBR105C",-0.189166129274502,0.123340211982202,0.311278611418384,-0.139686687218109,0.237317871267737,0.0204801259291669,-0.635013981246373,0.391357558413243,0.0387658845311837,0.214902535885657,0.489353984611498,0.225557596509043,-0.0241609315621994,-0.431162557483374,0.121374254877427,0.0866445682974376,-0.25024514995908,0.173785737335581,-0.161385668193833
"YCL009C",3,"YCL009C",-0.124556787869103,0.0761310859099768,0.399217628872601,-0.104776700638909,0.271998019856891,0.00210621864702573,-0.390555972835791,0.685116641967146,0.143162972039484,0.821949896631906,0.217538318143432,0.30221584353182,-0.0659080855636454,-0.957311187760752,0.0818109790879548,-0.00340199495908602,-0.335713025067626,0.172383779772372,-0.147968703231448
"YCL042W",3,"YCL042W",-0.21306566773474,0.162409635191997,0.385928382781359,-0.111535253345314,0.322507574701083,0.545132424222967,-0.786322016751428,0.369814064885059,0.0892968469511375,0.404546373730303,0.227366064397905,0.298791876264684,-0.0431207563901276,-0.310600072367436,0.14015588839939,-0.0725336439535486,-0.257032371567182,0.118894219371828,-0.0756262590660407
"YCR087W",3,"YCR087W",-0.198259427796612,0.117366539246703,0.682507440054581,-0.0672772546908449,0.375016152980503,-0.0030455725999974,-0.249342695251386,0.115190038322727,0.0184124401360575,0.347631746024848,0.143975370351736,0.212874668394002,-0.0503967567853836,-0.848102773087831,0.126746366416212,-0.0207802128506481,-0.459639510224844,0.162451806516156,-0.194813964712021
"YCL028W",3,"YCL028W",-0.0601298385063752,0.187673087314659,0.742368006535312,-0.0487782688412618,0.232967111461355,-0.0318908974468934,-0.617016550914606,0.0748308170959138,0.0152084735198612,0.477493724881804,0.213296275231458,0.388273625009591,-0.0454626526404218,-0.533711197335329,0.245839304762451,0.00994263907331575,-0.451964667250101,0.0926784189041932,-0.0513948597925303
"YCL036W",3,"YCL036W",-0.226002566454507,0.0655338081281675,0.998946353790806,-0.0224825207636968,0.439443891537009,-0.0213065473116416,-0.423803386403807,0.177285499412979,0.0435808650544174,0.446935537503251,0.118492088686364,0.151209485013856,0.000399203144859949,-0.810757117300814,0.255876020418544,-0.000747476116394357,-0.275213209892016,0.127445725117101,0.836516492955096
"YCR057C",3,"YCR057C",-0.184700214324169,0.0931262769163231,1.03959085523258,-0.077953353476397,0.152910588578877,0.0237953129198258,-0.55108798253014,0.21801644458645,0.0217444745047451,0.313293564587827,0.185509152654796,0.357862443700871,-0.0825171799804603,-0.5036945522296,0.318086368279395,-0.043832313300122,-0.579416393508348,0.0959902277016621,-0.118286274526653
"YCR084C",3,"YCR084C",-0.111591670505842,0.046409517641404,0.629197949111513,-0.118652365578331,0.396482265199395,-0.0396913854696894,-0.344089548099295,0.262074973386766,-0.00304872908487266,0.671453144373274,0.0927335572462984,0.233552648548719,0.503176915670373,-0.381440004051618,0.312110897597302,-0.0451776945937768,-0.221240934335007,0.121411635146562,-0.140949721775708
"YCR098C",3,"YCR098C",-0.0990370715427817,0.052546906183225,1.38379142842707,-0.0704390110077727,0.320685553233687,0.0133082357911541,-0.315185061097346,0.270252976559471,0.00872768762172817,0.186363909601439,0.127004605712101,0.330868651699877,-0.00171266848119779,-0.289689629677767,0.196293208466106,-0.0252139355168704,-0.37680817104226,0.130366442938139,-0.0815970122408022
"YCR004C",3,"YCR004C",-0.212881739024252,0.0369260781422799,0.418422039118118,-0.0426025625546953,0.402168116908386,0.0757359037751422,-0.211977496832478,0.172260460528022,-0.00414396917846749,0.461483547702113,0.561615148098859,0.152261147723099,-0.052580359507403,-0.474677771835116,0.372800659887648,-0.027933840301539,-0.321627066982954,0.255167909038111,-0.0554994508629072
"YCL048W-A",3,"YCL048W-A",-0.131403382586939,0.0236180121747436,1.16808665490778,-0.113430534801441,0.178104092831744,0.0205750140419432,-0.366074663322663,0.326316949092913,-0.0226657999386829,0.475543011164291,0.264689640206322,0.15695743704356,-0.0669753080450663,-0.289507755704706,0.151355219888578,-0.00612573014386797,0.0726278371896307,0.25470020200847,-0.0442508728489552
"YCL014W",3,"YCL014W",-0.175980861338864,0.0175745554327038,0.830601297410119,-0.126491560689485,0.202152950746126,0.0172081271907597,0.0568023832603833,0.118172862907374,0.0200422858184726,0.605265435962839,0.238576551336628,0.127491353033897,-0.0468221074254184,-0.405202081034483,0.408297562434639,0.506452363588698,-0.295455783836526,0.340216223784437,-0.092637393470172
"YCR012W",3,"YCR012W",0.460115785816585,0.0658601145720216,0.770242263031231,-0.0467102233321767,0.137985832946929,0.559482840314335,0.246696341632753,0.276452010287168,-0.0404395063773604,0.269515107646609,0.384166486768654,0.208023320283959,-0.0970058537566845,-0.305531685722523,0.299942971659517,-0.0283973050446833,-0.260538456939457,0.336662813677763,-0.0556394068622099
"YCR010C",3,"YCR010C",-0.133611439025185,0.0256818243704987,0.609609194715504,-0.151787184364782,0.247614981260985,0.0604449183655764,0.0678938958505541,0.246907240447608,0.050496754189604,0.272834435914662,0.339637907340018,0.111298549790468,-0.0158562682600934,-0.238012400924259,0.326989981481567,0.0274920580452853,-0.152503902352903,0.228328667486625,-0.0877566144904141
"YCL008C",3,"YCL008C",-0.175272988557629,0.0886112004510384,0.448479867321472,-0.138496488515742,0.113383727165462,0.0162105649796967,-0.211158748769505,0.254413965711561,0.0505828019527081,0.157554831477624,0.220375660723456,0.12880576878318,-0.044554439304661,-0.412366287800782,0.185499331700073,0.055394554371703,-0.351709238050367,0.461762974547053,-0.0434288478253333
"YCL021W-A",3,"YCL021W-A",-1.22012819001604,0.109869013656279,0.354149545508031,-0.11904426051334,0.148178300471513,0.105016539568589,-0.305616571969776,0.147770901125468,0.138602007867084,0.346276097321589,0.437331053238546,0.108698811423774,-0.0211791586232901,-0.501230407386741,0.169519756823649,0.0618440325828453,-0.203933346665523,0.155264410369278,-0.0259877531983538
"YCL030C",3,"YCL030C",0.347186321390139,0.157947527307112,0.434331448799752,-0.173835085046003,0.125306091677075,0.00214617872456158,-0.367777708410511,0.141240835364214,0.0406713399337358,0.188649000138952,0.175017816924383,0.0964106196947993,-0.0865547720525357,-0.366356416955084,0.12730550516975,-0.008550109721372,-0.257937426675141,0.395083047780344,-0.116721222986382
"YCR013C",3,"YCR013C",0.357429336553647,0.104076575001264,0.331497507402389,-0.0791545933624969,0.13882298398772,0.0311778221059292,-0.314694248053253,0.0872600639832036,0.0220104048429178,0.240269534039936,0.408304437824294,0.121834407747155,0.515596121350652,-0.823249049150807,0.164400579093269,0.0109234457780741,-0.192518957768871,0.264763727394358,-0.13873776007697
"YCR095W-A",3,"YCR095W-A",-0.11378877947752,0.0747857726003707,0.465445496406921,-0.128211061941969,0.164232785363584,-0.00304161030202843,-0.596353800880592,0.100028958720541,0.138536453552903,0.179285498959215,0.346220746673486,0.20611782002012,-0.0472354109694317,-0.766014829069248,0.101473035903678,0.010117715876828,-0.15728414803777,0.901875947772653,-0.0640714931107062
"YCR063W",3,"YCR063W",-0.186293255909217,0.124000404160527,0.325129346196743,-0.138184144186195,0.23780137651393,0.0216403471664706,-0.633671223206171,0.391554922193738,0.0396150634709066,0.215603783981031,0.491734034996911,0.227746621977974,-0.0240613585948428,-0.430100500848599,0.127079721108051,0.0873155672723338,-0.250125095316894,0.178431552917293,-0.159816766830325
"YCL054W",3,"YCL054W",-0.118659230905087,0.0768342114846263,0.456118823783179,-0.103131565389074,0.272699770405427,0.00305487447739884,-0.38212903741584,0.685882038929623,0.14945076584464,0.832831208359844,0.2187584173217,0.302548040931917,-0.0653976259057697,-0.950268343815776,0.085657040510792,-0.00231399715068411,-0.333071317034223,0.174800168918684,-0.144439775533218
"YCR073W-A",3,"YCR073W-A",-0.197493543000693,0.165371922335586,0.420292507556769,-0.110762239333434,0.322979687547309,0.545961250919367,-0.773090494024797,0.369997382890939,0.090968789387941,0.425328314878465,0.227948144079277,0.30194454958872,-0.0428396279078811,-0.308954159478036,0.140370797941155,-0.072085424463027,-0.256998383459037,0.119649496892437,-0.0753833628634396
"YCR034W",3,"YCR034W",-0.19252148297243,0.11956722150053,0.697280752781316,-0.0646082288100211,0.375410400572665,-0.00169832893713253,-0.244994575189136,0.115976856036181,0.0267875991149838,0.380836162560497,0.145426455312287,0.214692862252369,-0.0473965996264178,-0.836729246128869,0.127603883490271,-0.0205266666681875,-0.454477330799987,0.16423832060783,-0.193836777123344
"YCL044C",3,"YCL044C",-0.0598977990030985,0.190900845195932,0.811482429832794,-0.0484051858162344,0.235684838561836,-0.0304620273403902,-0.616499331189384,0.075653168499173,0.0192449091835486,0.478792273260711,0.214574699182269,0.393715878891393,-0.042765192754099,-0.507890662391728,0.246402680160097,0.0108328186173595,-0.451905857372685,0.0930070302619543,-0.0486199457855601
"YCR093W",3,"YCR093W",-0.221285836518767,0.06668967365308,1.07080551111745,-0.022446247541176,0.441112013472797,-0.0206190229019696,-0.421922678659545,0.178756732140131,0.0453787565773528,0.45376856673049,0.118887571210795,0.154561186425235,0.000739544151283228,-0.800703650159882,0.258706849328699,-0.000319590421182037,-0.274210501611307,0.127932921531637,0.83824573864725
"YCL027W",3,"YCL027W",-0.170540738001167,0.0931542081659904,1.06841340349189,-0.0777883773298582,0.156246926299853,0.0268342386806715,-0.536659568372835,0.219589036558896,0.0221860542454382,0.33842852653672,0.188910939947628,0.360791175364744,-0.081736262383803,-0.502816653045962,0.320869740381699,-0.0410542360023404,-0.573143087078758,0.0965442532030233,-0.117299885741796
"YCR051W",3,"YCR051W",-0.109269849384022,0.0465630222549521,0.689268546054408,-0.117349539924549,0.397870648967392,-0.0382899692371108,-0.342066080621111,0.26333802882095,-0.00228082545384331,0.706155367500527,0.0933592303411763,0.237445650920602,0.503666854341749,-0.378647956586335,0.313121151032407,-0.0445061833740269,-0.220859379863589,0.123221150720729,-0.137486088779162
"YCR015C",3,"YCR015C",-0.0788615985383604,0.0542350392407838,1.39687744201148,-0.0696895669455178,0.323187610471619,0.0162269811859942,-0.312901503007589,0.278961995639206,0.00965246029817054,0.195021950277627,0.127743676760304,0.332411855569835,-0.000994447767025058,-0.288830201591414,0.198441165894393,-0.0248613272763595,-0.375847750675222,0.132741278495139,-0.0777969916130713
