"","chr","tracking_id","X112_2","X112_0","X112_1","X115_0","X115_1","X115_2","X117_0","X117_1","X117_2","X123_1","X123_0","X123_2","X141_1","X141_0","X141_2","X152_1","X152_0","X152_2","X29_1","X29_0","X29_2","X50_1","X50_0","X50_2"
"1",1," HRA1",16.054,17.9515,4.46785,10.6079,13.3763,13.3844,14.0661,13.7169,7.59198,11.6739,9.73884,10.07495,8.57315,11.0962,14.5341,22.1839,16.6534,26.2161,17.6353,7.45124,10.8602,3.62285,8.16791,10.49655
"2",1," YAL001C",15.7039,18.8476,18.5607,19.2849,22.7885,14.9602,18.2862,27.4699,16.0978,22.2234,16.7699,15.6534,19.8528,28.9106,16.2505,29.7405,24.5717,25.6937,24.1535,18.4576,15.1841,24.5813,18.4888,19.7174
"3",1," YAL002W",14.87,15.7397,9.43908,11.9863,14.3892,14.9537,12.7927,15.5062,14.2741,14.5651,11.3701,14.2204,19.1002,19.6902,15.4052,32.4647,15.0536,22.3406,20.5579,13.1463,17.1067,13.6439,9.88805,16.1962
"4",1," YAL003W",1523.09,3669,666.736,624.356,841.151,1947.93,736.554,789.263,1272.26,787.548,846.252,1323.53,1263.88,584.589,3586.03,2680.21,3446.43,4386.96,826.578,474.651,2063.13,395.342,429.739,1594.99
"5",1," YAL004W",582.599,351.174,200.673,467.255,301.267,508.126,373.623,398.687,412.848,404.545,527.129,528.86,433.861,539.592,1010.9,795.753,234.364,799.625,210.658,1096.62,404.873,343.812,366.472,364.669
"6",1," YAL005C",480.385,301.632,262.876,369.901,390.997,362.598,274.569,413.521,374.4,421.548,411.421,407.78,519.235,485.573,737.896,721.182,229.51,584.457,240.947,825.238,441.531,329.315,281.593,343.367
"7",1," YAL007C",119.37,396.349,42.227,94.7595,101.732,131.363,74.7066,50.7189,121.694,121.849,92.5867,118.897,149.307,153.308,331.244,250.417,273.373,559.026,125.477,34.239,133.335,43.6981,49.8131,121.261
"8",1," YAL008W",298.278,130.175,657.703,472.49,478.447,201.81,562.983,618.798,208.58,373.206,518.634,259.917,284.926,248.154,155.894,404.428,338.96,251.277,280.47,416.693,198.169,401.149,502.205,241.087
"9",1," YAL009W",58.3074,52.8333,71.1922,58.1462,57.0779,56.3156,65.2082,51.8313,63.6511,60.9812,59.0062,57.7307,62.208,38.3799,63.0747,82.5129,107.354,94.3954,59.1342,64.4444,63.3447,38.775,57.986,53.7795
"10",1," YAL010C",27.4746,33.443,18.4294,17.9842,28.0289,30.2158,22.6883,36.9601,29.0919,26.3199,18.2828,33.4443,38.3413,24.1394,27.6712,46.2429,46.0715,44.0941,27.5888,12.0079,32.4677,12.1853,14.8461,27.9495
"11",1," YAL011W",14.7992,14.4032,5.41758,8.69385,9.92848,11.6815,5.5227,9.45808,15.3237,9.1282,8.4423,14.1216,16.96,11.4807,13.4543,22.2229,16.9961,20.4196,13.9228,12.663,21.5755,13.8707,8.74854,16.8255
"12",1," YAL012W",720.147,287.245,43.9795,89.9663,110.106,711.597,35.6698,92.5321,819.674,77.7108,86.5331,585.788,515.617,82.9305,562.502,1283.47,283.202,510.834,265.901,705.847,1599.77,115.245,100.0473,674.814
"13",1," YAL013W",62.788,47.4665,46.8786,39.4687,37.6366,50.9293,40.2093,52.9833,53.5869,45.3714,44.3189,58.1999,57.783,66.2139,62.1304,53.8927,54.1381,81.1134,57.4529,98.97,56.7015,60.6726,43.4472,55.9029
"14",1," YAL014C",102.987,109.851,91.7342,64.7351,78.2365,96.6326,51.406,91.1105,99.3703,66.006,95.6978,100.2476,83.6865,83.3078,117.036,114.833,95.3036,145.271,84.2778,139.335,123.947,87.6218,62.6296,97.2736
"15",1," YAL015C",76.5436,52.1996,87.0491,64.2435,79.0078,87.2724,63.8675,85.107,91.2731,69.129,60.9719,85.984,97.4978,56.2727,67.2758,119.311,140.139,100.837,72.1656,88.6481,130.178,61.6529,90.9787,89.8931
"16",1," YAL016C-A",29.8176,53.9081,26.3364,47.1202,18.8406,48.6623,56.2349,29.187,38.0203,23.2368,50.9897,24.9933,23.029,58.1212,44.6678,26.3621,73.1988,101.984,23.8947,76.4762,29.1702,39.1349,71.6488,17.8578
"17",1," YAL016C-B",157.788,87.6794,409.405,97.6043,294.286,55.5121,118.414,215.968,102.696,177.619,203.369,177.898,288.569,140.262,117.346,260.375,141.989,180.172,170.425,181.757,259.272,276.504,162.56,218.178
"18",1," YAL016W",167.263,158.623,170.332,163.776,172.101,146.989,176.639,204.156,154.932,182.703,154.402,148.623,178.605,180.772,153.404,212.053,201.719,236.458,140.224,179.517,167.537,166.285,161.436,140.303
"19",1," YAL017W",37.2464,25.8566,50.2537,33.1005,43.1818,32.4876,30.5087,43.3154,31.1097,30.6454,32.9779,33.5612,39.048,41.5095,29.9194,46.6389,29.3502,41.2798,36.6358,59.8416,29.7857,59.4173,45.1568,32.4397
"21",1," YAL019W",17.215,23.9826,6.57722,13.1249,12.0382,19.8806,8.57269,9.21398,21.1228,15.897,13.5693,17.5168,16.3276,18.8794,20.1774,35.7845,35.7244,40.9885,16.1032,23.8782,20.671,14.0539,12.2637,22.0265
"22",1," YAL019W-A",25.0541,13.1999,16.4628,10.1641,24.6382,35.6962,11.9352,24.1321,16.6281,13.6862,20.2936,16.9782,19.2139,27.593,27.6424,29.4248,23.3936,42.9046,26.5918,24.914,32.0837,18.312,15.9584,26.0598
"23",1," YAL020C",26.1797,17.7051,26.0401,11.5724,33.4984,31.5077,10.198,25.0889,28.1098,17.6501,27.2633,28.8499,20.6563,23.9342,23.3502,38.8876,29.9873,39.7285,32.2059,39.6605,51.5694,19.1125,16.9938,32.0074
"24",1," YAL021C",32.0066,46.1025,15.0226,19.3837,27.3142,37.9679,16.8924,33.4296,33.3877,23.3381,18.976,33.9961,29.5874,55.4554,44.5905,56.0712,36.8136,71.062,30.1722,20.1838,32.702,20.7803,15.4627,33.448
"25",1," YAL022C",50.6971,48.1008,26.3365,36.1948,34.3196,50.4455,34.0505,28.1286,48.6494,29.073,38.2614,43.1601,32.3539,30.9433,60.5897,60.8752,48.7816,96.4108,54.2623,46.0371,48.1449,37.9721,36.5743,43.1261
"26",1," YAL023C",52.0791,167.621,12.3281,30.7235,36.9748,53.5876,19.6312,26.6288,56.1267,31.1932,32.9588,43.1807,45.3468,79.1855,142.893,101.27,66.0372,222.227,47.426,25.8168,46.0328,32.7213,21.2995,61.7112
"28",1," YAL025C",80.7797,131.489,33.2633,51.9255,39.8595,126.006,44.1846,33.4803,58.8989,64.9079,67.3558,75.9318,63.525,62.8144,109.76,184.146,177.142,201.305,45.1887,8.92494,142.426,30.8906,15.0417,98.4485
"29",1," YAL026C",17.4963,25.0383,11.7644,12.2513,16.3476,18.1037,11.8421,18.1517,16.8203,13.4951,10.7543,15.5467,17.6027,14.5189,23.4239,34.3147,25.0592,36.0237,16.1162,8.28482,19.2364,9.40389,8.33405,18.0308
"30",1," YAL026C-A",56.5252,57.8246,108.374,65.6393,71.9112,34.9906,54.9897,74.7559,49.5321,56.3787,63.2214,61.6649,74.7493,45.9923,59.3343,79.8845,95.4314,86.9514,54.7794,42.6771,78.6991,53.0132,75.4632,49.5587
"31",1," YAL027W",52.6667,42.4046,140.416,83.8238,86.9628,43.1022,87.2073,98.8906,49.6228,77.0362,75.2602,53.7675,62.9873,48.178,43.7033,60.6438,85.3292,56.6359,66.8632,61.0289,44.8317,82.792,97.754,46.8661
"32",1," YAL028W",26.5817,19.4087,8.68889,11.4374,9.01203,23.0284,4.99965,8.45586,21.6543,6.40931,11.1402,21.143,31.5914,17.3299,20.4125,21.768,16.0044,33.8717,11.1234,21.1224,21.6141,9.92575,9.59943,26.3747
"33",1," YAL029C",32.2959,33.8084,9.52508,18.5609,16.1117,33.8985,13.2502,15.1928,31.1851,18.6815,18.2383,31.0238,36.1311,16.0652,31.1055,45.0335,45.6786,40.9661,20.3804,21.2747,40.5639,12.9328,12.4583,34.609
"34",1," YAL030W",590.328,321.95,1302.17,756.478,972.436,551.314,787.759,1080.82,456.116,570.708,752.596,479.143,607.256,553.06,421.106,784.104,638.94,602.053,571.359,543.447,427.224,599.24,656.389,431.276
"35",1," YAL031C",28.7082,24.7331,14.7845,30.4391,23.6776,31.3412,25.8053,24.3939,29.6029,28.2276,26.2937,32.1564,33.6169,24.7628,25.2003,40.8382,33.8524,40.5777,24.6161,22.8011,22.9671,27.6959,22.4525,27.6339
"36",1," YAL031W-A",29.9701,38.7928,16.5772,34.1923,14.2957,28.3133,30.4001,19.7242,43.0509,18.697,52.538,42.707,24.2247,27.2067,30.9733,39.5117,30.6341,28.108,14.7133,36.2484,23.5878,28.3373,16.2736,24.4912
"37",1," YAL032C",59.565,41.8051,106.531,58.0588,45.8149,56.4265,64.4958,36.8892,52.9551,55.5265,63.9847,54.6758,37.263,50.5061,38.7169,51.3144,72.7755,78.442,38.0602,66.4618,31.5466,55.5771,62.5571,44.8949
"38",1," YAL033W",60.3721,74.1126,56.944,45.3904,56.1641,49.7399,51.4092,60.901,49.2523,61.6331,52.1314,50.1323,60.0021,43.949,65.7444,71.0975,85.617,111.542,49.0743,43.8511,68.6349,49.0117,54.8416,42.0621
"39",1," YAL034C",188.236,94.2936,487.028,314.576,327.8,167.814,317.578,436.113,213.713,308.749,344.275,237.825,212.407,199.548,72.6106,141.003,226.581,114.814,188.027,272.992,131.147,272.458,331.088,183.831
"41",1," YAL034W-A",9.96083,25.4526,29.778,14.2341,28.618,12.8124,12.48,34.5154,16.4633,22.573,13.0927,18.6976,17.2383,28.6401,16.0903,26.6965,47.362,32.0558,34.9658,12.5101,9.13175,16.9504,23.1694,16.9785
"42",1," YAL035W",69.7893,148.853,29.2215,47.9584,44.5989,86.8558,32.2895,39.4603,70.9739,42.4312,49.4417,68.2019,74.0234,63.6065,118.661,159.941,113.565,198.259,50.935,51.1952,148.775,51.1825,39.9374,85.5976
"43",1," YAL036C",52.0043,119.589,19.9929,47.7912,31.2918,69.0165,29.2944,20.5639,54.3507,32.4547,51.1294,50.948,48.7219,46.5669,91.84,118.467,122.218,157.779,30.6976,12.447,80.5969,18.854,22.7309,60.6988
"45",1," YAL037C-B",11904.8,11610.4,5763.48,1846.07,5087.06,9078.75,1505.68,5665.42,9494.11,3763.84,2439.69,10152.3,10432.3,618.201,15356.7,12127.9,9818.45,15301.1,2508.73,20366.4,8685.5,1491.81,5417.61,10644.6
"46",1," YAL037W",82.6176,22.1738,48.3138,43.5853,32.9348,48.6531,71.0869,29.197,49.4617,74.8902,47.7833,54.608,63.1649,20.7117,25.6387,57.0317,76.3831,26.0912,28.5534,18.8808,28.9552,16.9086,19.7293,43.4754
"47",1," YAL038W",3516.32,3163.51,1541.99,521.687,1396.18,2731.18,445.497,1658.71,2707.62,1106.18,649.241,2955.35,2848.96,165.589,4673.06,3634.96,2707.73,4652.06,752.149,5419.27,2445.14,419.579,1496.94,2976.82
"48",1," YAL039C",237.863,113.359,277.059,145.396,214.338,211.22,143.894,203.874,160.593,161.998,241.386,150.087,140.601,267.776,131.853,253.815,194.986,153.591,174.984,257.612,156.668,304.723,277.224,230.568
"49",1," YAL040C",71.1708,25.3328,22.7366,21.9732,35.3768,60.3304,19.4387,28.9957,74.9749,28.4026,18.6996,92.7478,28.9655,61.5605,39.2039,56.9226,41.8445,59.1947,43.542,19.7165,52.2414,16.0601,11.8732,49.5374
"50",1," YAL041W",29.2863,30.5773,19.6622,19.9072,25.7016,28.947,19.6575,23.1667,30.1341,26.6803,17.6798,31.9294,24.6936,22.9313,33.6818,48.2912,39.1108,56.8727,23.065,25.7525,28.0181,18.8333,17.6847,29.5668
"52",1," YAL042W",270.608,252.914,128.834,105.004,145.311,253.37,111.55,128.196,201.262,128.745,127.261,166.499,191.063,176.258,314.643,301.771,223.57,418.861,147.614,238.128,266.842,106.476,109.754,187.561
"53",1," YAL043C",23.593,27.7566,15.3007,18.3849,22.4695,24.8174,18.9371,28.6626,26.2408,19.3107,19.7163,26.7521,21.3942,29.4695,27.5893,41.9883,28.8371,44.4656,23.3631,19.805,27.9254,21.477,16.041,22.9935
"54",1," YAL044C",1117.2,665.879,3122.94,916.963,2414.5,773.73,1518.22,2866.17,1104.73,1168.62,1130.66,1226.86,645.411,775.73,790.178,938.613,1870.16,1545.21,1538.52,661.282,1331.49,1719.77,697.375,909.59
"55",1," YAL044W-A",682.622,413.859,963.726,975.112,846.936,636.968,1238.27,831.709,542.941,741.722,1309.59,586.769,608.638,624.404,507.034,709.405,1153.29,548.382,706.561,1028.15,640.272,900.446,1175.65,602.785
"57",1," YAL046C",144.825,167.64,177.532,265.395,148.132,127.832,340.633,148.4,114.549,230.106,342.455,128.408,102.164,333.184,177.707,260.848,286.868,267.846,305.36,157.828,157.233,404.49,364.039,179.121
"58",1," YAL047C",20.3995,17.9918,16.646,14.2705,20.1486,16.9544,12.8827,20.2288,23.4731,18.508,15.4107,22.3981,24.8297,15.2571,18.033,28.456,27.7185,28.1492,25.0642,21.0233,24.2414,21.1664,14.4589,20.054
"59",1," YAL047W-A",14.6702,18.6247,10.9064,12.6503,13.2693,14.2669,17.2731,8.58819,14.5662,17.4238,12.8748,10.36539,10.48165,10.7449,8.59747,8.55184,16.9475,25.9791,6.87859,11.9594,4.98325,14.0138,18.1971,10.11313
"60",1," YAL048C",21.5928,16.1856,20.0969,25.1756,21.7981,21.8503,27.2738,22.8991,22.0134,26.6681,27.7186,21.1955,21.5776,22.0533,20.6824,25.5,28.2091,29.9696,21.4216,35.0119,19.7444,30.7516,29.2932,23.3286
"61",1," YAL049C",184.433,136.834,296.265,225.658,256.009,145.158,293.596,321.143,125.987,203.995,269.285,152.112,152.974,473.196,139.498,253.085,233.344,216.783,177.656,126.812,119.482,159.18,164.337,135.553
"62",1," YAL051W",27.9231,22.4886,19.9034,25.4341,24.7286,25.3599,18.2661,26.6054,32.3981,21.2799,22.7262,28.6721,30.1219,24.121,20.8464,42.7409,32.6756,32.285,28.76,46.157,34.3892,36.3666,26.6973,31.3831
"63",1," YAL053W",168.308,177.99,251.619,140.486,121.203,149.426,123.758,87.8159,155.23,93.2409,119.624,150.113,139.611,104.054,158.368,150.675,261.845,245.466,95.0057,97.7069,99.6797,92.1557,106.984,121.354
"64",1," YAL054C",22.5589,17.705,51.388,40.1622,105.596,15.509,59.5539,187.541,15.9902,21.1037,34.7291,19.3064,18.531,1064.58,10.13689,25.7333,23.9194,16.3145,168.405,38.7653,13.0767,46.0492,41.2597,22.319
"65",1," YAL055W",86.6303,67.2678,159.59,108.817,114.25,91.7859,128.197,110.742,69.2751,100.547,100.79,67.7328,100.3927,61.5534,72.5877,140.821,143.137,122.518,99.7766,145.61,74.8192,143.209,123.143,64.243
"66",1," YAL056C-A",74.5858,60.2125,43.4296,60.3701,47.3911,62.0256,48.5518,50.1524,85.1235,51.0614,53.6772,81.048,77.7079,48.6427,58.4942,86.735,80.0134,84.8711,44.3563,75.596,103.249,22.1801,37.5735,57.5073
"67",1," YAL056W",69.6219,39.3523,62.8371,57.7178,63.6898,57.5232,69.4373,72.2309,53.3367,72.1583,54.3407,54.7009,67.5543,71.06,48.0631,80.1301,72.9921,69.9416,62.4735,71.5093,59.4484,77.0949,59.0837,60.3732
"68",1," YAL058W",29.4889,26.5555,17.4654,22.4582,23.1663,31.2953,20.9028,22.0753,26.6803,23.6451,26.9362,28.3655,26.3602,19.0596,25.7,50.0486,44.9306,41.6265,23.021,28.4688,36.1952,17.3225,19.8951,32.4822
"70",1," YAL059W",42.0782,110.898,36.8432,58.4695,51.6755,76.1662,44.5139,51.1069,38.2038,42.9485,53.6367,37.7781,50.5041,36.3076,76.2215,100.3218,107.81,113.338,48.203,11.9814,71.0864,24.2268,18.5477,58.5647
"71",1," YAL060W",353.047,285.55,218.852,443.826,176.983,221.344,464.214,180.705,296.969,258.741,522.855,335.116,497.393,421.344,291.105,308.963,323.032,416.437,323.29,1266.56,277.246,1122.68,1039.29,346.97
"72",1," YAL061W",369.158,95.829,217.784,603.011,330.75,270.909,603.868,393.379,149.604,438.136,684.761,148.449,367.278,340.551,117.29,300.334,248.872,210.512,240.115,660.148,229.547,458.51,396.147,258.004
"73",1," YAL062W",230.92,24.4613,718.088,332.895,903.131,112.467,423.785,1531.58,97.7391,570.709,517.268,160.45,99.5577,484.341,26.3348,158.566,112.264,29.4286,486.304,173.204,153.653,547.71,338.221,212.177
"81",1," YAL067C",30.0105,4.75974,39.8764,51.7104,39.969,30.0513,44.8119,38.5183,50.7894,43.9368,54.5659,40.0707,21.874,19.5292,3.35464,31.4573,65.1407,6.42949,53.4064,129.887,16.7733,87.2418,149.713,38.6824
"82",1," YAL067W-A",4.13695,0.5,6.91019,17.9636,4.07535,4.74012,3.37001,4.05873,12.3154,0.5,0.5,3.53848,0.5,10.6786,4.65662,6.22289,15.2751,7.42419,17.69,40.2059,14.3081,19.9235,7.31326,9.38236
"86",1," YAR002C-A",362.14,640.063,252.732,312.91,357.915,335.312,379.734,372.024,299.974,456.942,353.084,269.51,392.377,329.524,540.164,614.355,614.426,904.19,329.124,136.562,313.772,182.227,223.306,300.94
"87",1," YAR002W",39.1721,71.289,29.309,46.481,35.0701,47.5092,44.2005,38.5422,46.5099,46.1767,40.9851,43.5779,33.9156,41.0067,54.9516,78.8233,82.2544,79.6885,43.8108,25.8943,51.5293,30.87,33.632,41.385
"88",1," YAR003W",41.8937,47.6012,39.0118,43.6036,40.5254,37.3664,48.801,36.8867,39.7404,39.8647,45.9027,41.5451,42.1818,44.2747,39.7425,59.5838,76.6648,91.7957,56.5822,41.3282,30.2137,47.1983,41.1791,43.1472
"89",1," YAR007C",24.5631,48.6521,32.8505,32.85,46.0843,24.0488,34.7353,54.0361,26.3677,38.3193,30.4461,26.3263,21.0383,71.6783,35.7298,85.8096,60.5399,58.5179,76.698,37.0401,23.9509,58.4573,51.8302,30.885
"90",1," YAR008W",13.8911,24.9403,16.0277,18.7104,26.1357,13.6469,24.0446,28.3154,11.1851,28.8791,16.9764,8.5472,8.77442,43.9274,20.369,38.8229,36.9039,32.4055,54.5923,5.91465,7.04096,16.4523,9.74227,13.8878
"93",1," YAR014C",33.6813,36.6107,30.2087,40.3579,43.9179,39.8908,34.6351,49.2757,36.35,40.6204,36.2253,38.8541,29.4231,47.4615,43.0113,64.5135,64.2063,67.4221,59.5289,45.345,38.274,55.5812,32.7863,39.7852
"94",1," YAR015W",420.283,313.341,343.435,126.191,235.051,405.834,172.014,371.679,508.173,177.413,127.625,534.496,551.034,176.495,520.186,302.112,437.244,804.499,211.53,125.635,914.876,187.519,99.9956,395.454
"95",1," YAR018C",21.2844,23.6417,28.383,27.1983,23.1447,15.7796,22.5428,16.4331,16.4129,20.3767,26.1123,19.1915,15.4205,27.0832,24.5568,21.1924,30.6174,23.1836,24.0089,36.3111,14.9083,22.6194,39.9323,19.3601
"96",1," YAR019C",22.3636,17.0871,19.0119,22.886,20.3075,18.9299,21.8549,18.4851,24.8144,24.0156,22.1421,24.8993,19.6757,18.4366,13.3612,21.1588,24.2601,24.3051,23.4036,39.502,13.9277,35.5375,24.342,20.3055
"98",1," YAR020C",349.155,133.774,869.292,206.676,402.344,196.731,209.221,341.657,299.943,139.986,223.408,402.27,288.441,340.335,289.049,265.352,377.279,183.613,235.916,510.936,183.081,449.954,563.561,254.973
"99",1," YAR023C",60.6342,29.3201,111.129,55.6,80.7592,52.6966,49.6853,67.5014,57.5388,65.8043,63.1288,52.5725,92.0206,59.2803,32.1042,71.8706,75.648,47.0188,57.9966,96.8728,79.3799,60.7788,80.6721,58.745
"100",1," YAR027W",384.504,234.035,295.258,321.471,269.447,275.975,332.497,297.561,286.033,306.714,344.344,320.828,503.32,120.078,300.852,426.712,427.618,345.334,188.766,280.411,377.701,182.997,277.496,296.746
"101",1," YAR028W",245.836,97.7276,37.4382,148.282,50.0616,179.222,170.277,46.1027,137.622,217.145,158.811,143.755,286.671,73.5907,178.048,271.393,217.22,230.414,89.9569,226.635,276.114,73.8501,153.15,134.365
"102",1," YAR029W",198.733,91.5196,44.1737,144.325,120.423,262.72,93.7568,41.5321,165.628,154,117.277,178.853,301.258,173.87,144.277,242.444,190.768,165.01,118.905,166.975,246.548,93.5709,182.609,171.189
"103",1," YAR030C",91.2539,48.4064,27.1592,62.0125,32.3631,116.382,38.0132,30.1007,81.2278,57.2755,46.6596,89.8594,111.613,125.831,49.8911,99.1034,119.006,76.6061,53.024,104.035,98.9453,48.3085,55.1471,84.9358
"105",1," YAR033W",30.6907,17.746,18.3233,16.3841,15.1956,34.6725,24.0929,14.5537,31.9238,23.9048,22.2382,26.9471,47.5757,11.9435,25.6246,42.3178,36.053,38.819,18.708,21.4779,34.9981,11.905,22.4641,23.1688
"108",1," YAR042W",22.3021,24.598,13.2197,21.3424,21.7624,19.096,12.5056,21.5787,27.489,20.6151,22.5126,25.9568,24.0708,56.5126,23.0891,41.3768,27.4662,32.573,26.9569,57.9153,23.7032,37.3058,23.1138,29.8931
"111",1," YAR053W",94.4657,25.8732,126.092,69.2539,77.4784,37.0165,49.9338,55.6669,47.9858,62.4912,83.8224,64.6111,46.8333,13.2106,34.5075,73.6079,192.276,43.2363,42.7978,32.7955,26.2655,38.7348,91.4488,66.7966
"123",1," snR18",1458.78,1399.43,1124.98,625.7,358.894,4463.32,575.881,892.321,4145.81,498.115,735.216,1675.68,514.113,306.59,2708.8,765.385,1693.14,1157.31,1108.22,884.973,2307.39,139.572,854.204,1781.24
"128",2," LSR1",936.925,34.2739,93.9326,45.4377,91.2535,1235.85,169.611,415.613,303.02,87.5541,96.2853,343.982,13.0179,40.7508,35.2677,8.79407,12.3865,13.02,27.7519,61.5159,10.22006,46.1146,255.822,17.5414
"129",2," TLC1",67.1164,150.124,18.2293,42.5405,30.1006,84.6881,40.4522,25.6609,76.2457,63.5127,44.9643,57.0449,69.1986,39.4465,144.395,52.9117,67.8478,124.791,98.9165,37.3486,94.0795,12.1896,9.73485,72.6277
"130",2," YBL001C",2465.84,1067.53,4780.23,2571.01,2847.23,1749.88,3255.21,3137.82,1390.19,2014.98,2991.21,1700.56,2897.36,1956.45,1246.34,2152.64,1832.66,1077.07,1618.34,2265.24,1993.92,1812.27,2903.87,1760.15
"131",2," YBL002W",236.979,1969.39,177.469,136.123,123.216,286.141,242.79,138.577,296.885,1025.99,100.503,253.125,220.056,682.72,1381.09,439.712,447.775,1018.54,508.314,210.236,368.461,85.6819,87.649,172.185
"132",2," YBL003C",212.674,2141,238.597,163.32,208.33,285.233,353.432,235.742,315.391,1214.13,213.374,274.042,206.945,405.801,1549.65,556.94,748.177,1053.47,497.795,114.375,402.307,45.3362,70.5585,213.613
"133",2," YBL004W",10.8275,22.3623,6.35579,10.38496,10.9083,14.5702,6.95971,10.17449,10.925,7.46623,11.2937,7.65659,11.1584,14.3185,10.8163,11.1448,12.1271,14.3192,11.1355,7.83205,19.7755,11.9982,9.49854,14.9197
"134",2," YBL005W",27.6088,20.8349,25.7093,21.7364,22.7869,31.7307,24.5505,22.474,31.3037,26.4817,22.4823,29.8486,34.1718,16.9007,27.388,34.4628,30.7864,22.6578,28.9852,46.0967,52.4686,22.2839,24.1392,34.3215
"137",2," YBL006C",215.826,172.613,176.84,149.398,157.441,224.15,208.522,159.692,188.454,183.375,234.743,184.391,192.319,144.581,218.255,143.102,185.297,197.606,175.262,533.978,168.957,165.776,233.563,155.608
"138",2," YBL006W-A",2316.24,1992.19,1847.74,1315.12,1806.01,3119.22,2332.02,1992.96,2400.12,1730.79,2736.27,2035.25,1659.85,1573.25,2898.1,1717.74,2537.79,1926.19,2265.04,6950.55,1592.15,1797.73,2637.06,2259.5
"139",2," YBL007C",60.2312,62.064,32.658,33.9695,39.0511,54.8816,31.1201,46.7887,53.784,37.9687,33.4766,49.1263,51.7347,60.568,73.5781,50.0604,31.9312,61.9832,40.859,83.8222,56.3976,44.6227,31.8575,57.8635
"140",2," YBL008W",10.563,16.911,8.75846,13.9605,13.113,14.3583,8.98694,8.86962,15.4837,11.8747,13.3271,15.4227,9.36064,12.5044,15.2355,16.7964,15.5749,16.4654,19.5251,13.1646,13.3148,22.4769,14.5797,16.2699
"142",2," YBL009W",3.93446,14.5301,4.01936,5.48576,7.25258,6.08705,3.77748,4.01691,5.51657,6.33255,5.13578,4.90406,3.53816,17.2313,9.08067,8.62735,7.08223,11.0937,12.5803,3.60038,4.54322,9.39681,5.36285,7.9125
"143",2," YBL010C",15.8684,27.2965,19.5014,32.5984,34.7751,17.6149,42.1321,34.1669,20.3716,46.5241,33.5984,16.4056,12.7799,52.2735,23.8317,35.2703,35.2447,24.3731,50.8358,11.0734,15.8853,34.4506,29.72,22.1612
"144",2," YBL011W",27.2734,31.5393,14.4955,14.3826,16.4577,28.1088,16.6922,21.128,31.0148,15.5109,15.2849,23.3374,27.5269,32.3203,40.2545,27.1853,11.6744,38.3167,26.9285,55.2252,39.6298,35.2411,20.1147,30.7052
"147",2," YBL014C",14.7836,14.5343,12.6213,14.9752,15.9862,14.5483,12.8384,17.8123,13.5488,18.552,12.8198,15.085,12.5903,11.3491,18.168,16.1313,12.7467,16.9132,18.5982,20.536,17.6838,18.528,13.0531,14.4728
"148",2," YBL015W",124.797,107.937,251.727,614.945,534.306,101.27,508.254,746.847,122.927,683.475,802.258,127.381,115.1,2651.06,77.5891,144.464,83.2231,64.9776,1327.79,1035.48,65.4614,1812.41,901.605,157.981
"149",2," YBL016W",10.39097,3.26292,28.1524,23.428,24.8086,10.8384,21.0896,28.5335,9.36421,19.1215,26.482,9.90316,7.9478,24.5303,4.59292,6.58242,14.7517,4.39604,34.6985,23.4619,6.97454,37.7107,30.0508,9.38506
"150",2," YBL017C",42.7119,44.8496,32.4339,40.2314,40.6073,45.78,37.6637,40.3266,42.7672,41.6297,39.1892,43.8978,49.1523,51.3687,44.7781,42.1865,40.3231,41.7018,43.1444,34.4805,45.8712,34.1022,27.7016,44.645
"151",2," YBL018C",119.23,141.471,110.429,126.274,123.867,154.69,115.54,77.7057,132.327,129.737,167.085,128.571,104.249,82.5192,152.512,129.386,153.139,132.597,142.062,104.416,139.346,157.588,180.69,149.766
"152",2," YBL019W",37.4679,21.7597,65.9406,40.0858,41.0674,33.1999,42.8168,48.3448,36.8085,41.0578,38.1838,36.3226,42.1346,26.7259,21.8707,33.5309,35.8001,25.4607,29.3794,40.5202,32.0523,32.5578,49.219,37.9437
"153",2," YBL020W",38.9904,62.4595,42.9634,110.721,49.1898,44.2547,122.374,46.1459,53.9268,105.116,122.755,48.7751,40.392,81.7878,50.3043,48.7314,57.6544,58.3685,88.2538,81.1893,49.9401,153.188,122.684,42.8523
"154",2," YBL021C",71.7919,72.2451,132.945,259.115,90.1574,77.625,308.653,96.6538,79.7885,186.352,257.302,80.9873,67.4583,206.402,65.8296,75.9609,125.742,70.6062,160.523,356.548,74.4665,376.341,405.374,72.6549
"155",2," YBL022C",38.9725,50.331,25.7273,34.6139,39.9788,47.4786,23.0539,39.3047,39.8911,25.2009,33.02,33.213,38.3892,59.7701,46.6577,61.4205,35.1291,45.7723,45.8367,46.5051,61.0722,65.6383,53.6575,52.1184
"156",2," YBL023C",8.26851,16.4915,4.35091,9.15944,11.4781,8.14173,4.18777,9.05161,10.16124,6.96154,7.59407,9.62681,7.16927,22.4367,14.5808,12.6604,12.1939,17.6395,15.2936,7.05228,5.72292,12.4464,8.62926,8.25705
"157",2," YBL024W",18.6316,76.4612,6.40516,18.0749,12.8997,30.7375,13.6884,13.0735,24.2324,19.5995,18.2937,28.3592,19.6026,21.0845,59.8742,36.7218,31.6109,62.3856,25.7306,8.05459,33.024,13.1906,10.9116,27.5827
