"","chr","tracking_id","X112_2","X112_0","X112_1","X115_0","X115_1","X115_2","X117_0","X117_1","X117_2","X123_1","X123_0","X123_2","X141_1","X141_0","X141_2","X152_1","X152_0","X152_2","X29_1","X29_0","X29_2","X50_1","X50_0","X50_2"
"1298",4," YDR210W",731.527,1613.17,500.495,911.104,754.898,950.287,769.663,409.754,685.79,529.19,1252.39,830.005,543.624,522.151,1164.35,774.997,1686.97,1902.35,395.869,635.794,649.483,419.492,882.817,640.03
"1301",4," YDR211W",96.4884,100.676,87.2835,67.6891,62.4694,81.2,41.2593,48.0891,97.9951,49.6448,61.8312,99.5289,92.3887,65.2538,75.3881,99.9288,116.51,83.6191,76.4115,133.219,120.832,49.8017,77.8378,114
"1302",4," YDR212W",85.8689,157.141,33.1035,48.6777,49.3172,99.7961,35.0811,42.6052,79.6628,39.9262,44.9164,72.317,86.2076,73.9886,136.732,123.676,76.4526,131.39,59.745,74.5369,158.613,51.2919,50.6272,94.4786
"1303",4," YDR213W",7.79712,13.8266,4.85462,8.65863,9.25508,8.40443,5.03413,9.77662,7.84206,7.08781,8.42034,8.22846,7.1377,10.9201,12.1888,6.19595,7.93613,12.8976,7.83245,12.4184,6.60807,10.7578,7.8732,7.75019
"1304",4," YDR214W",296.427,158.489,227.721,305.523,266.338,240.416,249.392,232.554,240.331,304.559,287.263,233.476,190.864,237.792,266.223,266.91,141.535,213.566,228.01,616.625,231.486,356.848,327.57,198.756
"1305",4," YDR215C",5.45434,4.72464,11.727,8.26796,10.9366,10.40169,8.31919,8.81049,4.33218,14.9908,9.62867,9.96077,7.47978,11.6914,3.73557,4.95477,2.55377,4.09326,6.23467,9.08544,7.66563,28.579,12.4329,6.26179
"1306",4," YDR216W",29.3939,16.5957,49.4149,56.9621,63.355,29.1352,59.7458,65.4473,38.9518,65.8085,63.4227,34.3662,26.3297,93.2338,15.6187,27.4832,23.8236,22.1258,71.4864,109.73,20.9616,139.347,69.4827,39.5776
"1307",4," YDR217C",8.558,9.83946,8.80769,9.43517,13.3051,11.1713,8.18608,13.3222,10.20025,10.35077,9.54985,10.8268,9.53773,7.78545,11.1847,11.887,13.4171,12.8623,14.0229,13.5961,12.5789,13.6013,9.11023,11.9002
"1308",4," YDR218C",10.7649,4.35133,8.46051,5.75751,6.68916,6.24429,1.68804,2.24098,8.65162,2.74176,3.25825,8.27537,9.36965,5.28797,4.72338,3.94581,17.5776,2.67142,1.51654,3.65443,3.96417,4.36354,8.19187,10.6392
"1309",4," YDR219C",50.7939,37.2299,69.6249,57.7475,43.2053,45.5817,56.4111,40.1332,49.5301,67.5614,49.625,59.7953,53.7706,53.7882,35.7433,33.0415,33.2392,37.9309,53.1323,51.1177,40.4548,85.9251,62.8533,49.1141
"1311",4," YDR221W",40.4818,36.03,35.7343,36.8577,47.4848,41.0404,39.9081,50.2643,41.225,52.5114,35.5703,39.9817,36.4329,37.9377,38.6664,35.1704,33.0829,35.8862,38.7704,36.9211,43.5379,28.5494,31.206,38.9722
"1312",4," YDR222W",125.402,82.7674,71.2071,94.8225,60.9296,120.813,132.433,72.98,122.109,245.618,87.528,110.347,89.8632,40.0995,96.0392,98.3285,129.872,65.2802,64.035,109.038,104.521,44.4074,79.0631,69.8071
"1313",4," YDR223W",58.8209,28.8436,135.588,76.4191,122.707,77.1518,54.9775,115.348,92.2668,43.1275,67.8306,81.6727,50.9303,39.5841,27.4956,68.0025,77.4503,27.7755,58.8695,99.6027,98.1909,50.2902,105.421,70.5773
"1314",4," YDR224C",1172.04,4303.24,3126.49,2524.68,2088.95,1213.57,2664.46,1993.52,1530.28,3596.06,2654.33,1675.6,1514.45,2010.38,2804.21,1275.43,2266.57,2187.64,2153.21,1459.25,1842.27,1660.95,2607.71,1404.91
"1315",4," YDR225W",969.784,2787.25,2199.87,2171.6,1614.37,873.384,1568.82,1353.7,1122.87,2031.9,3041.65,1481.07,1301.53,1492.58,1568.84,830.757,2220.94,1097.55,1722.74,2025.25,1312.17,2074.61,2636.27,1170.45
"1316",4," YDR226W",814.251,1473.18,373.684,853.518,583.933,967.629,1200.51,637.5,849.2,1079.09,1026.38,794.138,910.075,871.221,1505.51,1041.12,1200.7,1389.92,724.499,223.606,1108.32,356.612,361.924,879.838
"1317",4," YDR227W",10.9612,14.1694,14.8591,14.5422,20.5871,11.8626,11.6653,20.8619,14.1104,15.01,15.5762,14.5213,11.898,12.69,13.3161,17.3164,13.5815,10.17167,18.235,20.1281,17.3108,20.1948,16.1497,14.4692
"1318",4," YDR228C",21.4752,24.991,30.3361,18.112,20.4354,26.0699,21.585,18.9802,25.5702,19.3886,15.444,29.1486,16.9304,28.3044,28.8489,22.9144,25.7553,28.8898,28.3552,11.7966,18.4536,17.1004,19.2501,21.4725
"1319",4," YDR229W",76.5914,60.6498,73.45,52.2629,53.0974,66.702,66.3212,73.3497,65.6815,61.2143,55.6337,64.7029,77.8327,68.0941,62.2255,57.6196,48.5415,63.6838,50.8553,53.7687,59.7473,48.5407,48.9607,59.1575
"1320",4," YDR230W",95.8009,69.3982,304.488,286.861,204.167,89.8679,316.849,239.71,80.1444,279.748,253.518,88.7731,109.953,288.522,53.7751,101.56,69.0343,62.9515,225.019,190.241,69.9803,433.593,386.671,93.2623
"1321",4," YDR231C",135.182,99.8914,398.534,446.589,301.634,146.747,579.017,321.445,143.269,387.084,521.006,143.896,149.691,484.043,90.6627,123.892,143.628,71.3127,320.586,485.883,138.116,564.973,705.825,148.619
"1322",4," YDR232W",68.4997,75.3102,44.9982,67.1359,51.2328,78.8333,52.723,50.601,87.2863,74.6696,105.89,79.5439,58.2363,193.37,87.5835,65.5175,42.3718,75.6336,115.354,216.045,89.3739,221.452,104.571,91.8564
"1323",4," YDR233C",637.08,1191.71,371.789,516.509,439.947,740.905,512.982,534.943,643.23,524.701,515.559,679.601,806.497,638.764,1134.65,685.028,652.494,858.488,531.997,353.86,671.939,263.763,333.743,756.048
"1324",4," YDR234W",56.2866,86.0334,64.6577,34.3437,66.1114,77.586,29.0105,57.3676,59.6492,52.7837,40.5853,48.9892,50.5239,41.9455,108.48,86.1225,62.3662,133.533,31.2427,59.2176,72.7719,43.8918,35.5056,69.6345
"1325",4," YDR235W",37.3369,42.7009,44.1135,35.9881,37.5154,40.234,41.4058,36.5446,42.1586,56.421,34.6369,40.4823,52.3966,28.5009,38.6352,37.6442,39.763,31.9071,34.3985,38.0053,42.3405,32.4191,37.3935,41.4536
"1326",4," YDR236C",110.496,110.896,257.564,150.738,180.722,132.143,182.295,168.772,112.236,173.668,167.378,113.811,116.152,111.059,123.246,94.9555,129.869,107.164,121.655,113.069,106.854,139.13,140.001,111.178
"1327",4," YDR237W",64.9688,76.7595,90.4072,122.746,71.3454,78.6974,152.265,51.9004,66.5522,131.753,119.488,61.0701,54.9338,161.182,86.8327,58.338,64.4957,78.4687,118.779,75.5434,54.0679,223.741,187.961,79.8431
"1328",4," YDR238C",44.2755,104.296,20.0252,40.7217,37.9965,54.3499,36.526,36.7724,51.332,44.2149,42.0589,48.1872,46.7539,77.7608,77.8141,64.7115,52.6495,87.1441,50.6322,34.7296,46.2591,46.4634,37.5838,51.8591
"1329",4," YDR239C",19.882,17.1425,10.6174,14.9071,16.8981,16.6403,10.6788,16.4915,21.5618,14.2346,15.4709,20.4163,19.8138,18.4551,15.6278,18.211,14.8055,16.3144,20.5636,18.8501,18.5333,23.6857,16.6303,24.8551
"1330",4," YDR240C",19.8621,20.1366,33.3136,27.5349,22.913,24.5425,30.8775,22.2483,22.7079,29.5084,28.5763,27.6834,22.4514,21.2774,20.2718,23.816,26.0324,22.6757,30.9018,31.6307,23.9887,29.6073,31.4063,24.1903
"1332",4," YDR242W",106.932,50.8724,73.1151,69.8372,71.2788,122.347,78.9105,76.0879,139.047,82.5095,70.1798,117.005,116.87,47.2431,77.1309,56.0074,110.793,65.6085,55.9323,86.9794,105.802,52.8882,68.2226,104.655
"1333",4," YDR243C",21.0479,21.4462,15.7272,22.4114,26.8516,23.3668,17.0097,28.4656,26.3924,22.9373,19.9251,23.1288,25.2376,20.013,20.3546,19.1649,24.1876,16.3258,27.2393,18.9675,25.204,21.2362,20.1841,25.0593
"1334",4," YDR244W",35.7639,37.3453,63.9907,59.7799,66.8491,34.3265,96.8047,68.3753,32.8866,56.5537,60.4484,36.3008,37.4774,105.188,47.1285,29.0172,30.4471,36.363,54.6313,52.6981,23.7743,80.9403,60.206,33.6411
"1335",4," YDR245W",81.0893,144.187,71.1247,77.832,61.6452,85.3903,78.6075,56.6795,89.5511,86.316,74.7453,93.0605,85.5992,83.4983,129.173,89.5104,91.1774,123.376,76.5191,89.915,104.76,75.7876,69.8236,81.6865
"1336",4," YDR246W",161.014,123.356,209.557,193.739,182.693,139.535,193.805,218.431,176.415,185.936,237.462,168.799,149.895,171.845,132.009,103.119,155.572,119.547,166.118,425.108,131.03,211.49,283.083,158.723
"1337",4," YDR246W-A",98.9716,69.6503,143.43,40.2339,57.4433,20.7593,46.2097,74.1823,56.9537,16.3127,89.2188,34.375,65.7841,54.8069,53.4608,24.8057,17.3084,37.2597,63.078,197.241,29.8223,27.0158,60.1818,61.802
"1338",4," YDR247W",86.9079,71.7569,137.326,172.042,134.175,54.2558,135.8,172.502,68.1013,130.421,161.036,58.9536,130.767,91.8505,26.6367,27.0189,45.3384,25.5252,60.179,395.022,93.8957,121.502,147.782,112.204
"1339",4," YDR248C",134.912,102.823,193.799,154.97,130.72,157.203,109.642,132.783,126.647,80.267,130.208,130.37,175.042,60.1422,134.525,160.097,151.765,107.805,98.885,101.636,177.999,89.6724,170.921,114.997
"1340",4," YDR249C",31.0923,20.6084,67.3377,31.4312,24.9352,40.4384,29.4191,15.779,48.9848,25.9455,30.1704,44.8276,29.6817,19.5409,33.2783,26.0734,45.6258,32.0483,25.6748,39.3492,45.8702,33.6868,37.9604,37.3383
"1342",4," YDR251W",86.5218,77.0035,40.4814,66.1951,42.3439,73.6731,56.8169,37.785,79.8525,59.9031,59.6735,76.7851,90.8085,68.9875,81.1895,52.1703,51.6806,75.5926,56.3026,99.4372,75.0921,83.5822,65.1981,77.0651
"1343",4," YDR252W",31.2227,29.7798,58.8963,34.3845,37.8087,31.4017,49.4634,54.7293,44.8594,34.2122,39.3489,41.7688,24.2631,25.6202,31.4816,22.3019,28.8184,29.9368,38.3278,79.42,46.2422,25.778,54.6686,28.4533
"1344",4," YDR253C",332.312,49.12,611.844,566.266,338.758,339.332,540.118,315.49,409.558,413.41,469.07,381.583,312.328,124.335,85.5763,245.568,347.262,84.1764,679.046,1768.05,590.295,752.105,1234.05,245.48
"1345",4," YDR254W",33.3861,35.7655,55.9374,44.3353,37.115,32.45,45.0299,39.1389,36.3821,40.8818,44.8844,40.3589,35.0724,52.1834,33.3869,34.0836,37.0807,29.6706,59.377,59.2803,35.4975,48.9696,54.406,33.7622
"1346",4," YDR255C",44.8206,40.5229,89.8966,76.6943,60.0365,36.7659,73.1644,67.1673,47.4514,67.6645,64.1886,47.9918,56.9285,70.7817,40.2991,42.0842,41.7985,37.2741,79.1248,73.1296,33.9447,96.4814,92.2946,50.027
"1347",4," YDR256C",28.2103,31.1714,314.991,228.598,480.689,26.4714,269.935,956.521,23.6823,111.522,196.723,25.1939,28.363,1325.09,20.7438,27.004,38.4658,17.2578,159.061,51.5137,24.4292,113.834,132.313,29.8703
"1348",4," YDR257C",32.6566,45.52,23.5123,32.7268,36.0354,36.3943,23.8059,35.6471,36.0632,32.0959,27.1575,29.842,46.6061,39.1149,44.4191,51.8772,51.7219,54.7017,37.2264,26.7814,50.2871,21.7276,32.0087,46.9152
"1349",4," YDR258C",236.611,137.863,177.303,290.535,204.023,252.988,273.87,186.004,297.512,265.734,303.253,267.314,239.321,371.433,332.114,141.345,96.4538,245.352,284.799,616.367,324.284,632.406,396.601,238.998
"1350",4," YDR259C",29.1941,19.8376,52.5694,76.9041,45.542,34.6723,55.0386,39.7474,23.0529,46.5093,60.1927,21.3792,30.2753,58.7426,18.6602,24.694,34.2533,18.0244,36.2284,79.2838,30.1757,85.8315,74.484,28.1295
"1351",4," YDR260C",134.294,84.0288,189.994,165.699,161.621,126.401,139.263,140.768,109.682,119.856,177.304,105.092,87.3409,103.806,89.5162,109.775,123.35,83.285,116.973,283.361,97.2554,139.398,237.715,118.367
"1352",4," YDR261C",237.057,119.803,83.766,87.5021,47.9573,160.632,67.4572,33.2098,200.771,98.802,84.1167,187.946,228.08,37.8258,133.993,139.378,204.89,124.542,70.737,188.94,136.251,48.0577,114.143,166.904
"1357",4," YDR262W",310.889,138.529,943.161,426.166,663.025,227.291,506.739,835.597,251.945,430.997,431.547,292.477,338.37,261.602,137.274,208.443,199.176,115.328,324.204,480.831,248.496,484.849,452.454,274.531
"1358",4," YDR263C",19.5586,12.0592,123.391,33.4598,34.9369,17.2427,33.5448,53.5568,20.4118,22.0255,41.3972,21.244,19.2195,23.5256,10.01036,17.3955,20.9858,9.52856,24.6965,26.7122,13.5789,38.8994,41.4833,19.8395
"1359",4," YDR264C",93.7773,98.6595,79.7503,125.263,101.799,110.711,104.387,88.0166,116.091,87.2039,119.672,109.378,86.8951,64.2787,85.0985,101.424,82.2071,71.915,139.936,160.195,145.829,149.803,116.623,110.172
"1360",4," YDR265W",62.8395,57.3557,73.9088,76.7286,67.6454,63.4877,67.9452,57.2553,76.617,77.6973,67.9411,79.7542,63.3777,55.5454,54.8128,62.1047,53.4577,45.7951,94.5671,65.3799,76.6491,86.6618,62.9536,72.432
"1361",4," YDR266C",30.3529,49.0912,18.7882,25.1785,23.0748,34.7088,23.1851,16.2289,37.8011,25.4012,25.5934,33.825,35.4879,32.6218,51.4346,39.8017,31.1524,45.6227,26.572,47.236,38.4953,32.8146,26.2317,35.327
"1362",4," YDR267C",75.4541,83.399,47.915,71.0055,57.952,69.0668,65.0652,57.685,67.8049,64.0626,75.4293,64.0502,69.2426,72.3619,66.0202,72.317,95.5756,84.4487,64.2634,66.8913,74.4608,55.2793,75.3995,69.9771
"1363",4," YDR268W",24.5635,38.8738,10.41458,37.0504,16.629,32.1977,32.0663,12.5788,26.7276,29.9328,33.8798,34.0498,26.9165,36.6653,31.5735,29.5134,38.4968,29.6539,38.1657,32.3436,27.3939,49.7356,47.1892,33.828
"1365",4," YDR270W",15.0751,11.6016,15.4471,26.6869,16.8169,20.274,26,19.3295,19.3727,20.0756,25.4621,22.2102,12.4841,26.8325,14.6087,18.6191,13.745,11.6259,31.4948,22.4587,14.3505,30.1005,19.6907,17.4747
"1366",4," YDR271C",50.2106,33.8056,45.0902,78.4418,48.496,59.4898,62.1439,39.5869,33.1835,32.0028,67.0494,51.6716,53.025,72.6699,44.1247,44.7325,34.5016,34.8638,82.6148,43.5721,48.8066,79.7389,54.5458,49.6405
"1367",4," YDR272W",341.864,180.064,426.156,380.73,391.084,241.598,457.103,459.03,241.829,375.574,338.101,265.969,348.719,299.463,203.664,297.307,200.531,198.558,292.681,327.246,275.66,374.411,344.57,230.161
"1368",4," YDR273W",17.3542,14.4533,25.4472,26.3166,31.7071,15.9524,27.1002,33.4835,18.7514,22.7233,26.4859,19.9124,14.3318,38.8306,12.4689,13.46,20.6327,14.4151,16.1892,14.593,5.05587,21.2239,22.4177,13.9543
"1369",4," YDR274C",77.729,55.7571,17.7103,40.6887,40.6421,70.8738,47.4334,46.5357,60.0993,37.4552,59.178,67.2456,44.2709,24.7223,78.6187,55.907,72.6246,59.6509,17.2826,23.1129,42.0661,52.6487,53.7143,36.6327
"1370",4," YDR275W",127.239,47.7039,162.514,166.781,157.171,89.4943,223.057,143.614,82.5317,224.195,163.027,103.706,88.3395,235.579,78.0853,79.2017,98.5715,76.1231,139.978,147.524,88.6242,189.887,179.797,89.445
"1371",4," YDR276C",8632.72,9709,12587.4,16964.6,10554.8,7443.25,17703.9,9529.36,6861.65,7179.93,24898.4,8909.74,11450.4,9463.73,8340.95,7208.27,17018.3,7172.44,6137.55,20345,9479.51,8723.58,20180.6,7742.34
"1372",4," YDR277C",145.724,124.448,90.5904,221.285,74.3029,65.8335,128.125,44.7843,91.3118,129.771,210.385,78.4562,179.028,93.4464,36.8592,58.17,47.6235,44.2576,140.35,544.972,139.477,326.291,225.674,175.29
"1374",4," YDR279W",32.5573,47.5292,69.9118,54.5293,80.8106,37.0701,74.0795,93.2543,44.5467,77.1912,54.9628,44.129,41.0495,63.6638,39.1076,47.237,57.5142,36.9224,90.4565,70.9561,43.9054,61.1186,55.8726,46.5211
"1375",4," YDR280W",70.4519,94.9589,75.885,47.64,34.581,71.7692,53.4345,22.9813,60.7008,62.8002,59.3701,65.4536,63.2135,45.7397,81.8537,66.3496,72.0507,94.1019,46.6242,71.1705,73.9697,51.8346,49.3052,54.2738
"1376",4," YDR281C",44.4764,10.7271,12.2438,16.0401,9.67031,54.8768,22.5836,12.2356,30.8049,16.8705,21.985,33.8999,26.7839,10.19677,12.6842,19.3723,62.3713,15.7226,4.09919,13.4321,7.24593,10.6671,21.7198,26.5367
"1377",4," YDR282C",22.1262,20.8569,28.0974,36.8162,31.8376,23.257,33.8559,38.0128,21.79,32.7978,30.3857,24.199,21.8668,41.3538,16.5495,19.5773,25.0313,22.1559,31.032,34.7397,20.5824,48.9272,42.8548,29.3091
"1378",4," YDR283C",10.9035,13.976,16.336,11.257,21.1346,11.5974,9.93755,21.1283,11.6008,10.8066,10.5097,11.5621,12.234,15.7496,11.1348,14.8381,13.992,12.5428,18.1748,9.86316,15.0175,11.696,10.35901,13.0426
"1379",4," YDR284C",240.321,168.227,689.987,252.544,232.365,172.104,387.505,234.087,218.507,241.802,243.841,277.876,221.817,177.191,185.321,174.759,255.751,153.671,254.834,163.304,169.794,66.1339,147.233,211.138
"1380",4," YDR285W",15.3607,10.45285,74.9941,13.6241,29.4814,15.1598,13.6038,29.1112,20.3715,11.34,10.4425,24.074,17.1132,8.3886,11.5706,15.7737,21.9041,12.4126,23.1275,17.2859,19.1545,12.5264,15.0395,16.859
"1381",4," YDR286C",123.194,87.0846,291.32,249.362,211.578,117.647,260.915,153.674,101.294,194.679,283.576,116.259,115.239,175.741,85.1187,133.093,149.051,99.8431,166.189,121.106,108.924,278.904,266.014,121.91
"1382",4," YDR287W",131.825,71.3918,208.052,156.397,182.948,111.849,151.238,202.066,132.839,164.493,147.835,142.677,129.245,118.111,73.4362,118.453,93.8481,67.7239,142.229,191.927,130.986,187.638,174.949,134.093
"1383",4," YDR288W",81.5996,56.4237,128.125,98.1383,81.4462,89.7432,127.842,82.4871,76.0006,122.351,104.234,72.7483,130.203,70.5884,58.4297,74.0731,83.9472,53.9364,90.4618,127.738,97.8985,101.046,110.764,97.0066
"1384",4," YDR289C",55.9293,51.532,108.869,62.8605,90.9904,34.5552,52.449,84.9928,45.7111,76.8384,52.534,40.2608,62.5303,51.4048,41.2129,52.3687,46.727,44.1764,75.4491,88.4796,61.0906,94.754,72.7061,48.9881
"1385",4," YDR290W",2.8617,9.56237,10.9064,11.0302,16.7519,4.63007,14.4776,10.8991,10.7299,6.14128,12.8748,3.45962,5.49083,9.2577,5.89832,9.17122,14.2063,6.49509,10.8652,24.8511,4.98325,13.1129,20.4093,5.30657
"1386",4," YDR291W",12.6249,15.8855,16.8245,17.1344,20.6496,14.5796,15.9531,19.8498,15.2973,18.0677,17.1005,13.6445,12.7013,15.5545,13.4775,15.743,14.9365,13.6602,19.7326,19.3518,14.0178,20.8365,16.0032,15.3452
"1387",4," YDR292C",51.6121,72.4661,26.0398,47.4286,42.3719,53.8432,51.4371,39.6853,51.4746,61.9939,48.2156,49.7314,55.3101,54.3753,67.8482,50.2947,58.9599,63.9797,46.8118,67.0818,65.7402,57.7202,45.9075,48.6155
"1388",4," YDR293C",128.884,111.586,172.309,118.682,128.728,119.34,92.0883,131.669,129.654,84.1101,112.104,133.732,138.727,137.497,128.735,97.2003,79.251,128.133,115.777,201.072,108.297,165.41,135.526,123.137
"1389",4," YDR294C",187.593,142.549,100.724,146.679,115.968,160.586,141.078,135.863,166.761,144.663,156.805,167.398,197.496,149.638,157.859,144.301,121.307,145.853,112.224,236.723,211.084,98.6476,120.473,160.929
"1390",4," YDR295C",23.4988,34.9395,14.2709,26.5006,25.6301,29.9289,19.4077,21.5143,35.3848,25.9308,22.5281,31.0286,31.7722,25.6182,28.2503,36.2271,35.3801,27.504,31.3957,20.5246,29.3017,25.0165,21.3667,31.6179
"1391",4," YDR296W",143.103,136.019,136.755,234.38,130.998,136.59,299.692,122.556,112.232,246.643,240.341,124.526,131.975,333.093,136.374,121.177,106.497,138.299,229.883,221.305,123.671,457.308,386.791,159.466
"1392",4," YDR297W",270.153,210.821,90.5845,196.861,97.0802,230.987,158.147,79.3683,204.661,278.139,241.437,221.59,303.878,151.36,315.404,157.632,206.884,229.912,158.748,496.29,252.229,191.977,222.132,177.215
"1393",4," YDR298C",893.248,468.901,2086.66,3159.61,2010.3,663.368,4126.07,2108.46,904.66,3465.36,3612.16,981.873,605.787,2789.52,547.936,873.541,1164.04,473.091,2186.85,2012.2,533.106,3511.81,3273.79,784.236
"1394",4," YDR299W",25.2032,38.5411,14.2784,29.8864,23.5552,45.8268,19.9117,20.6943,31.0888,41.5455,30.5807,43.3439,28.9881,23.6765,40.7647,57.1945,47.079,44.2899,29.0036,18.2014,60.3877,30.7985,22.4672,36.054
"1395",4," YDR300C",63.6622,99.2421,36.1809,65.305,43.3543,73.5079,61.5256,37.4766,57.4986,82.6599,55.2242,61.6124,75.2239,48.5071,70.8362,79.1469,77.4161,70.5608,66.2943,105.768,70.0156,50.6454,64.466,52.1391
"1396",4," YDR301W",8.40846,11.4183,8.13316,6.75154,11.5324,9.32489,5.93838,11.4443,9.75735,7.9277,6.93589,8.52291,8.40524,10.9447,12.4652,10.5739,6.96932,10.44207,11.8663,12.2403,12.2719,9.608,5.36787,9.63605
"1397",4," YDR302W",69.7982,102.467,145.363,59.3117,51.8309,55.3626,62.8154,44.3385,57.742,72.2108,74.8103,65.1269,50.9037,57.4195,91.8562,72.6884,73.0787,96.8418,68.8365,57.5835,62.0938,64.4363,78.3916,57.7018
"1398",4," YDR303C",11.6724,24.0639,15.2687,11.7512,12.7685,14.426,10.6764,14.2815,14.2075,13.5191,8.21287,17.331,10.798,18.2295,23.5246,20.1064,14.2612,23.4677,18.8779,17.3687,9.75065,9.7947,10.29694,14.7719
"1399",4," YDR304C",799.588,601.015,441.651,603.074,488.651,591.34,769.769,480.317,484.521,581.604,617.925,516.346,876.488,621.53,691.294,742.516,618.96,669.897,550.727,552.466,728.558,451.239,586.976,529.398
"1400",4," YDR305C",120.056,81.8351,273.976,135.392,166.2,118.938,169.857,208.26,112.988,163.241,135.849,108.024,140.401,107.187,102.046,105.015,139.839,93.1636,157.761,103.128,117.905,108.412,125.336,111.125
"1401",4," YDR306C",63.2972,52.4316,68.4749,70.3163,70.8529,52.9914,71.6533,74.3519,65.9368,61.147,61.533,63.5555,96.9824,86.4172,46.1349,50.0312,54.8232,51.4054,55.9418,95.5037,61.9787,74.445,93.3917,55.4805
"1402",4," YDR307W",28.0515,30.2678,38.9734,27.2505,33.4518,25.4722,27.0802,32.5787,26.44,30.0158,24.1597,27.0012,26.991,27.4188,31.1473,36.3491,29.2529,29.9177,38.3134,23.3096,22.0206,19.9608,26.9959,25.3918
"1403",4," YDR308C",100.1873,119.622,139.148,79.1155,93.8321,125.417,100.571,77.4729,86.4204,103.707,98.3532,99.0804,102.726,89.4161,143.108,111.121,96.1363,143.38,98.4886,42.4534,126.658,71.8991,65.2903,79.4456
"1404",4," YDR309C",23.949,26.5465,11.2402,41.4534,29.618,20.6437,43.9605,25.8599,23.0529,59.2487,32.9579,29.4989,16.3657,116.489,43.3439,49.4544,42.3111,41.423,88.6232,43.3539,18.4616,40.3998,22.8975,19.715
"1405",4," YDR310C",24.8228,39.1904,24.0867,23.9521,28.828,26.9775,17.2656,29.9867,27.1565,22.3661,22.3906,25.7577,26.4407,31.4395,32.4846,36.3904,28.9868,33.1069,27.7728,18.6885,25.7186,25.5033,19.0737,34.6544
"1406",4," YDR311W",21.4823,32.4601,19.9601,31.6075,24.4538,32.8531,21.7312,23.4318,26.8865,23.481,28.6677,29.8338,27.1996,27.8839,36.0838,29.8775,33.3489,35.0778,21.3513,34.368,30.9086,35.4212,31.6445,28.5327
"1407",4," YDR312W",20.1853,37.6228,23.9641,34.8643,31.0164,34.4837,23.0047,27.7878,21.6806,25.9053,28.9824,28.9643,18.9887,27.6577,30.4974,34.2555,37.5564,32.212,34.1554,18.4093,35.1541,31.6928,29.8128,32.1401
"1408",4," YDR313C",83.6989,39.1108,209.845,152.129,136.67,79.8138,190.774,141.493,80.4511,148.922,175.813,94.6063,70.8902,117.609,44.347,53.1475,58.3642,38.0115,103.666,172.584,61.4732,182.589,167.015,76.7654
"1409",4," YDR314C",12.6402,10.7194,19.7027,16.5682,24.8282,10.29864,18.5549,26.9995,12.2982,19.0889,15.2424,15.0636,11.2444,12.6421,6.81484,11.521,10.07484,6.37704,17.7877,28.4427,16.6518,19.2026,15.6618,16.1483
"1410",4," YDR315C",57.1185,25.2237,63.6742,49.8305,58.8526,53.7325,54.7274,46.0716,59.8342,56.5909,38.5957,64.2047,60.9672,35.194,43.552,52.47,64.4952,38.6042,75.7256,32.0708,53.9509,38.9937,40.2747,58.8587
"1411",4," YDR316W",43.2937,42.336,56.6967,58.8788,41.3838,40.1315,56.4338,35.532,36.9203,61.1321,46.2691,40.7838,40.2395,80.2531,39.3511,41.3451,43.455,38.138,67.3242,45.684,36.9608,102.31,104.379,50.0578
"1414",4," YDR317W",35.7479,20.6174,53.5909,45.2932,43.4339,31.7704,55.1327,48.1812,38.3658,52.5407,49.5171,46.6074,31.3631,22.2926,20.0804,33.2039,43.9391,20.1953,45.4446,27.5852,37.9989,38.856,39.5664,35.9398
"1415",4," YDR318W",42.4566,35.5863,66.4547,49.727,50.1862,38.6498,48.8213,49.3212,40.8475,60.6427,39.415,44.0788,44.7749,27.4979,31.4186,43.239,57.7548,32.4721,41.0802,20.5436,39.4521,26.0836,37.3718,43.2282
"1416",4," YDR319C",146.158,96.7236,322.135,174.421,229.095,140.59,224.424,290.171,164.113,214.137,205.648,177.216,156.483,89.3299,101.947,108.103,149.838,73.9102,156.872,121.92,154.363,121.174,161.479,143.87
"1417",4," YDR320C",26.0761,37.4927,20.5427,36.7543,34.793,33.9978,21.1298,28.7731,38.8892,32.1509,31.4261,43.1673,29.3485,24.3973,28.6205,28.2215,34.0382,34.4001,23.5075,22.6886,23.7514,24.6443,22.6369,31.9293
"1418",4," YDR320C-A",647.624,867.633,1044.79,1361.03,929.958,1284.04,1913.82,1456.05,892.388,912.463,1616.29,934.328,521.461,891.336,869.756,606.616,1407.64,637.845,689.965,214.587,766.283,372.391,586.962,742.828
"1419",4," YDR320W-B",60.1407,51.3565,0.5,41.4111,59.1304,35.2659,47.564,29.679,65.0848,0.5,0.5,0.5,0.5,21.3642,0.5,0.5,104.338,57.2733,0.5,0.5,0.5,0.5,0.5,24.7763
"1420",4," YDR321W",64.7763,155.661,22.1178,35.5385,32.7043,75.6171,22.7981,17.8186,62.2027,35.89,36.7951,53.0321,64.5876,28.8735,144.404,75.8266,61.3203,152.234,41.3841,41.7448,86.3635,30.7052,22.6045,72.6699
"1421",4," YDR322C-A",1125.99,981.457,3293.5,6847.54,2551.16,1473.28,8614.81,2425.6,1386.47,4066.53,7403.28,1337.43,987.418,5107.17,1112.27,1228.19,2387.81,927.556,3643.3,3874.79,958.475,6677.47,7712.76,1289.73
