"","s1FC"
"YDL185W",-0.178804631265621
"YDL186W",-1.06488280430189
"YDL187C",2.3891027234565
"YDL188C",0.26850948851815
"YDL189W",-0.939425133010295
"YDL190C",0.713091018630165
"YDL191W",-1.09045714301626
"YDL192W",-0.626259079546821
"YDL193W",0.342514591230237
"YDL194W",0.768936174794537
"YDL195W",-0.444051531713825
"YDL196W",-1.06913795894215
"YDL197C",-0.64691897867147
"YDL198C",0.302110809862723
"YDL199C",0.489545963090898
"YDL200C",-0.96558336895976
"YDL201W",-0.190951431118189
"YDL202W",1.13244338174087
"YDL203C",0.620020915722579
"YDL204W",-1.66557651559203
"YDL205C",1.17402984434339
"YDL206W",1.76668952927419
"YDL207W",0.308742722705673
"YDL208W",-0.22365335955977
"YDL209C",0.115786843471836
"YDL210W",-3.55733438420561
"YDL211C",-1.25403689042746
"YDL212W",-0.383427836932664
"YDL213C",0.336060087323586
"YDL214C",-1.26603616509469
"YDL215C",-1.73863175464792
"YDL216C",-0.673590690087375
"YDL217C",0.888076819409333
"YDL218W",-0.00679888031193236
"YDL219W",-0.934690135904534
"YDL220C",-0.73420717821016
"YDL221W",-1.41390005627557
"YDL222C",-4.80469030549098
"YDL223C",-3.68869714025392
"YDL224C",0.60611624267725
"YDL225W",0.286320833387387
"YDL226C",-0.724699578989852
"YDL227C",-0.403372491545202
"YDL228C",-4.43671092877196
"YDL229W",-1.77103740650893
"YDL230W",1.2690165554147
"YDL231C",0.368647402304925
"YDL232W",-1.19959046249974
"YDL233W",0.0180037097206232
"YDL234C",-0.161103294935466
"YDL235C",-0.492284166258459
"YDL236W",-0.120765932879933
"YDL237W",-0.00272054514308698
"YDL238C",0.0947617056528118
"YDL239C",1.31880485995353
"YDL240C-A",0.0258327820016379
"YDL240W",-0.129422908298512
"YDL241W",0.404501114548253
"YDL242W",0.658255560640797
"YDL243C",0.121280500312229
"YDL244W",-6.98699568044841
"YDL245C",0.498048407677494
"YDL247W",1.74145930399781
"YDL247W-A",2.33395967235915
"YDL248W",1.3627783382723
"YDR001C",0.931586829675428
"YDR002W",0.248007396881303
"YDR003W",0.706685560918087
"YDR003W-A",0.913348230772612
"YDR004W",0.248744159840884
"YDR005C",-0.0982993072671339
"YDR006C",0.253563148917483
"YDR007W",-0.800138438314161
"YDR008C",0.910720165221873
"YDR009W",-0.270685478846473
"YDR010C",0.274873617568686
"YDR011W",-0.371299433950312
"YDR012W",-2.08099687761059
"YDR013W",-0.532235406713955
"YDR014W",0.00705978767660071
"YDR014W-A",-0.696538948665068
"YDR016C",-0.138036778788625
"YDR017C",0.144040562476217
"YDR018C",-0.281239145349329
"YDR019C",-1.61159838319784
"YDR020C",-0.563928170182812
"YDR021W",-0.162759464169813
"YDR022C",0.294316892222107
"YDR023W",-1.06887361289698
"YDR024W",-0.412261774023168
"YDR025W",-1.41621757433524
"YDR026C",0.337210362902874
"YDR027C",0.480588831743339
"YDR028C",0.697150347412719
"YDR029W",1.50249934139733
"YDR030C",0.12552217713566
"YDR031W",0.867088143246336
"YDR032C",-0.975574970433597
"YDR033W",-1.00438797555505
"YDR034C",-0.17811600326379
"YDR034C-A",2.12946942251616
"YDR034C-D",-0.449688798916597
"YDR034W-B",-3.27498959117022
"YDR035W",-0.224512409105919
"YDR036C",-0.933118559810153
"YDR037W",-0.374555199110836
"YDR038C",1.5190022422109
"YDR040C",1.88696390279411
"YDR041W",0.858625261539871
"YDR042C",-0.415294346844862
"YDR043C",1.30812846566512
"YDR044W",0.249957106954866
"YDR045C",0.756101753878809
"YDR046C",1.59476099671325
"YDR047W",0.749711838436664
"YDR048C",-2.02189521885344
"YDR049W",0.424284718081926
"YDR050C",-1.73170672918699
"YDR051C",-0.188839384990112
"YDR052C",0.347429936977972
"YDR054C",0.193352904827495
"YDR055W",-1.83777975291217
"YDR056C",-0.361262338712864
"YDR057W",0.0551806508198742
"YDR058C",-0.118923998895181
"YDR059C",-1.89443650436276
"YDR060W",-1.33323275878568
"YDR061W",0.581005939384098
"YDR062W",0.339937940066978
"YDR063W",0.0278793570186145
"YDR064W",-2.06830585389999
"YDR065W",-0.124113191880655
"YDR066C",-0.255683338356832
"YDR067C",0.0345878936442468
"YDR068W",-0.213418466732224
"YDR069C",1.51108981002975
"YDR070C",-1.81002730595722
"YDR071C",-0.0648751135475861
"YDR072C",0.602413617304996
"YDR073W",0.600662225022717
"YDR074W",0.0339260565351268
"YDR075W",0.636332147519145
"YDR076W",0.570136535196913
"YDR077W",-2.32735960724431
"YDR078C",1.79391508842171
"YDR079C-A",0.685272655572042
"YDR079W",1.82955937150342
"YDR080W",0.152586620381681
"YDR081C",0.570262339565313
"YDR082W",0.20019298677747
"YDR083W",-0.0852015041958765
"YDR084C",-0.14060756711557
"YDR085C",-0.0647727627421403
"YDR086C",-0.738470804341598
"YDR087C",-0.725877914195567
"YDR088C",0.996197608784612
"YDR089W",1.62290484214412
"YDR090C",0.0354186819697248
"YDR091C",-0.970139523604295
"YDR092W",-0.846569611053885
"YDR093W",0.173994530440301
"YDR095C",2.08538267157285
"YDR096W",0.5949298216351
"YDR097C",-1.17374183053887
"YDR098C",1.36134757501665
"YDR099W",-0.272267455114854
"YDR100W",-0.434980023637468
"YDR101C",-0.378339781281981
"YDR102C",0.337211085208176
"YDR103W",-0.203275351401476
"YDR104C",-0.163657461251035
"YDR105C",0.306283947707908
"YDR106W",-0.8378379894299
"YDR107C",-1.02722759689311
"YDR108W",0.161780914881208
"YDR109C",-1.0307973240727
"YDR110W",0.34498019731096
"YDR111C",-1.8575312643245
"YDR112W",0.520966192096985
"YDR113C",-1.47408245540179
"YDR114C",0.867582996808127
"YDR115W",1.27887943055885
"YDR116C",1.32372908499459
"YDR117C",0.433462571548089
"YDR118W",0.238227598989571
"YDR119W",-0.903330584136707
"YDR119W-A",-1.15997178090623
"YDR120C",-0.0518424300603844
"YDR121W",-0.119635339606318
"YDR122W",1.26077641620327
"YDR123C",-0.444444651791348
"YDR124W",-0.0425892925012558
"YDR125C",-0.12378523046455
"YDR126W",-0.185895757130051
"YDR127W",-0.660509914706553
"YDR128W",0.0594890271149066
"YDR129C",0.203310369076522
"YDR130C",-0.96954675398095
"YDR131C",-0.485475568293777
"YDR132C",0.560554012092264
"YDR134C",-3.55089677698394
"YDR135C",-0.368133324368987
"YDR136C",0.788866875233838
"YDR137W",-0.117372883007131
"YDR138W",0.605256412837788
"YDR139C",0.458337027571413
"YDR140W",-0.46792702378644
"YDR141C",-0.424614608755532
"YDR142C",0.149644870112899
"YDR143C",1.02133227739403
"YDR144C",-0.6489076329866
"YDR145W",-0.206179431273782
"YDR146C",-1.54722370261815
"YDR147W",-0.126571628146758
"YDR148C",-0.861114039141501
"YDR150W",0.279204021649573
"YDR151C",0.445050364903691
"YDR152W",-0.292569216617214
"YDR153C",-0.247268062898238
"YDR155C",-1.34397128383008
"YDR156W",0.159475365031964
"YDR158W",-1.53420411985948
"YDR159W",1.0362655067195
"YDR160W",0.182758236493891
"YDR161W",-0.200814517721963
"YDR162C",-0.703596718223253
"YDR163W",-0.714509411051729
"YDR164C",-0.0701148957104654
"YDR165W",-0.638860633118311
"YDR166C",-0.0406136918789638
"YDR167W",-0.23088067965394
"YDR168W",0.254285066046169
"YDR169C",0.0950435140701464
"YDR169C-A",0.677551607391019
"YDR170C",-0.522399431041248
"YDR170W-A",-0.0449361738164577
"YDR171W",0.930581165757866
"YDR172W",-0.962318261256618
"YDR173C",1.16930175260421
"YDR174W",1.06022738375442
"YDR175C",1.51749423736016
"YDR176W",-1.2388140905029
"YDR177W",-0.169567031067451
"YDR178W",-0.864201756577548
"YDR179C",-0.268284072657044
"YDR179W-A",-0.211464991643507
"YDR180W",-1.08201170261935
"YDR181C",-0.32245064342986
"YDR182W",0.468553881395677
"YDR182W-A",0.761338346834172
"YDR183W",-0.627634005515972
"YDR184C",0.421567767756163
"YDR185C",1.611402196688
"YDR186C",-0.113913081756698
"YDR187C",0.367091504452488
"YDR188W",-0.185589940565494
"YDR189W",-0.445934380005767
"YDR190C",-0.793953625126316
"YDR191W",-0.311043453302793
"YDR192C",0.404946184896475
"YDR194C",1.98581058215412
"YDR195W",0.717551973138359
"YDR196C",-0.199933010311839
"YDR197W",0.663676373903801
"YDR198C",-0.887203493453823
"YDR199W",-0.0221532403122144
"YDR200C",0.183122847076953
"YDR201W",-0.545694027668289
"YDR202C",0.450296458228135
"YDR204W",-0.491641787905947
"YDR205W",0.153449075855737
"YDR206W",-0.403492596258342
"YDR207C",-1.63856249099836
"YDR208W",-0.0128187499724496
"YDR209C",1.03157912621824
"YDR210W-B",0.981431261956637
"YDR211W",-0.107846242156966
"YDR212W",-0.532581538532378
"YDR213W",0.00232150933775627
"YDR214W",-0.655017445292553
"YDR215C",1.17393142171344
"YDR216W",0.150977836123249
"YDR217C",-0.00453350686884066
"YDR218C",-1.1527166804032
"YDR219C",0.996896130269622
"YDR220C",1.16487844857899
"YDR221W",-1.14512670711957
"YDR222W",0.0150617302132901
"YDR223W",-1.64725377621509
"YDR224C",-1.42245404268847
"YDR225W",-1.47613103261486
"YDR226W",-1.09307857935938
"YDR227W",-0.103798986384176
"YDR228C",0.531743902335285
"YDR229W",0.0183996718430443
"YDR230W",0.759941793895397
"YDR231C",0.0254819493933215
"YDR232W",0.471672416843092
"YDR233C",-0.985233081574667
"YDR234W",-0.766230547698155
"YDR235W",0.00698212552711636
"YDR236C",-0.488438449572561
"YDR237W",1.52195417892794
"YDR238C",-0.213069376939164
"YDR239C",0.581633061431284
"YDR240C",0.682857581527324
"YDR241W",-1.20385549583754
"YDR242W",-0.794863307065758
"YDR243C",-0.305114603934188
"YDR244W",-0.156408517388016
"YDR245W",0.321186741296157
"YDR246W",-0.62568439138193
"YDR246W-A",-0.368822260570466
"YDR247W",0.58889743755266
"YDR248C",0.753193548109113
"YDR249C",1.23576880940912
"YDR250C",-1.53836133213575
"YDR251W",1.01578834421977
"YDR252W",0.675167818159977
"YDR253C",3.64654205532877
"YDR254W",0.642152668142705
"YDR255C",0.308296019994644
"YDR256C",-4.90725051703709
"YDR257C",0.542658644458956
"YDR258C",0.940294673097784
"YDR259C",1.27427912269639
"YDR260C",-0.385724857356726
"YDR261C",-0.0682445218620459
"YDR261W-B",-1.66972487582061
"YDR262W",0.0977267562752021
"YDR263C",0.170868560230608
"YDR264C",0.241513136020362
"YDR265W",0.375495471987885
"YDR266C",0.788842213298932
"YDR267C",-0.377722306351832
"YDR268W",1.37210808663395
"YDR270W",0.986685288605657
"YDR272W",-0.872292756202014
"YDR273W",0.850617931222836
"YDR274C",-0.236966925583198
"YDR275W",0.233330680491496
"YDR276C",0.168534742995903
"YDR277C",2.2198196135804
"YDR278C",-3.01946621945496
"YDR279W",-0.675437008273736
"YDR280W",0.969086851554546
"YDR281C",-1.7784566215907
"YDR282C",0.368225988404264
"YDR283C",-0.927142831422093
"YDR284C",-0.154461559216807
"YDR285W",-0.126832614451669
"YDR286C",1.03126404505087
"YDR287W",-0.671786283972109
"YDR288W",0.470643979731435
"YDR289C",0.393553075261021
"YDR291W",0.396895413829521
"YDR292C",-0.081524077241666
"YDR293C",0.337760725392745
"YDR294C",-0.609558782993546
"YDR295C",0.295317833394471
"YDR296W",1.47638012562265
"YDR297W",0.0111521795107641
"YDR298C",-0.434362415795779
"YDR299W",-0.473454396983634
"YDR300C",0.354521872655901
"YDR301W",0.281171082728154
"YDR302W",0.616592763206765
"YDR303C",0.167379967469718
"YDR304C",0.0224692689453185
"YDR305C",-0.227683055165742
"YDR306C",-0.21159557613408
"YDR307W",-0.352919128659659
"YDR308C",0.812251774178925
"YDR309C",0.554167988262769
"YDR310C",-0.240368517313096
"YDR311W",0.886709757758753
"YDR312W",0.0951612839784773
"YDR313C",0.459935766886262
"YDR314C",-0.0306395849937707
"YDR315C",0.203337512861797
"YDR316W",1.99615266551436
"YDR317W",0.319194121449423
"YDR318W",-0.73243475507461
"YDR319C",-0.492050485044251
"YDR320C",-0.116875600706717
"YDR320C-A",-0.525456865455773
"YDR320W-B",-0.391237822136074
"YDR321W",0.612476630341953
"YDR322C-A",0.0513954462475153
"YDR322W",1.41825183032729
"YDR323C",-0.748546245820884
"YDR324C",-1.33294335861149
"YDR325W",-0.768436256229139
"YDR326C",0.65280628568503
"YDR327W",-0.957291177756472
"YDR328C",-0.926058194996025
"YDR329C",-0.17956679322505
"YDR330W",-0.128591432709609
"YDR331W",0.939875904881879
"YDR332W",0.243290002740375
"YDR333C",0.512980692790777
"YDR334W",-0.101894299047448
"YDR335W",0.490139596215033
"YDR336W",-0.138950244084531
"YDR337W",1.85427152790013
"YDR338C",1.04493272284343
"YDR339C",-0.312143071824293
"YDR340W",-2.15315525798074
"YDR341C",-0.459097758757911
"YDR342C",0.519704440383778
"YDR343C",-0.461923156805218
"YDR344C",-0.660259361512293
"YDR345C",-0.289856440637632
"YDR346C",0.358399690680892
"YDR347W",1.6667855626246
"YDR348C",-0.270237724603047
"YDR349C",0.699334526938728
"YDR350C",0.696143819308219
"YDR351W",0.466243523046778
"YDR352W",-0.53995255723862
"YDR353W",0.523981061996351
"YDR354W",-0.960703276233288
"YDR356W",-0.316817602598893
"YDR357C",-0.565589174630579
"YDR358W",1.01641762224078
"YDR359C",-0.564166668392626
"YDR360W",-0.857749059797432
"YDR361C",-0.28163821127994
"YDR362C",0.630000449722976
"YDR363W",-0.121833051933611
"YDR363W-A",-1.00626144307335
"YDR364C",0.480272471391832
"YDR365C",-0.0471828685736377
"YDR366C",0.42145125986449
"YDR367W",0.35591697277476
"YDR368W",0.648769081443866
"YDR369C",0.397138004564026
"YDR370C",-0.0514238385540276
"YDR371W",0.0433816914751079
"YDR372C",-0.023071085777445
"YDR373W",-0.0351643001544115
"YDR374C",-1.44819342821206
"YDR374W-A",-1.86843442014581
"YDR375C",1.61074443687959
"YDR376W",0.934721843901776
"YDR377W",-0.34496396309249
"YDR378C",0.052508968270857
"YDR379C-A",-0.396064649975888
"YDR379W",-0.235019214846071
"YDR380W",-5.00186041603272
"YDR381C-A",1.71824445264547
"YDR381W",-0.524530815210815
"YDR382W",-0.498775852726161
"YDR383C",0.278353425906461
"YDR384C",-7.5261612333336
"YDR385W",-1.5366423972973
"YDR386W",-0.426709667352182
"YDR387C",0.85225348253088
"YDR388W",0.0222500852849194
"YDR389W",0.174542635702609
"YDR390C",0.46356406250228
"YDR391C",0.919717639151443
"YDR392W",1.11852020752165
"YDR393W",0.405724490440404
"YDR394W",-0.786052586763962
"YDR395W",-0.432301333658234
"YDR396W",-0.701046429062148
"YDR397C",-0.0494795228097239
"YDR398W",-0.487358973339347
"YDR399W",-2.10966396408414
"YDR400W",-1.13839261976918
"YDR402C",0.476959649016925
"YDR403W",0.0335096526604651
"YDR404C",0.615170578968376
"YDR405W",1.3653763512498
"YDR406W",-0.879061568221752
"YDR407C",0.141313688751562
"YDR408C",-0.25898836321062
"YDR409W",0.280692873862141
"YDR410C",0.127830259150422
"YDR411C",-0.254462215963596
"YDR412W",0.209204229811558
"YDR413C",-1.64420903636587
"YDR414C",-0.0786137733699602
"YDR415C",0.580931488228391
"YDR416W",0.561549648744217
"YDR417C",-0.86374884156658
"YDR418W",-1.50983128405173
"YDR419W",1.11605058340964
"YDR420W",-0.372447565567277
"YDR421W",-0.25686567443047
"YDR422C",0.461870072665385
"YDR423C",-0.211749171180907
"YDR424C",-0.8125076626491
"YDR425W",-0.0261167552939713
"YDR426C",-1.25821995669381
"YDR427W",-0.0803360590224373
"YDR428C",-0.571034039333107
"YDR429C",-0.215981996773916
"YDR430C",0.988253708700336
"YDR432W",0.319402507318087
"YDR434W",-0.866139154540363
"YDR435C",1.2513514908284
"YDR436W",-0.208311074786187
"YDR437W",0.283147691942175
"YDR438W",0.36782409769317
"YDR439W",0.270822339732851
"YDR440W",-1.08493598168151
"YDR441C",1.46458454406601
"YDR442W",-0.106449888430726
"YDR443C",-0.317178119712402
"YDR444W",0.537330190324342
"YDR446W",-3.96822812286919
"YDR447C",-0.948241011034214
"YDR448W",0.0609539633366218
"YDR449C",-0.474629375586868
"YDR450W",-0.679783186816521
"YDR451C",-0.444893091827508
"YDR452W",0.0115985868377483
"YDR453C",-1.43646570298752
"YDR454C",-1.04266900390823
"YDR455C",-0.758790746576393
"YDR456W",0.571964680576708
"YDR457W",0.0670427530532403
"YDR458C",-0.00125213574353956
"YDR459C",0.347494469400168
"YDR460W",0.274387549403684
"YDR461C-A",-1.40991106995421
"YDR461W",-0.0486363012968203
"YDR462W",0.291246546310795
"YDR463W",0.580549678229106
"YDR464W",0.277973406410596
"YDR465C",-0.507820482903642
"YDR466W",0.256333839166498
"YDR467C",0.484943551944002
"YDR468C",0.0585940555349961
"YDR469W",-0.685651622198822
"YDR470C",0.3651269103737
"YDR471W",-1.22921788624785
"YDR472W",0.0261523217840257
"YDR473C",-0.0652432351507753
"YDR475C",0.97732008626898
"YDR476C",-0.583132316118345
"YDR477W",0.241149509940616
"YDR478W",-1.23107135908113
"YDR479C",0.995089661706852
"YDR480W",-0.522285879515508
"YDR481C",0.357990065468683
"YDR482C",-1.03021528055512
"YDR483W",-0.408974452974797
"YDR484W",0.571716101432367
"YDR485C",0.661955554577393
"YDR486C",-0.497628012312139
"YDR487C",0.283353524225164
"YDR488C",0.367170201960909
"YDR489W",0.339159818146372
"YDR490C",0.515871923518077
"YDR491C",0.302479727736447
"YDR492W",-0.130461653439828
"YDR493W",1.52999604250894
"YDR494W",0.931684772268131
"YDR495C",0.725056979925119
"YDR496C",-0.69128836110683
"YDR497C",0.238829078856623
"YDR498C",-0.450044551943313
"YDR499W",-0.479762257045623
"YDR500C",-0.910465990972293
"YDR501W",-0.286591908302462
"YDR502C",3.16331065436859
"YDR503C",-0.16691982617571
"YDR504C",0.0980235742288112
"YDR505C",-0.169062290608153
"YDR506C",0.182247151909535
"YDR507C",-1.18835624904831
"YDR508C",1.38594650086852
"YDR510C-A",0.154520756121039
"YDR510W",-0.099914648905795
"YDR511W",0.913663496628927
"YDR512C",-0.830514554424191
"YDR513W",-0.0776088304379187
"YDR514C",0.476425633579442
"YDR515W",0.407740096181545
"YDR516C",0.694846239632091
"YDR517W",-0.494951712043556
"YDR518W",0.361563962243625
"YDR519W",-1.32358353863333
"YDR520C",0.894905216196862
"YDR522C",0.151924789449232
"YDR523C",0.366555969663176
"YDR524C",0.700199584430589
"YDR524C-A",0.981172854252645
"YDR524C-B",-0.68266828348603
"YDR524W-C",-0.381129391562822
"YDR525W",1.13954263807426
"YDR525W-A",0.504298513672657
"YDR526C",1.66397181288313
"YDR527W",0.766093740928704
"YDR528W",1.19553691466746
"YDR529C",0.372644580944557
"YDR530C",0.0697306170593094
"YDR531W",0.430121073308423
"YDR532C",0.315300551906359
"YDR533C",1.29424650771316
"YDR534C",0.695405394651395
"YDR535C",1.40486701244634
"YDR536W",-0.958024154047762
"YDR537C",-0.679512232833202
"YDR538W",-0.920662375341171
"YDR539W",-0.0865027428023395
"YDR540C",-0.0462425777308927
"YDR541C",0.596416066766151
"YDR542W",-0.262098034816511
"YDR543C",0.391799364404603
"YEL001C",-0.399680947446482
"YEL002C",-0.861427625153383
"YEL003W",-0.011479441544048
"YEL004W",0.332548193181176
"YEL005C",0.271291946811249
"YEL006W",-0.143815257547334
"YEL007W",1.1841132372226
"YEL008W",-0.373570988705906
"YEL009C",-0.8100038307
"YEL009C-A",-0.373457781355132
"YEL010W",0.790791613525949
"YEL011W",-0.0864959071730732
"YEL012W",0.325184156035403
"YEL013W",0.396167445767102
"YEL014C",-0.379798393884384
"YEL015W",-0.244206106969227
"YEL016C",-0.415373444188875
"YEL017C-A",0.529464383282348
"YEL017W",0.231085542357219
"YEL018W",0.838159942440173
"YEL019C",-0.63406698656595
"YEL020C",-0.893155524793052
"YEL020C-B",2.67990704175343
"YEL020W-A",0.920899059517698
"YEL022W",-0.980128889688405
"YEL023C",-1.73653497175556
"YEL024W",-0.18593574055507
"YEL025C",0.074049291165815
"YEL026W",0.259643324106342
"YEL027W",-0.242646407903181
"YEL028W",0.247163298458222
"YEL029C",0.0692015635734951
"YEL030C-A",-0.326026635279619
"YEL030W",-0.475214342542097
"YEL031W",0.388675634267286
"YEL032W",-0.835861983985106
"YEL033W",-0.50658831569047
"YEL034C-A",-0.550792872252977
"YEL035C",-0.560836412492052
"YEL036C",0.247491350571806
"YEL037C",-0.971367475375263
"YEL038W",2.06623254367975
"YEL039C",3.49988544839731
"YEL040W",-0.438381196317847
"YEL041W",1.6907221317384
"YEL042W",-0.632988761895074
"YEL043W",-0.0930210934479331
"YEL044W",-0.0394349119659467
"YEL045C",1.24640847658157
"YEL046C",0.702283278565521
"YEL047C",-0.197553387881325
"YEL048C",-0.571689814739621
"YEL049W",-1.75573385016746
"YEL050C",1.48153435190239
"YEL050W-A",1.64460153123906
"YEL051W",-0.481857765828541
"YEL052W",0.546907383041684
"YEL053C",0.746847651735244
"YEL053W-A",1.22321648653048
"YEL054C",-1.80294376873916
"YEL055C",-0.848124011302264
"YEL056W",-1.02723192105711
"YEL057C",-1.62054536197124
"YEL058W",-0.0201196326292765
"YEL059C-A",-0.199212383009108
"YEL059W",-0.798542163756224
"YEL060C",0.027549148063427
"YEL061C",-0.427119497957915
"YEL062W",-0.228911770986501
"YEL063C",0.300412837979396
"YEL064C",-1.0506650652592
"YEL065W",-1.30847023224735
"YEL066W",-2.29025701641083
"YEL067C",-2.07704931100295
"YEL068C",-0.579062473773556
"YEL069C",0.771487483176134
"YEL070W",3.80854766408118
"YEL071W",1.79492745565861
"YEL072W",2.39351458819356
"YEL073C",1.02745467216518
"YEL074W",0.903105084038515
"YEL077C",-0.510649810440106
"YER001W",-1.52090091385705
"YER002W",-0.0382951809738512
"YER003C",-2.09527133547706
"YER004W",-1.12915910984067
"YER005W",0.804983689223731
"YER006C-A",0.910797157611035
"YER006W",-0.775741641186577
"YER007C-A",-0.716828769850015
"YER007W",0.144979706057603
"YER008C",0.560393613613003
"YER009W",-0.993038277568166
"YER010C",-0.749016337093435
"YER011W",0.933148748442274
"YER012W",-0.0477871822950502
"YER013W",-0.142927567091452
"YER014W",-0.775729714131322
"YER015W",-4.44247013834869
"YER016W",-0.106109961075487
"YER017C",1.42786937330694
"YER018C",-0.783803223665791
"YER019C-A",-0.563001275357368
"YER019W",0.597168026980526
"YER020W",-0.219235454256201
"YER021W",-0.35174224249125
"YER022W",-0.176682717257031
"YER023W",-0.88907563683167
"YER024W",-0.335894889607293
"YER025W",-0.463987118888339
"YER026C",0.219855755346417
"YER027C",0.67664350330735
"YER028C",0.0358519361213913
"YER029C",0.77308439374524
"YER030W",-1.69847889444429
"YER031C",-1.08132404153425
"YER032W",-0.940367643463648
"YER033C",1.80579488152726
"YER034W",0.737463373359677
"YER035W",0.549325739451751
"YER036C",-0.259243991534164
"YER037W",1.45729523514965
"YER038C",0.822453732912018
"YER039C",-0.590179488841572
"YER039C-A",-0.501603057056163
"YER040W",1.01234895517997
"YER041W",0.138061331313471
"YER042W",1.44547769725572
"YER043C",-0.284431174339326
"YER044C",-0.0910168410583174
"YER044C-A",1.20655342989001
"YER045C",0.810250562438279
"YER046W",-0.129376633796775
"YER047C",0.00307610019001659
"YER048C",-0.13571355596952
"YER048W-A",0.570998116985579
"YER049W",0.632708049798706
"YER050C",1.21597029537483
"YER051W",0.285520762655427
"YER052C",-0.723262678199714
"YER053C",3.16093441042481
"YER053C-A",0.695071847188072
"YER054C",0.738893249316181
"YER055C",-0.0341651401412464
"YER056C",-0.75585892239517
"YER056C-A",-0.734594877944089
"YER057C",-0.599253289423477
"YER058W",1.67685425341549
"YER059W",0.366830484602934
"YER060W",-0.305641930296362
"YER060W-A",0.00250263103797967
"YER061C",-0.945164265130705
"YER062C",0.907144185433355
"YER063W",-0.402043851903243
"YER064C",1.26388882071358
"YER065C",-1.64885169663559
"YER066C-A",2.03746869008477
"YER066W",0.388018876407483
"YER067C-A",2.38757849250526
"YER068C-A",0.957698413802035
"YER068W",0.879731906148091
"YER069W",-1.60149436054449
"YER070W",-2.58220679801773
"YER071C",0.181366780916278
"YER072W",-0.201434104462224
"YER073W",-0.621555297143742
"YER074W",-1.07340268579139
"YER074W-A",-0.253219540734782
"YER075C",-0.0556675451397728
"YER076C",-0.296392141596307
"YER076W-A",-0.91004959436617
"YER077C",0.536650508833344
"YER078C",1.61642912944157
"YER078W-A",3.17421631053518
"YER079C-A",3.38923987650387
"YER079W",0.732066682012854
"YER080W",-0.164316003181789
"YER081W",2.99584282263283
"YER082C",0.510861528725592
"YER083C",-0.441067491869668
"YER084W",-3.78647453368681
"YER084W-A",-3.6190262393695
"YER086W",-0.935228824142647
"YER087C-A",0.998207293757125
"YER087C-B",-0.594935382199475
"YER087W",1.34428597043143
"YER088C",0.618584922572161
"YER089C",0.211203554574143
"YER090W",-1.20068099264532
"YER091C",1.78044198687223
"YER091C-A",-0.200227781708567
"YER092W",0.277338302536738
"YER093C",0.668608028865266
"YER093C-A",-0.0151732095255261
"YER094C",-0.194399868392908
"YER095W",-1.14866700478596
"YER096W",0.0504588203203145
"YER098W",1.82622584546324
"YER099C",-0.553709031948523
"YER100W",0.113201034231609
"YER101C",-0.427746806940389
"YER102W",-1.12726681078445
"YER103W",0.232962164960531
"YER104W",-0.18035089215237
"YER105C",-0.202210819251646
"YER106W",0.178176855974277
"YER107C",0.540289374312975
"YER107W-A",-0.373985920667752
"YER109C",0.906814544212988
"YER110C",-0.722013305200076
"YER111C",-0.95290356269985
"YER112W",0.214464372283251
"YER113C",0.283946047354867
"YER114C",0.306128839537148
"YER115C",0.503927638172379
"YER116C",0.535175085858
"YER117W",-1.2534690789035
"YER118C",-1.29187149644122
"YER119C",-0.436099084749459
"YER119C-A",0.394870717854759
"YER120W",-0.699337121884599
"YER121W",-3.90564505773317
"YER122C",-0.389962077104194
"YER123W",0.167697098334488
"YER124C",-1.17556041694516
"YER125W",0.281491088269136
"YER126C",-1.37144704443131
"YER127W",0.390407453247095
"YER128W",-0.62135051020248
"YER129W",0.575888298389578
"YER130C",2.23426589150707
"YER131W",-1.36620370233203
"YER132C",0.187542536458047
"YER133W",-0.0584760463299345
"YER133W-A",0.276848629861562
"YER134C",0.098769397888179
"YER135C",-1.16301188953389
"YER136W",-0.827673627096333
"YER137C",1.10949300500333
"YER138W-A",0.942775012732767
"YER139C",-0.88078554627795
"YER140W",0.205843890388793
"YER141W",1.91990639582768
"YER142C",-1.53675333599898
"YER143W",-1.03358396544403
"YER144C",-0.366962589677002
"YER145C",-1.22652023497027
"YER145C-A",-0.341511869323274
"YER146W",-0.2424131544478
"YER147C",-0.316942987301577
"YER147C-A",0.705114981164763
"YER148W",0.86942081037841
"YER148W-A",1.82031432897748
"YER149C",0.321220434280227
"YER150W",-0.0507941033466075
"YER151C",0.963484269721067
"YER152C",-1.62471903123607
"YER153C",-0.224722587425876
"YER154W",0.691056165975643
"YER155C",0.293731186335132
"YER156C",-0.685830631533097
"YER157W",-0.447970245448676
"YER158C",-0.803252635821061
"YER158W-A",0.292793709128065
"YER159C",0.0545603949444889
"YER161C",0.00549436873998785
"YER162C",0.298286424106453
"YER163C",0.374040901344344
"YER164W",0.344732325749624
"YER165C-A",-0.0104192277176473
"YER165W",-1.00914829580984
"YER166W",-0.0903893535707262
"YER167W",-0.635070747906839
"YER168C",0.887545906478754
"YER169W",1.50948622974671
"YER170W",-0.436289386956268
"YER171W",0.169609290799072
"YER172C",-0.335939256724561
"YER173W",-0.231753554208162
"YER174C",-0.392339592907879
"YER175C",-1.40279548745598
"YER175W-A",-0.0170449250432866
"YER176W",0.239587979745576
"YER177W",0.0618375391663626
"YER178W",-1.0510762995721
"YER179W",-0.159293650437925
"YER180C",0.722296025409506
"YER180C-A",0.500602738939196
