"","s1FC"
"YER181C",-0.66178362380256
"YER182W",1.21968126282973
"YER183C",0.386680271262741
"YER184C",-0.392947062069924
"YER185W",0.461978390496116
"YER186C",-0.531660212026891
"YER187W",0.243155821639202
"YER188C-A",-4.53730225069438
"YER188W",0.99675630196446
"YFL001W",-0.0577009599905953
"YFL002C",-0.567776622640043
"YFL003C",-0.190213126129928
"YFL004W",-0.0151541182392465
"YFL005W",-0.376465185985605
"YFL007W",-1.29715440407335
"YFL008W",-0.982812699404054
"YFL009W",-0.0997192417606361
"YFL010C",0.760643640528874
"YFL010W-A",0.807954693950943
"YFL011W",1.70096782257272
"YFL012W",-3.51280227288952
"YFL013C",-0.254653633345509
"YFL014W",-7.68833473164506
"YFL015C",-0.321859834569296
"YFL016C",0.646368251484673
"YFL017C",-1.35112420933886
"YFL017W-A",0.0871679849315667
"YFL018C",-1.10320310394337
"YFL019C",-1.17694398805846
"YFL020C",-0.115570766257959
"YFL021C-A",1.94271681507257
"YFL021W",-0.4325338181353
"YFL022C",-0.612477248453673
"YFL023W",0.161165844856199
"YFL024C",0.349656805157332
"YFL025C",1.37511392339277
"YFL026W",0.417260090245414
"YFL027C",0.55595552838101
"YFL028C",-0.881626863207508
"YFL029C",-0.434687085509455
"YFL030W",-1.38439773333912
"YFL031C-A",1.16489868770964
"YFL031W",1.03146614792865
"YFL033C",0.930264129972669
"YFL034C-A",-0.386108888356159
"YFL034C-B",-0.19164340377701
"YFL034W",0.380817490134899
"YFL036W",1.46581745970003
"YFL037W",-1.16449657139555
"YFL038C",-0.974251565785788
"YFL039C",-0.845410232830899
"YFL040W",-0.391144109526502
"YFL041W",0.478102692817537
"YFL041W-A",0.621706129890764
"YFL042C",0.0198111501291129
"YFL044C",-0.387595700868586
"YFL045C",-1.67852598235363
"YFL046W",-0.466289220613414
"YFL047W",-0.142638300137359
"YFL048C",0.377382840062443
"YFL049W",0.374558369187298
"YFL050C",1.37680211823177
"YFL051C",1.64396432311152
"YFL052W",2.09883863771023
"YFL053W",2.66832702684131
"YFL054C",0.957423899982306
"YFL055W",0.388842463597113
"YFL056C",0.843492811529915
"YFL057C",0.750709816752678
"YFL058W",-1.75966407672832
"YFL059W",-2.78676325873606
"YFL060C",-1.83208376578741
"YFL061W",-1.13502358728031
"YFL062W",1.18785847684026
"YFL067W",-0.770574672075233
"YFR001W",-0.586360550720633
"YFR002W",-0.43663192935452
"YFR003C",-0.560837008131088
"YFR004W",0.609837172006767
"YFR005C",-0.56601714651644
"YFR006W",-0.703587431013458
"YFR007W",2.08311077297235
"YFR008W",0.205611374904657
"YFR009W",0.291683555341229
"YFR010W",-0.425954713605938
"YFR010W-A",-0.258114252075081
"YFR011C",-0.506460890442873
"YFR012W",-2.21994484107722
"YFR012W-A",-3.79702419257931
"YFR013W",-0.896360559836779
"YFR014C",-0.383550778951951
"YFR015C",0.897310557069029
"YFR016C",1.05663122879981
"YFR017C",-0.140073639384307
"YFR018C",-1.88372327053638
"YFR019W",-0.199930408590962
"YFR020W",1.58215978459599
"YFR021W",1.14177657833371
"YFR022W",0.334795001661243
"YFR023W",-1.061477023661
"YFR024C-A",-0.193176873160774
"YFR025C",0.225465663315341
"YFR026C",-1.28974311160942
"YFR027W",-0.774673818333508
"YFR028C",-0.554863138725809
"YFR029W",0.634438775214304
"YFR030W",2.02234078962127
"YFR031C",0.0892777984739467
"YFR031C-A",-1.71866413878408
"YFR032C",-0.0815854677566161
"YFR032C-B",-0.279535804825045
"YFR033C",0.358929101034859
"YFR034C",0.627842324346066
"YFR034W-A",2.10548368011685
"YFR035C",-0.201058568168378
"YFR036W",0.781979102851491
"YFR036W-A",0.824677849958829
"YFR037C",-0.0593564629197997
"YFR038W",-0.016864300073164
"YFR039C",-0.315744192840073
"YFR040W",0.225689287492611
"YFR041C",0.0683761947285973
"YFR042W",0.437439431899555
"YFR043C",-0.168502587656732
"YFR044C",-0.679328779205071
"YFR045W",0.317947229475463
"YFR046C",-0.500960461558171
"YFR047C",-2.5644316656243
"YFR048W",0.203805812883902
"YFR049W",-1.2879749015688
"YFR050C",0.0467330899342064
"YFR051C",-0.478827254753754
"YFR052W",0.00804410718183748
"YFR053C",2.30153907486602
"YFR054C",0.431508951654989
"YFR055W",0.134024770742114
"YFR056C",-0.689648281629364
"YFR057W",-2.57502450943253
"YGL001C",0.460070359817865
"YGL002W",-0.223144234342449
"YGL003C",0.83952518965877
"YGL004C",-0.322297799442053
"YGL005C",-0.0557199022201979
"YGL006W",-0.263379675654829
"YGL006W-A",-3.05513010958084
"YGL007C-A",0.404056430367266
"YGL007W",-1.29654943306007
"YGL008C",-1.18864508967627
"YGL009C",-0.0158558053882107
"YGL010W",0.1339140571145
"YGL011C",-0.0894584681214727
"YGL012W",0.499634330273615
"YGL013C",0.390032441826893
"YGL014W",0.225011982423202
"YGL015C",0.470988191265253
"YGL016W",-0.200986292169881
"YGL017W",-0.0988463841961182
"YGL018C",0.261667084806916
"YGL019W",-0.674194237133672
"YGL020C",-0.0889601184022149
"YGL021W",-1.35416568851946
"YGL022W",0.0457435831968924
"YGL023C",-0.523661009565676
"YGL024W",-0.353158104297275
"YGL025C",-0.654508822719082
"YGL026C",-0.742220484445989
"YGL027C",-0.475129778593474
"YGL028C",-1.55052729998815
"YGL029W",0.120734605311383
"YGL030W",-1.73660909440952
"YGL031C",-1.51370607891298
"YGL032C",-2.72871452608848
"YGL033W",-3.07236408645806
"YGL034C",-4.05198189937037
"YGL035C",2.00138731445309
"YGL036W",0.857995789181366
"YGL037C",0.508114217642086
"YGL038C",-0.476021787085329
"YGL039W",0.345203006764018
"YGL040C",0.298082364818791
"YGL041C-B",2.54947972195491
"YGL041W-A",0.00258642815014461
"YGL042C",0.226594212396004
"YGL043W",0.223799819802552
"YGL044C",0.704743033565572
"YGL045W",1.03696837938659
"YGL047W",-0.83060296290307
"YGL048C",0.0332395775391158
"YGL049C",0.953775910264915
"YGL050W",0.626562881457136
"YGL051W",-0.481749948034816
"YGL053W",0.00943773012550565
"YGL054C",0.72086960942093
"YGL055W",-1.30651980108363
"YGL056C",0.0836184898693294
"YGL057C",0.635004030820262
"YGL058W",1.23428143316704
"YGL059W",-0.160214114503722
"YGL060W",-0.327990123354538
"YGL061C",-0.600007817353507
"YGL062W",-0.362567468205889
"YGL063W",0.730603743835168
"YGL064C",1.61705899992465
"YGL065C",-0.765997354215908
"YGL066W",-0.249672377777178
"YGL067W",0.45176982480513
"YGL068W",1.22032222481078
"YGL070C",0.623687097522874
"YGL071W",1.97161564003797
"YGL072C",1.85879407671903
"YGL073W",-0.0839316472747875
"YGL074C",0.518419021142678
"YGL075C",-1.02704845839828
"YGL076C",-1.76158648670962
"YGL077C",0.472481022046426
"YGL078C",-1.17319081515241
"YGL079W",-0.822688634836493
"YGL080W",-1.79518787966135
"YGL081W",-1.56833584492109
"YGL082W",0.168234478677187
"YGL083W",0.74152309612924
"YGL084C",-0.00808344775883605
"YGL085W",0.348162408510304
"YGL086W",-0.389650028574186
"YGL087C",0.0293179172243637
"YGL088W",-2.05283192222677
"YGL089C",0.361485121677805
"YGL090W",0.237648451780088
"YGL091C",0.507997872350654
"YGL092W",-0.119068380523801
"YGL093W",-0.281528035550754
"YGL094C",0.425163289255235
"YGL095C",-0.0247467247267759
"YGL096W",0.858365320892991
"YGL097W",0.161388576273309
"YGL098W",-0.271557939502509
"YGL099W",-0.129024923106078
"YGL100W",-0.241073616302756
"YGL101W",0.833230472459021
"YGL102C",-0.573517637575885
"YGL103W",-0.97636992654052
"YGL104C",0.815936107081453
"YGL105W",-1.32251680675082
"YGL106W",-0.781950475569401
"YGL107C",1.64703139618785
"YGL108C",-0.553751366542922
"YGL109W",0.214487302224931
"YGL110C",0.587354022133485
"YGL111W",0.0220586017449573
"YGL112C",0.385828676907766
"YGL113W",0.446008288731744
"YGL114W",1.02831105545631
"YGL115W",0.382206445886426
"YGL116W",-0.721458611127208
"YGL117W",-1.16244820277386
"YGL118C",-1.58750212467639
"YGL119W",0.251915307487143
"YGL120C",-1.14447526361664
"YGL121C",-1.71006614116678
"YGL122C",-0.976733541493991
"YGL123W",-1.85516720911697
"YGL124C",0.676405277726368
"YGL125W",1.15329995625839
"YGL126W",0.83155357608196
"YGL127C",1.15055268207647
"YGL128C",0.334827591161703
"YGL129C",0.831225437331121
"YGL130W",0.436814834637771
"YGL131C",-0.850492822312048
"YGL132W",-0.420342226328057
"YGL133W",-0.220003420725346
"YGL134W",0.0634862595873559
"YGL135W",-1.29142204716379
"YGL136C",0.26226484797275
"YGL137W",-1.00369628152454
"YGL138C",-2.308109083359
"YGL139W",-0.419977236054675
"YGL140C",0.287750834526207
"YGL141W",1.29055340109844
"YGL142C",0.724905176380474
"YGL143C",0.411798800459072
"YGL144C",0.0134458507299169
"YGL145W",0.154559041565175
"YGL146C",-1.04685477860195
"YGL147C",-1.51299997470005
"YGL148W",-0.320583542449832
"YGL149W",0.899576648989767
"YGL150C",-0.072160438687014
"YGL151W",0.255508667908106
"YGL153W",-1.11754068913737
"YGL154C",-1.35446465725045
"YGL155W",-0.00412926073972352
"YGL156W",-1.90738548873758
"YGL157W",1.37926209281744
"YGL158W",0.817921363592721
"YGL159W",0.0275943491335002
"YGL160W",0.24500034610767
"YGL161C",-0.0727627028507232
"YGL162W",1.05540851598768
"YGL163C",1.00739587504871
"YGL164C",-1.02462844951356
"YGL165C",1.81684401403403
"YGL166W",0.956914026291688
"YGL167C",0.648910428450787
"YGL168W",0.833854552834191
"YGL169W",-0.544278375308314
"YGL170C",-0.761507553399785
"YGL171W",-1.0005031806749
"YGL172W",0.547530669349975
"YGL173C",-0.0986470272219174
"YGL174W",-0.667968031206821
"YGL175C",0.709492830028486
"YGL176C",1.1472950774438
"YGL177W",0.591721953467099
"YGL178W",0.0896446306719963
"YGL179C",0.725014703211439
"YGL180W",0.277101967142014
"YGL181W",0.594687993712965
"YGL183C",0.917717248571964
"YGL184C",-0.0756078898091248
"YGL185C",-0.183389944107264
"YGL186C",-0.170027301877454
"YGL187C",-0.261613790412127
"YGL188C",-0.208703333395689
"YGL189C",-1.06031714146276
"YGL190C",0.514538492370057
"YGL191W",-0.394327360192105
"YGL192W",-0.0744441633785708
"YGL193C",-0.611723062056876
"YGL194C",0.180017263637403
"YGL194C-A",-0.524658943065716
"YGL195W",-0.311487965057395
"YGL196W",-0.634859119852008
"YGL197W",0.226185301373214
"YGL198W",-0.639322229442521
"YGL200C",-1.42516958585643
"YGL201C",-0.184920485063568
"YGL202W",-0.893444040813471
"YGL203C",0.696489182328037
"YGL204C",-0.397506185359721
"YGL205W",-5.4572545248699
"YGL206C",0.335459764948016
"YGL207W",-0.536509256451278
"YGL208W",0.528458055254249
"YGL209W",-0.146101928499538
"YGL210W",-0.289322317361958
"YGL211W",0.0697075656165073
"YGL212W",0.0303672722095177
"YGL213C",0.183385291505182
"YGL214W",-0.0462335731275218
"YGL215W",-0.0537128689035281
"YGL216W",0.388384123632786
"YGL217C",1.40271545607505
"YGL219C",0.575403109161095
"YGL220W",-0.422162550365859
"YGL221C",-0.618877453834092
"YGL222C",0.138397222210535
"YGL223C",-0.986002188626646
"YGL224C",0.835302155123364
"YGL225W",-0.34110234832316
"YGL226C-A",-0.247403613051622
"YGL226W",0.856374792982317
"YGL227W",0.42125893187997
"YGL228W",0.150786962127453
"YGL229C",2.27460896728455
"YGL230C",0.559773188058174
"YGL231C",-0.715413220612708
"YGL232W",-0.25877221231315
"YGL233W",0.328970300382872
"YGL234W",-1.87390619331107
"YGL235W",-1.01512216865442
"YGL236C",1.09282043143607
"YGL237C",0.0845022437473061
"YGL238W",-0.0223473327831244
"YGL239C",-1.36328526874261
"YGL240W",-0.518527170406903
"YGL241W",-0.0431228889200696
"YGL242C",0.582161980523545
"YGL243W",-0.936564733941177
"YGL244W",-0.0515704946362295
"YGL245W",-0.66098898221986
"YGL246C",0.491174888727034
"YGL247W",0.745314802086672
"YGL248W",1.03047077218004
"YGL249W",-0.124301622957483
"YGL250W",-0.205088562715377
"YGL251C",-0.588780718934644
"YGL252C",0.357823126531659
"YGL253W",0.219870358435904
"YGL254W",-0.384596582886129
"YGL255W",0.894930825400048
"YGL256W",-0.333802345457546
"YGL257C",-1.12405909559067
"YGL258W",-0.288402652215423
"YGL258W-A",1.39045917381614
"YGL259W",-0.0956281505885665
"YGL260W",2.51171518038106
"YGL261C",2.2287435473252
"YGL262W",-0.266719953535977
"YGL263W",0.372860390914245
"YGR001C",-0.107308226289606
"YGR002C",0.758944988147574
"YGR003W",0.274766049975083
"YGR004W",-0.22526715293447
"YGR005C",-0.140127379951328
"YGR006W",0.762003722385792
"YGR007W",0.309074996886567
"YGR008C",-0.350134546193588
"YGR009C",0.317941519000551
"YGR010W",-1.79477770600162
"YGR012W",-0.327195558258064
"YGR013W",0.419072622619129
"YGR014W",-2.6739655159525
"YGR015C",-1.15197514665321
"YGR016W",-0.58044889867745
"YGR017W",-0.114291918266394
"YGR018C",-0.864968756019792
"YGR019W",-0.97792226550609
"YGR020C",0.254469234008708
"YGR021W",2.0940924109446
"YGR022C",4.71117610667061
"YGR023W",0.270658541396009
"YGR024C",0.127279094859571
"YGR025W",-1.4314148408776
"YGR026W",-0.726473197952202
"YGR027C",-1.07472729689725
"YGR028W",0.735511715595906
"YGR029W",0.131225174081726
"YGR030C",-0.0177975074033427
"YGR031W",-1.55529422517245
"YGR032W",0.17820090409658
"YGR033C",-0.537544532793302
"YGR034W",-1.60840878634625
"YGR035C",0.227876819294429
"YGR035W-A",0.275803109751169
"YGR036C",0.191369006189679
"YGR037C",-1.70032021662138
"YGR038W",0.285513399331384
"YGR039W",0.34653949957596
"YGR040W",-0.150193507312249
"YGR041W",0.216302562358936
"YGR042W",-0.0305155598108267
"YGR043C",-6.63019194941073
"YGR044C",-0.253521902014995
"YGR045C",1.25492956302685
"YGR046W",-0.0452364311318151
"YGR047C",-0.135438483680951
"YGR048W",0.430348965124789
"YGR049W",-0.902107901851987
"YGR050C",0.665809181116803
"YGR051C",1.42544803607423
"YGR052W",-2.99804230356996
"YGR053C",1.645468990087
"YGR054W",1.65238913578251
"YGR055W",3.03700746475665
"YGR056W",0.751536003240893
"YGR057C",0.505997191318495
"YGR058W",0.389527719102308
"YGR059W",0.772186471419007
"YGR060W",-2.39329732748644
"YGR061C",-1.30212093991379
"YGR062C",0.935541232971088
"YGR063C",0.648589985763427
"YGR064W",0.472212784146018
"YGR065C",0.771043159571949
"YGR066C",1.08465948814849
"YGR067C",-1.23989615200846
"YGR068C",1.34498830468278
"YGR069W",1.2343570864708
"YGR070W",0.184042396133899
"YGR071C",0.306127831508611
"YGR072W",0.463649235835049
"YGR073C",2.42729231079067
"YGR074W",-0.368421100061695
"YGR075C",-0.169214310844915
"YGR076C",0.982023387762569
"YGR077C",-0.0542325371866482
"YGR078C",-0.315440564623635
"YGR079W",1.10253256388066
"YGR080W",0.229458237797007
"YGR081C",-0.657706546229071
"YGR082W",0.63860337998255
"YGR083C",0.165861934231787
"YGR084C",1.59467784212438
"YGR085C",-1.17877898313923
"YGR086C",-1.00559485906239
"YGR087C",-1.59091843970327
"YGR088W",-2.81269066276406
"YGR089W",0.461682406761975
"YGR090W",-0.161858371786125
"YGR091W",-0.92913890269354
"YGR092W",0.0663663523905941
"YGR093W",0.863298939117366
"YGR094W",-0.614195682606807
"YGR095C",0.0388073491963152
"YGR096W",-0.762072367539278
"YGR097W",1.67146190919765
"YGR098C",-0.21392663423845
"YGR099W",-0.329224884963783
"YGR100W",0.0492430257995459
"YGR101W",0.0909498341791949
"YGR102C",0.242761065911003
"YGR103W",0.077932265453777
"YGR104C",0.180483607650978
"YGR105W",-0.339518594940671
"YGR106C",0.180386485087633
"YGR107W",-0.550195662806806
"YGR108W",-2.59442494101982
"YGR109C",-1.77581477185943
"YGR109W-B",-0.624143665319296
"YGR110W",0.449064864986575
"YGR111W",0.0712824970599514
"YGR112W",0.975228629825482
"YGR113W",-0.534865630849632
"YGR116W",0.243360330495548
"YGR117C",0.0225386745332123
"YGR118W",-0.441186945499114
"YGR119C",-0.670812723908519
"YGR120C",-0.431885028751319
"YGR121C",-1.46716754613373
"YGR121W-A",0.606137117415521
"YGR122C-A",-1.41862889336439
"YGR122W",-0.512458272292222
"YGR123C",-0.626095409213154
"YGR124W",-0.523885428737527
"YGR125W",0.492653753827519
"YGR126W",1.26372643579332
"YGR127W",0.0743735744595922
"YGR128C",-0.927268486498008
"YGR129W",-0.949373444358888
"YGR130C",-0.953533215523904
"YGR131W",0.836851475252438
"YGR132C",0.379065019920521
"YGR133W",-0.471313204765855
"YGR134W",-0.759104032098511
"YGR135W",-0.0927137168504757
"YGR136W",1.48282281993169
"YGR138C",2.02394297367191
"YGR139W",1.12078352081716
"YGR140W",0.344726191924137
"YGR141W",0.0938229645807985
"YGR142W",-0.988765111168359
"YGR143W",1.09040404151225
"YGR144W",-1.18183098008311
"YGR145W",-1.07680824285277
"YGR146C",-1.17437617182095
"YGR146C-A",2.14594102545455
"YGR147C",1.12465433233791
"YGR148C",-0.672950180321107
"YGR149W",0.918088069836109
"YGR150C",-0.410414870449509
"YGR152C",-0.294466691470622
"YGR153W",-1.80744930146593
"YGR154C",0.329846282624605
"YGR155W",1.32079628126752
"YGR156W",0.0856608344621022
"YGR157W",1.11603451126058
"YGR158C",-0.795838735680938
"YGR159C",-1.43859069148798
"YGR161C",-0.0594282547718893
"YGR161W-C",-0.661207364230676
"YGR162W",-0.399309948206542
"YGR163W",0.396571382218746
"YGR164W",0.277233389050747
"YGR165W",1.23156283254317
"YGR166W",1.20536159986711
"YGR167W",0.42352439601592
"YGR168C",0.423021454699061
"YGR169C",0.87479997049208
"YGR169C-A",0.921557837772485
"YGR170W",-0.111105735000389
"YGR171C",0.163445272151757
"YGR172C",-0.785693244646042
"YGR173W",-1.39734397913115
"YGR174C",0.398571446996083
"YGR174W-A",0.0800322516385765
"YGR175C",-1.36552224523623
"YGR176W",-0.241022147883173
"YGR177C",0.360286860580646
"YGR178C",-0.124172682478812
"YGR179C",-0.907244958509096
"YGR180C",-0.742544772455719
"YGR181W",1.10910082508331
"YGR182C",0.809172805765114
"YGR183C",0.262167002607661
"YGR184C",0.36131770957762
"YGR185C",-0.339475086890475
"YGR186W",0.631643168437192
"YGR187C",-1.08127561848094
"YGR188C",-0.191707751092452
"YGR189C",-2.11478871014198
"YGR190C",-0.0842099365756628
"YGR191W",-0.0364691396459669
"YGR192C",-3.6169609259719
"YGR193C",0.0157163518785937
"YGR194C",0.174409834681516
"YGR195W",0.358237267038689
"YGR196C",-0.796035376813191
"YGR197C",0.335108317827388
"YGR198W",0.632973494781773
"YGR199W",-0.295691022642849
"YGR200C",-0.961208029106136
"YGR201C",-1.07655200892489
"YGR202C",1.10907632084699
"YGR203W",-1.25583644992037
"YGR204C-A",1.27436594466462
"YGR204W",0.500380953427049
"YGR205W",-0.179562323640635
"YGR206W",0.152261961989291
"YGR207C",0.0370293735002166
"YGR208W",0.301664795206608
"YGR209C",-0.0977340199006859
"YGR210C",0.00643488637274198
"YGR211W",-0.078532447958482
"YGR212W",0.294369904101088
"YGR213C",0.549631275724415
"YGR214W",-1.75262976201
"YGR215W",1.18548371102738
"YGR216C",0.242574779436348
"YGR217W",0.145881424811289
"YGR218W",1.16035793217375
"YGR219W",2.24776065264201
"YGR220C",1.19776990598447
"YGR221C",-1.13766826356818
"YGR222W",-0.538168847839
"YGR223C",0.164363261608969
"YGR224W",-1.52688432997578
"YGR225W",-2.75043312924842
"YGR227W",0.370261243690058
"YGR228W",1.51472943875233
"YGR229C",0.150566493921266
"YGR230W",-3.16998912167651
"YGR231C",0.263886635442554
"YGR232W",0.924966845902971
"YGR233C",-0.0145399107341266
"YGR234W",-1.99546153394265
"YGR235C",-0.0601660949461853
"YGR236C",-4.81745298598013
"YGR237C",1.27419389472288
"YGR238C",0.953357626181959
"YGR239C",-0.234649333864392
"YGR240C",0.0840493940766208
"YGR240C-A",0.962669483383913
"YGR241C",1.16910095140752
"YGR242W",1.43515094304725
"YGR243W",0.500998536879293
"YGR244C",-2.07120663989477
"YGR245C",-0.546054935912956
"YGR246C",0.313117374808737
"YGR247W",1.02329190646299
"YGR248W",-0.951549742549587
"YGR249W",-0.091388955242012
"YGR250C",-0.129508221674642
"YGR251W",0.213058432803853
"YGR252W",0.0606924559075288
"YGR253C",-0.740250902983734
"YGR254W",-3.57838400459678
"YGR255C",1.28318215472736
"YGR256W",-2.85532753846806
"YGR257C",0.684646144555545
"YGR258C",-0.0435944708541197
"YGR259C",-1.01500202029735
"YGR260W",-2.44621038356152
"YGR261C",0.153093422405104
"YGR262C",-0.0659006853257277
"YGR263C",-0.814447360795323
"YGR264C",0.0287612772445167
"YGR265W",-0.839529232431029
"YGR266W",-0.710556664976031
"YGR267C",0.108581488990808
"YGR268C",-0.333706854887096
"YGR269W",-1.11342005562349
"YGR270W",0.256188337977171
"YGR271C-A",-0.825758105304371
"YGR271W",-0.210314222587363
"YGR273C",1.78454833731414
"YGR274C",0.606537337478662
"YGR275W",0.380263794714413
"YGR276C",0.0629869339495039
"YGR277C",0.419294517558428
"YGR278W",0.0496034901902081
"YGR279C",-1.16306566593849
"YGR280C",-0.544909657858576
"YGR281W",-0.288486380547672
"YGR282C",-0.0830117769087947
"YGR283C",-0.724775379560264
"YGR284C",-1.13276492754757
"YGR285C",-0.258910818000711
"YGR286C",-0.40216962772522
"YGR287C",2.68515309889997
"YGR288W",0.352950961363095
"YGR289C",0.497714171644955
"YGR290W",1.16654998904326
"YGR292W",2.41518797172009
"YGR293C",-0.462682690297941
"YGR294W",2.27822888313471
"YGR295C",1.08063992515023
"YHL001W",-0.198907485033759
"YHL002C-A",1.05277272182938
"YHL002W",0.869534094299215
"YHL003C",0.414289283532888
"YHL004W",0.881359564912276
"YHL005C",-1.80018231550683
"YHL006C",-1.66724859662156
"YHL006W-A",-1.59071075299336
"YHL007C",0.0334544678855633
"YHL008C",3.59703894773627
"YHL009C",-0.350222581613733
"YHL009W-B",0.377316403527255
"YHL010C",-0.180822160558584
"YHL011C",-1.32371298365092
"YHL012W",0.428209338279631
"YHL013C",-0.423816616205777
"YHL014C",1.46626345512939
"YHL015W",-1.94366909350001
"YHL015W-A",-0.504776412569817
"YHL016C",0.0137150956563516
"YHL017W",0.414478673240441
"YHL018W",-0.143934190667131
"YHL019C",0.726594623388348
"YHL019W-A",-0.0982959585592001
"YHL020C",-0.643123648088856
"YHL021C",1.50947821066696
"YHL022C",0.28430961780812
"YHL023C",0.122360633655345
"YHL024W",-2.42487986068954
"YHL025W",0.123789099915428
"YHL026C",1.26290072200741
"YHL027W",0.18956688605202
"YHL028W",-0.103467153226019
"YHL029C",1.14334017970354
"YHL030W",-0.777969902623391
"YHL031C",-0.521522405626312
"YHL032C",-2.21640138453863
"YHL033C",-1.85640234597262
"YHL034C",-0.455755505241544
"YHL034W-A",0.0509672866590575
"YHL035C",-0.352833584167559
"YHL036W",2.67229280748725
"YHL037C",2.17911358289031
"YHL038C",1.71200421193586
"YHL039W",-0.0125759144594617
"YHL040C",0.70066422474634
"YHL041W",2.35324446897338
"YHL042W",0.267435924251646
"YHL043W",0.039751896035366
"YHL044W",1.66579095957922
"YHL045W",-1.01492156546304
"YHL046W-A",-0.0974371914645901
"YHL047C",-0.368874720761005
"YHL048C-A",3.42754024854881
"YHL048W",0.80889970263872
"YHL050C",-0.105507488277591
"YHR001W",-0.369603847532593
"YHR001W-A",0.166807926547158
"YHR002W",0.908434592477688
"YHR003C",-0.425900429723057
"YHR004C",0.245741127667318
"YHR005C",-1.03917363664759
"YHR005C-A",1.07859225379065
"YHR006W",0.439703712025879
"YHR007C",-1.95096089256379
"YHR007C-A",-1.02510132904049
"YHR008C",-1.68039933667626
"YHR009C",0.28949962148334
"YHR010W",-1.27856676372829
"YHR011W",1.6796406808346
"YHR012W",0.0235805069641077
"YHR013C",-1.08371566719491
"YHR014W",0.0686445897259824
"YHR015W",-3.49649936392393
"YHR016C",0.745769465747895
"YHR017W",0.708885538424896
"YHR018C",-0.53644527538213
"YHR019C",-1.45057688579355
"YHR020W",-0.714964983346677
"YHR021C",-0.789127442527793
"YHR021W-A",1.27401264194452
"YHR022C",0.921287737871279
"YHR022C-A",0.919301201778324
"YHR023W",-1.09637714902535
"YHR024C",0.581824142058779
"YHR025W",-1.22819951206684
"YHR026W",0.236800467473327
"YHR027C",-0.560637385041128
"YHR028C",0.218927127359975
"YHR029C",-0.949871715737151
"YHR030C",0.988511572779217
"YHR031C",-0.217486831541431
"YHR032C-A",1.40143820770262
"YHR032W",0.449171782055881
"YHR032W-A",-0.0655688497045241
"YHR033W",-1.45820303875303
"YHR034C",-0.0344891237003727
"YHR035W",-0.459696889169759
"YHR036W",0.406663869343078
"YHR037W",-0.200333668651998
"YHR038W",1.00863765280719
"YHR039C",-0.904052307755076
"YHR039C-A",0.786670653846008
"YHR040W",-0.229164278693056
"YHR041C",-0.172135556002814
"YHR042W",-0.196063171383061
"YHR043C",1.02152662936194
"YHR044C",0.0403981739196421
"YHR045W",-0.0738461177730908
"YHR046C",-0.0880359358808162
"YHR047C",1.36545186858598
"YHR048W",0.92645679373911
"YHR049C-A",1.68191287395316
"YHR049W",1.24512869554835
"YHR050W",0.282020820954434
"YHR050W-A",0.0928002169151724
"YHR051W",-0.559373737304619
"YHR052W",0.311129923541931
"YHR056C",0.561560317123847
"YHR057C",-0.798668016427346
"YHR058C",0.257037359209276
"YHR059W",1.33333839271994
"YHR060W",-0.367826659960205
"YHR061C",-0.637380304435476
"YHR062C",-0.819492484208308
"YHR063C",0.378824009029167
"YHR063W-A",0.300491680768178
"YHR064C",-0.365230211611694
"YHR065C",-1.10154831829804
"YHR066W",-0.931083671749142
"YHR067W",-0.276039734368875
"YHR068W",0.9532218597834
"YHR069C",0.360587926436661
"YHR070C-A",-0.626333683934399
"YHR070W",-0.358264742362904
"YHR071C-A",-0.961497189119716
"YHR071W",1.96651937008784
"YHR072W",-1.29849316001166
"YHR072W-A",0.0613762878917662
"YHR073W",-0.281471410968375
"YHR074W",-0.751917805029353
"YHR075C",0.249479800911025
"YHR076W",-0.479151523124721
"YHR077C",-0.353786007396958
"YHR078W",0.614877127564312
"YHR079C",0.529949451613275
"YHR079C-A",-3.63799329219012
"YHR080C",0.53623962126157
"YHR081W",0.237035382074942
"YHR082C",0.271647298708272
"YHR083W",-0.220124829031946
"YHR084W",0.19464692035268
"YHR085W",0.150726859831092
"YHR086W",0.12917499033848
"YHR086W-A",0.840444450738449
"YHR087W",1.60995251440972
"YHR088W",-0.520289956839885
"YHR089C",-0.976977604470811
"YHR090C",0.518818833714175
"YHR091C",1.32834987100954
"YHR092C",0.534439547079298
"YHR093W",-2.63541115313597
"YHR094C",-0.452387284864861
"YHR095W",-1.19055365634527
"YHR096C",-3.62355267509924
"YHR097C",-0.993637387784033
"YHR098C",-0.120956177610529
"YHR099W",0.605685602962065
"YHR100C",-0.858853530862543
"YHR101C",0.97777256079941
"YHR102W",0.327506716725639
"YHR103W",0.255731357421395
"YHR104W",0.339294681607468
"YHR105W",-0.19202582631757
"YHR106W",-0.552135035331213
"YHR107C",-0.283068244094237
"YHR108W",-0.928917916125364
"YHR109W",0.602389057251859
"YHR110W",-1.27772425296323
"YHR111W",0.253420388394022
"YHR112C",0.314700768639971
"YHR113W",-0.196056535984191
"YHR114W",0.523036559377083
"YHR115C",0.177858813936402
"YHR116W",0.476724735444327
"YHR117W",-0.627736574358767
"YHR118C",-0.407846398646513
"YHR119W",0.0719204391522939
"YHR120W",-0.145808694017166
"YHR121W",0.0442425246876357
"YHR122W",0.434093728111144
"YHR123W",1.07412077285977
"YHR124W",-0.687331602118698
