"","GENEID","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YER180C","YER180C",367.998402025846,-0.251969501834856,0.177310819323634,-1.42106106551204,0.155299007554275,0.489612995453224
"YER180C-A","YER180C-A",87.1578164939637,0.114390907949618,0.348075132689617,0.32863855302074,0.742428904103451,0.907921882864503
"YER182W","YER182W",1257.32574189133,-0.0291558600007974,0.23067722189206,-0.126392453323546,0.899421275622367,0.967177285148017
"YER183C","YER183C",237.616482834325,0.351785939074944,0.178857778519566,1.96684730173175,0.0492008174534477,0.285535124836171
"YER184C","YER184C",228.981755155872,0.158040067358615,0.165697346515329,0.953787557147114,0.340191189062187,0.677512575474991
"YER185W","YER185W",46.8821492722103,0.231083468547221,0.296643497131721,0.778993879122895,0.435983320378422,0.749315767285634
"YER186C","YER186C",1152.22660648849,-0.0495132111741341,0.242663689342612,-0.204040461546875,0.838321880214461,0.942945407386402
"YER187W","YER187W",192.312544818544,0.183856132047924,0.305108062028558,0.602593490403134,0.54677915191855,0.817211995455158
"YER188C-A","YER188C-A",13.8036508180355,-0.746173933667269,0.420158493404458,-1.77593442803256,0.0757437255841441,0.348446750555271
"YER188W","YER188W",286.912585931479,0.58539160751098,0.547883551420895,1.06845990538101,0.285313107126919,0.632396794191222
"YFL001W","YFL001W",254.187269799727,0.218300332408819,0.166762301760652,1.30905084724807,0.190517127473612,0.531235258004669
"YFL002C","YFL002C",354.905648899245,0.254470602698101,0.149973798020588,1.6967670756939,0.0897407056850211,0.379672955974034
"YFL003C","YFL003C",180.322413046525,-0.148591152299138,0.196603706647507,-0.755790187443154,0.449775000881903,0.758911600654218
"YFL004W","YFL004W",633.123411255193,-0.0918233071681178,0.170553624120937,-0.538383793609729,0.590312112583992,0.838272789448847
"YFL005W","YFL005W",1876.27867165979,-0.113185996151486,0.177558920932646,-0.637455981129895,0.523827873838681,0.804400841600392
"YFL007W","YFL007W",479.672712476941,-0.319812521248136,0.273183379280115,-1.17068806342061,0.24172418493211,0.59060337724249
"YFL008W","YFL008W",105.241558729632,-0.263517073743798,0.387039021236663,-0.680854020614797,0.495963864220134,0.788255611408493
"YFL009W","YFL009W",600.233310757472,-0.104055786708492,0.110632557040153,-0.940553029708303,0.346933961921918,0.681361465597777
"YFL010C","YFL010C",397.354907024997,0.0408384676098995,0.180539213654017,0.226202755530783,0.821043727549404,0.937139589374196
"YFL010W-A","YFL010W-A",35.3920317317747,0.862534013361753,0.381895017925358,2.25856314661412,0.0239105724281355,0.19902872520542
"YFL011W","YFL011W",40.4006021239087,0.0516039197171239,0.418152171809649,0.12340942651044,0.901782892858993,0.968075382898646
"YFL013C","YFL013C",149.919911602824,-0.448430992702058,0.301597282562997,-1.48685355813308,0.137053492451293,0.462229219183944
"YFL014W","YFL014W",20193.0145845494,-0.306043375041156,0.798356292527313,-0.383341846122777,0.701466315901283,0.890767917423706
"YFL015C","YFL015C",33.9783371400719,-0.422402265474007,0.553542431751931,-0.763089225404325,0.445410185351641,0.754976491095616
"YFL016C","YFL016C",1920.62245681569,0.372339974628711,0.310021196948662,1.20101457027265,0.229745549479302,0.579838878997649
"YFL017C","YFL017C",248.8195830159,-0.104612750133522,0.216058370709697,-0.484187443374195,0.628252847447476,0.856928414452913
"YFL017W-A","YFL017W-A",279.221004211845,0.25491817061883,0.268400162999199,0.949769060384629,0.342229610090697,0.678709475244624
"YFL018C","YFL018C",5696.00345404845,-0.167257172981377,0.174147444541532,-0.960434265468008,0.336836699597551,0.674397012510856
"YFL019C","YFL019C",157.415559954997,-0.113116120389234,0.200575366173426,-0.563958189618507,0.572782586949269,0.829385672796974
"YFL020C","YFL020C",145.994805143508,-0.24694170036677,0.220631360504692,-1.11925022717484,0.263033403157587,0.60876600972445
"YFL021W","YFL021W",315.933660811243,-0.655915694580171,0.314559508504723,-2.08518794328649,0.0370522438781039,0.24786070107832
"YFL022C","YFL022C",350.085590351517,-0.105023238890516,0.298833279784554,-0.351444253351681,0.725255087667438,0.90215045592178
"YFL023W","YFL023W",180.645592431186,0.0972073542736381,0.253166328438833,0.383966362640221,0.70100337880862,0.890767917423706
"YFL024C","YFL024C",580.452271242484,-0.310452964740885,0.180319417411196,-1.72168349475606,0.0851268688453606,0.369672116578817
"YFL025C","YFL025C",224.536200327647,0.124749925455011,0.244864566495587,0.509464996264614,0.610426327843331,0.848797964900009
"YFL026W","YFL026W",110.656759821747,0.143998400112417,0.168874378748351,0.85269536551188,0.393828261621779,0.722397548535552
"YFL027C","YFL027C",200.159289331796,0.285119273917495,0.161466423267966,1.76581154240543,0.0774274714049594,0.352089930160915
"YFL028C","YFL028C",541.528454541088,0.228334296328317,0.228893944472705,0.997554989295689,0.318495196404337,0.660539451986446
"YFL029C","YFL029C",489.054199351815,0.122373411452633,0.164851733563977,0.742324079989985,0.457891005621626,0.763874663593606
"YFL030W","YFL030W",5330.65713358275,-0.190505982918976,0.352098683600656,-0.541058492382904,0.588467266693431,0.837028374476284
"YFL031C-A","YFL031C-A",118.778879172636,-1.20597692476265,0.409069958823205,-2.9480945709921,0.00319739234053032,0.0774206196642939
"YFL031W","YFL031W",1788.09278048824,-0.410705893356805,0.189064128463334,-2.17230998124774,0.0298322896760323,0.223288973982033
"YFL033C","YFL033C",406.310295614718,-0.775397814680633,0.360354558249813,-2.15176358097597,0.0314159795883275,0.229385232406526
"YFL034C-A","YFL034C-A",142.169747673392,0.548249785801262,0.342544640941472,1.60052069211889,0.109483120298717,0.421333201648876
"YFL034C-B","YFL034C-B",73.310363445871,0.00173391035562515,0.297331133475586,0.00583158021616167,0.99534709855258,0.998506053409831
"YFL034W","YFL034W",150.064614387813,-0.6056396227947,0.359371794008306,-1.68527311517582,0.0919358902491391,0.384136300999719
"YFL036W","YFL036W",592.463318339292,-0.467751604348863,0.275716357444477,-1.69649566200677,0.0897920510069194,0.379672955974034
"YFL037W","YFL037W",432.676300227623,-0.426650077077222,0.380400124416063,-1.12158238047939,0.262040046627395,0.60876600972445
"YFL038C","YFL038C",3334.59730663054,-0.00546642828798749,0.145584338039981,-0.0375481893284859,0.970047917687035,0.986605050281194
"YFL039C","YFL039C",11214.8852753938,0.169652578452695,0.321759255474037,0.52726557376804,0.598009177504732,0.842446543943762
"YFL040W","YFL040W",70.9580680009978,0.0578034610746721,0.266727164458322,0.216713813878168,0.828431381913181,0.940474099117839
"YFL041W","YFL041W",697.907312149065,-0.288332554268996,0.181164450945389,-1.59155150342333,0.111485514262681,0.422938865029016
"YFL041W-A","YFL041W-A",64.6764969713377,-0.0447610107165754,0.351132333194236,-0.127476186283919,0.89856351999394,0.967177285148017
"YFL042C","YFL042C",524.937504189344,-0.628298368783528,0.224323595755322,-2.80085724672868,0.00509670594670192,0.0928550993376626
"YFL044C","YFL044C",770.193399503011,-0.00394449418621204,0.274565762663344,-0.0143663002551725,0.988537745115474,0.995743086902093
"YFL045C","YFL045C",1135.52794803871,0.00768706861095308,0.374145767314094,0.0205456516751125,0.983608094980454,0.993958171242955
"YFL046W","YFL046W",430.183110723163,-0.225624248576366,0.208945001673543,-1.07982601531135,0.280219664055977,0.626321347747994
"YFL047W","YFL047W",120.591683379729,0.246225950117563,0.224906379261722,1.09479309091109,0.273607294006115,0.6206000511764
"YFL048C","YFL048C",511.492859371414,0.263593601233801,0.17106862251144,1.54086469724261,0.123349719384288,0.444738172523945
"YFL049W","YFL049W",443.307915517043,0.107943869341408,0.179812495047501,0.600313506093626,0.548297319266034,0.817487977050057
"YFL050C","YFL050C",248.013574338371,-0.18633861022526,0.224232146057302,-0.831007567387958,0.405969354405355,0.73147732972683
"YFL051C","YFL051C",98.0360611231826,-1.3948131736903,0.39887087330087,-3.49690405355365,0.000470691089145226,0.0323351245900797
"YFL052W","YFL052W",348.908059678333,-0.642733227128097,0.357940800949224,-1.79564113793016,0.0725516088594638,0.340860212104247
"YFL053W","YFL053W",806.473798565454,0.823503757408988,0.675976587778794,1.21824301654434,0.223131637292514,0.57145997959621
"YFL054C","YFL054C",1361.55893763576,0.139457292438533,0.355237951343966,0.392574306632854,0.694633919430318,0.889117994592872
"YFL055W","YFL055W",448.779615127497,-0.532624667274246,0.340890248879718,-1.56245204732207,0.11818153406196,0.437944128185132
"YFL056C","YFL056C",1505.49263562144,0.543447827426648,0.679251634482658,0.800068486902585,0.423671118099526,0.741588061523606
"YFL057C","YFL057C",1528.16191653601,0.545500880382313,0.615524763888164,0.886237097816306,0.375489776801295,0.705412823393945
"YFL058W","YFL058W",40.1965144672001,0.412370227552522,0.513748401485273,0.802669607069021,0.422165724251143,0.741202579312175
"YFL059W","YFL059W",105.537813121641,0.372438810081722,0.353479889882562,1.05363507441812,0.292050024479562,0.637959727625993
"YFL060C","YFL060C",28.3400022940408,0.0863221285893851,0.409864177089945,0.210611547469887,0.833190400846611,0.942474907406048
"YFL061W","YFL061W",18.0566740070024,-0.0900756220938474,0.368512939138341,-0.24443001188632,0.806897800431648,0.931612823539601
"YFL062W","YFL062W",43.5590992391907,1.28522711958856,0.448498785525107,2.86562006647087,0.00416193413156263,0.0870166744997559
"YFL066C","YFL066C",50.9840631706412,-1.68063861782758,0.462642571584782,-3.63269340318283,0.000280478207317763,0.0275848515791707
"YFL067W","YFL067W",277.09166705906,-2.24567863580356,0.391350950768049,-5.73827310600954,9.56467913765417e-09,5.41934719939485e-05
"YFR001W","YFR001W",379.63827008675,0.313568819516566,0.180973416433743,1.7326788966896,0.0831527574410358,0.364715209196924
"YFR002W","YFR002W",251.619123675766,0.468255040649637,0.191223474529157,2.44873199696117,0.0143360073323776,0.157418251056689
"YFR003C","YFR003C",613.382826561386,0.0278939362555356,0.245400896100323,0.113666806840559,0.909501926243029,0.969755709574294
"YFR004W","YFR004W",1556.70721070851,0.171497903563445,0.170104025600505,1.00819426793704,0.313361209154935,0.655893834899099
"YFR005C","YFR005C",94.2943514830033,0.469982403192366,0.23331518516743,2.01436697253589,0.0439710192468684,0.270660909912991
"YFR006W","YFR006W",498.592117508711,0.0871954539323094,0.176758853090243,0.493301763435818,0.621799382556308,0.854433434454768
"YFR007W","YFR007W",243.054294096898,0.143423829301821,0.174306166428713,0.822827053341672,0.410606349915047,0.735055469371118
"YFR008W","YFR008W",209.396503478024,-0.0663281087202215,0.171743797036837,-0.386203809771337,0.699345732433062,0.890767917423706
"YFR009W","YFR009W",409.817770496585,0.0553019285337595,0.164024081569741,0.337157373505827,0.735998268890892,0.905144519946734
"YFR010W","YFR010W",1036.56525013726,-0.0992587725658734,0.213424297069498,-0.465077190970208,0.64187617938559,0.864804359128197
"YFR011C","YFR011C",432.489935377219,-0.0527634022364235,0.283338759677763,-0.186220206146277,0.852272078889314,0.950091230824226
"YFR012W","YFR012W",53.2817049819286,0.573734629380085,0.383467989951582,1.49617346014338,0.134608458716762,0.456472185504661
"YFR013W","YFR013W",207.779814773588,-0.165430803880469,0.207063246739566,-0.798938519922562,0.424326061874513,0.74198728365028
"YFR014C","YFR014C",711.651433224567,0.135979144354767,0.230405316560504,0.590173640021275,0.555074242616239,0.821162051870395
"YFR015C","YFR015C",756.446348780596,-0.361087650451361,0.409186672380725,-0.882452129612346,0.377532355965894,0.707181334546498
"YFR016C","YFR016C",1044.58378066738,-0.572652634606765,0.213089868745321,-2.68737616658436,0.00720157997703298,0.109329546344594
"YFR017C","YFR017C",2805.1817213398,-0.857472389941641,0.30588896547735,-2.80321452133302,0.00505960030268087,0.0924764364999672
"YFR018C","YFR018C",154.615377339335,-1.08451846070836,0.487007674807992,-2.22690219643036,0.0259538110247954,0.206536928745071
"YFR019W","YFR019W",289.532753608662,-0.768674593279506,0.261107540717516,-2.94390039892074,0.00324104284867678,0.0781011608071606
"YFR020W","YFR020W",202.888072118008,0.227881458429637,0.156599431013546,1.45518701412092,0.145617494946768,0.476562245192317
"YFR021W","YFR021W",175.772182472518,-0.37503070382182,0.183790050689878,-2.04053866035782,0.0412967045352572,0.261730568117189
"YFR022W","YFR022W",503.260084743612,-0.635217252552747,0.366173962989464,-1.73474172594577,0.0827865620574049,0.364466713766322
"YFR023W","YFR023W",92.8070161482823,0.504344384241347,0.302704503458486,1.66612778627033,0.0956879652604347,0.391945021542594
"YFR024C-A","YFR024C-A",960.438244908167,-0.185638038381629,0.181262580034778,-1.02413878444195,0.305769727639756,0.649116252082
"YFR025C","YFR025C",514.416165688548,-0.0117373145638868,0.144360307651049,-0.0813056909816133,0.935198848228083,0.977974439532141
"YFR026C","YFR026C",149.760321213227,0.466657802692597,0.380958348718007,1.22495754263683,0.220591217846448,0.569753636839348
"YFR027W","YFR027W",61.7560170832928,0.757483268213896,0.309983331405246,2.44362580652321,0.0145404990238139,0.158131415487389
"YFR028C","YFR028C",136.578151972149,0.567876091189565,0.195837503812767,2.89973105321282,0.0037348296786202,0.0829864508198513
"YFR029W","YFR029W",243.752801609196,-0.665605015118742,0.284217708451888,-2.34188439117408,0.0191866570937105,0.180352344589541
"YFR030W","YFR030W",1326.91225620579,-0.444395090259606,0.318638787363533,-1.39466727806932,0.163116196711523,0.497961406555758
"YFR031C","YFR031C",137.642906854535,0.369750135850757,0.309003696845819,1.19658806553129,0.231467154452221,0.581069737760553
"YFR031C-A","YFR031C-A",1165.47087325949,0.405006253019757,0.545881167712975,0.741931169226027,0.458129039845525,0.763874663593606
"YFR033C","YFR033C",13600.8193453975,-0.400338142070598,0.304881440459088,-1.31309449820157,0.189151107550825,0.530449878907946
"YFR034C","YFR034C",280.009753080793,-0.857056696665459,0.380828194908758,-2.25050746799564,0.0244167499803324,0.199080975721725
"YFR035C","YFR035C",151.397329842198,0.263891441863359,0.356191832975339,0.740868872986287,0.458772950343778,0.763874663593606
"YFR036W","YFR036W",237.893047335971,-0.0803794177670739,0.276922914490008,-0.290259178858867,0.771617965675954,0.918179733142793
"YFR037C","YFR037C",250.607573875851,-0.0993063185137015,0.183464407183246,-0.541283838311555,0.588311958387331,0.837028374476284
"YFR038W","YFR038W",108.793307300637,-0.453271927582418,0.318685717248378,-1.42231641724046,0.154934415033067,0.489563442200608
"YFR039C","YFR039C",168.625922467557,0.618883061631019,0.319248474138218,1.93856231670844,0.0525546558427505,0.29197062092765
"YFR040W","YFR040W",1583.50985736469,-0.98671572091148,0.298449524536274,-3.30613936291111,0.000945910282329507,0.0441052478985446
"YFR041C","YFR041C",237.865214762661,0.211472073213098,0.143127284416346,1.47751055345913,0.139538831472565,0.467549981740719
"YFR042W","YFR042W",109.334081771508,0.198547424805442,0.211785991525461,0.937490829187223,0.348506138934703,0.682463408056334
"YFR043C","YFR043C",322.127982028692,0.160108703368492,0.188751546662953,0.848251080317731,0.396298155321121,0.723630469883814
"YFR044C","YFR044C",708.703377320506,0.112075500354332,0.25240047590022,0.444038387624269,0.657014830264975,0.873641788896403
"YFR045W","YFR045W",384.806526269566,-0.0250268419588445,0.143793803313506,-0.174046734853239,0.861828733592154,0.952804215518663
"YFR046C","YFR046C",237.430929218775,0.102215973292418,0.146646711902143,0.697021924096235,0.485789073422254,0.783167803360263
"YFR047C","YFR047C",2053.30851721696,0.154983004665672,0.278825608285322,0.55584207497569,0.578318819538881,0.830830612993085
"YFR048W","YFR048W",262.676202602746,0.0583311333517313,0.122289127328778,0.476993618532466,0.633366665802206,0.859146643149461
"YFR049W","YFR049W",2634.53803581176,-0.00902832232959774,0.274542377872076,-0.0328849862799852,0.973766305533983,0.988242859959797
"YFR050C","YFR050C",1846.09379330591,0.0652177042811907,0.177909041217852,0.366578920524509,0.713933134204159,0.897622322361705
"YFR051C","YFR051C",233.738085795074,0.0161724670495702,0.295412571800095,0.0547453581647636,0.95634133293206,0.982558271977837
"YFR052W","YFR052W",1224.72678643921,-0.0497784970724209,0.178787395938102,-0.278422854201952,0.780687777699341,0.921559335390816
"YFR053C","YFR053C",40041.1706831562,0.0110309690557972,0.573726101918411,0.0192268907043137,0.984660105885553,0.994295767926197
"YFR055W","YFR055W",76.3081790363001,1.46578744628986,0.454642859825607,3.22404149677422,0.0012639508246873,0.0511538955191302
"YGL001C","YGL001C",410.22239046084,0.441848655388464,0.232854517710842,1.89753095508824,0.0577578972900802,0.3055613875309
"YGL002W","YGL002W",603.516257017032,-0.155648862112038,0.142886720347589,-1.08931650004565,0.276014339002003,0.623066631388585
"YGL003C","YGL003C",349.086738200575,-0.419611137184116,0.201864684830406,-2.07867531429109,0.0376472034042291,0.250358120650529
"YGL004C","YGL004C",492.960478388638,0.149386158048965,0.223322967634054,0.668924292165752,0.503543773304833,0.791798014435181
"YGL005C","YGL005C",880.171740222281,-0.000809067543312759,0.239111118291647,-0.00338364668733609,0.997300245700574,0.998708304979231
"YGL006W","YGL006W",875.384617440134,-0.597440452247542,0.318289531332635,-1.87703456581227,0.0605133565181033,0.312222788426343
"YGL007W","YGL007W",32.2661259011454,-0.189805404872475,0.289362443105187,-0.655943469496759,0.511860497685981,0.797415886689241
"YGL008C","YGL008C",13210.4310711148,0.179288570620433,0.478284761072559,0.374857376217415,0.707766540250905,0.894379062606841
"YGL009C","YGL009C",1806.78773066289,-0.331355811286364,0.337548285425346,-0.981654553122146,0.326270061982742,0.66661589690097
"YGL010W","YGL010W",453.237685803322,-0.114613698611186,0.236288379534265,-0.485058549375534,0.627634814005616,0.856704133017542
"YGL011C","YGL011C",2335.65574586338,-0.253095995569502,0.207184397689335,-1.22159775732249,0.221859777154906,0.57072446588998
"YGL012W","YGL012W",1386.67621601066,-0.116104072593594,0.325947957926499,-0.356204325783121,0.721687552627435,0.900380145379153
"YGL013C","YGL013C",469.173386319587,-0.244129155289662,0.217294844533191,-1.12349262502807,0.261228331043097,0.608101776372303
"YGL014W","YGL014W",306.813287680668,-0.860094279361743,0.320312613347068,-2.6851714341633,0.00724926120947217,0.109531504034318
"YGL016W","YGL016W",142.421140448993,0.460702574790035,0.219281055881245,2.10096842583399,0.0356437380038997,0.242636311258039
"YGL017W","YGL017W",94.059298229503,0.230926557764469,0.284526107172202,0.811618167694911,0.417010763248561,0.737908489870814
"YGL018C","YGL018C",349.909257856812,-0.224377351095825,0.159441650462661,-1.40726937061136,0.159347528159868,0.495027614118108
"YGL019W","YGL019W",900.944283217268,-0.0830017643679207,0.12329799616653,-0.673180156600568,0.500832683794584,0.791237261450659
"YGL020C","YGL020C",426.403289200828,0.103985908403123,0.180011055967182,0.577664009826602,0.563490982081408,0.825601910381322
"YGL021W","YGL021W",158.816533040454,0.797366100143405,0.281740195867773,2.83014675164642,0.00465266578485986,0.0893627265661558
"YGL022W","YGL022W",661.104206534293,-0.176648778750981,0.233799246103738,-0.755557520799709,0.449914532869086,0.758921031031926
"YGL023C","YGL023C",288.373589131285,-1.05498030930814,0.339047786652356,-3.11159768870536,0.00186077896498261,0.0616559860560905
"YGL025C","YGL025C",141.353320617811,-0.514483123731744,0.218883393326459,-2.3504895273823,0.0187487352484225,0.179975325743408
"YGL026C","YGL026C",651.03404177233,-0.149545722847997,0.340157306654572,-0.439636955968317,0.660200070133058,0.873789674696077
"YGL027C","YGL027C",290.144347892802,0.191819021387707,0.263918848971337,0.726810616730673,0.467341978441235,0.769834867092339
"YGL028C","YGL028C",430.540597442506,0.18280489401969,0.733537663641301,0.249209963006182,0.803198373143311,0.930658892071574
"YGL029W","YGL029W",98.2082369484599,0.726204929074191,0.327942660207303,2.21442653607534,0.0267994511471946,0.210047207600089
"YGL030W","YGL030W",1985.16826238979,0.665669338805212,0.558892420987407,1.19105093182183,0.233633591010555,0.581659977269401
"YGL031C","YGL031C",1311.64531290939,0.307795138330006,0.477305916890845,0.644859255747286,0.519018397663948,0.801533763542934
"YGL032C","YGL032C",22.8626004050533,0.173111339169198,0.415909589847512,0.416223485572109,0.677246475741837,0.880513660292163
"YGL035C","YGL035C",467.763224199568,0.196444365937505,0.33936364475053,0.578860962204462,0.562682992813256,0.825601910381322
"YGL036W","YGL036W",384.031159926483,-0.932433373218837,0.248535893280803,-3.75170507933575,0.000175635999702053,0.0221145238735963
"YGL037C","YGL037C",4324.96424219039,0.0273348040876535,0.283283241874853,0.0964928384282233,0.923129161493057,0.97424172894762
"YGL038C","YGL038C",219.155945259532,0.185748563993406,0.236238598606848,0.786275253446334,0.431706247005718,0.745815916733048
"YGL039W","YGL039W",190.179999388284,0.175246049269427,0.251607658168184,0.696505227803067,0.486112484487678,0.783365568005456
"YGL040C","YGL040C",638.571642016128,-0.148467972586432,0.216240868540146,-0.686586090727194,0.492343596051993,0.786309899694369
"YGL041W-A","YGL041W-A",69.8018905424044,0.551426655811767,0.309732444772861,1.78033223550781,0.0750216045867349,0.347849763983993
"YGL042C","YGL042C",63.6136489349575,-0.103610052657305,0.30662151010272,-0.337908624292519,0.735432048210516,0.905144519946734
"YGL043W","YGL043W",321.87527718147,0.0413513421345239,0.192988646084432,0.21426826382539,0.830337865104766,0.940698301473777
"YGL044C","YGL044C",423.537746317463,0.0694168079266438,0.172915027064029,0.401450406626251,0.68808854407925,0.88675686366112
"YGL045W","YGL045W",852.322907095954,-0.300809777452607,0.191414750170316,-1.57150782363927,0.116064738574592,0.432825458224043
"YGL047W","YGL047W",253.003396609372,-0.219676878196756,0.233897718126176,-0.939200604249809,0.347627758857908,0.682094199697032
"YGL048C","YGL048C",2206.61002659707,-0.186205974361967,0.195523385595779,-0.952346307806504,0.340921379931371,0.678251593641554
"YGL049C","YGL049C",263.2703286972,-0.56647997666304,0.23939374488742,-2.36631068589297,0.0179663602491902,0.177347381832599
"YGL050W","YGL050W",380.807802628456,0.047547770016442,0.194145251214668,0.244908230919684,0.806527488390286,0.931612823539601
"YGL054C","YGL054C",1379.62844470303,0.128134366336516,0.157592516452707,0.813073927751946,0.416175673680797,0.737582535838409
"YGL055W","YGL055W",7168.51504818298,-0.984912662584575,0.421784023633215,-2.33511135414901,0.0195376043356051,0.180606433103419
"YGL056C","YGL056C",706.959285033997,-0.576290430951492,0.362114714688202,-1.59145819701833,0.111506496024149,0.422938865029016
"YGL057C","YGL057C",112.712045746458,-0.226393574803388,0.211372622074954,-1.0710638519832,0.284140720330628,0.630854749762279
"YGL058W","YGL058W",760.95954790922,0.138697007376218,0.238078904610935,0.582567395472833,0.560184559601178,0.824378740888847
"YGL059W","YGL059W",814.961322104583,-0.127722078908394,0.243060739562651,-0.525473917088419,0.599253780633937,0.843780298477109
"YGL060W","YGL060W",123.956205623401,0.0374940600168455,0.176871102900369,0.211985222017674,0.832118563449329,0.941450435404133
"YGL061C","YGL061C",155.827298959821,0.114856397507002,0.410157759463416,0.280029805256546,0.779454638015926,0.921559335390816
"YGL062W","YGL062W",4990.33293302962,-1.67320529640421,0.614114221674119,-2.72458320838579,0.00643827049555508,0.103340625007975
"YGL063W","YGL063W",33.101891057129,-0.724145488339143,0.435965029001556,-1.6610173756312,0.0967099570576375,0.394214832150053
"YGL064C","YGL064C",122.438411077662,0.206849739696094,0.226067204191305,0.91499224947751,0.360195698975115,0.692054537264497
"YGL065C","YGL065C",137.289173168207,-0.0291557876341045,0.187502222560411,-0.155495690856202,0.876430550823351,0.957407758993142
"YGL066W","YGL066W",264.588050470562,-0.414071007813827,0.184078301307654,-2.24942866634662,0.0244852364917689,0.199080975721725
"YGL067W","YGL067W",293.773813212837,0.246737452032108,0.15419204316692,1.60019574917367,0.109555164875598,0.421333201648876
"YGL068W","YGL068W",162.903230814378,0.065283912855787,0.267326289871102,0.244210597047022,0.807067720241881,0.931612823539601
"YGL070C","YGL070C",246.397034558772,0.135433232756141,0.200591397802059,0.675169694414241,0.499567958424802,0.790656997886851
"YGL071W","YGL071W",359.351035634219,-0.307977187375965,0.200104971997571,-1.53907813634787,0.123785221916349,0.445207613654968
"YGL073W","YGL073W",731.019625364753,-0.371111653307454,0.127789567536636,-2.9040841162645,0.0036832918683885,0.0821739112587869
"YGL075C","YGL075C",113.605081450217,0.116395201165679,0.169650686291494,0.686087417092368,0.492657985159726,0.786309899694369
"YGL076C","YGL076C",735.470806919047,0.331542041912493,0.431783939126157,0.76784245978085,0.442580785600257,0.753706791883261
"YGL077C","YGL077C",403.791863489604,0.565984362647638,0.186997099816529,3.02670128682717,0.00247238149278259,0.067153613724857
"YGL078C","YGL078C",669.723110088249,0.223025001307991,0.27834261425171,0.801260712117569,0.422980730281942,0.741202579312175
"YGL079W","YGL079W",301.251223632493,0.138194433653899,0.189501400312329,0.729252836264706,0.465847016567365,0.768410246250564
"YGL080W","YGL080W",431.533935293102,0.0659543769113189,0.283025089023854,0.233033676056047,0.81573525581755,0.934672590386701
"YGL081W","YGL081W",87.7663468306967,0.123902582295749,0.255224870693634,0.485464374843307,0.627346977542156,0.856517584278037
"YGL082W","YGL082W",650.944136081128,0.160652594789729,0.279708678625763,0.574356847199135,0.565726348019796,0.826072542035097
"YGL083W","YGL083W",474.525277454115,0.0143736135773543,0.244349741289605,0.0588239361396276,0.953092343186533,0.98121898364806
"YGL084C","YGL084C",363.282436359555,0.0981429461762173,0.131188212991455,0.748107958316423,0.454395042117686,0.761304973637649
"YGL085W","YGL085W",244.56474136866,0.209620402876594,0.115324218142455,1.8176616000783,0.0691158702682599,0.332436774991478
"YGL086W","YGL086W",271.793464034799,0.183780059078808,0.273770625778891,0.67129210285415,0.502034464518675,0.791245417513996
"YGL087C","YGL087C",1471.05149484361,-0.414413303813579,0.181060882513534,-2.28880638413215,0.0220906043857822,0.190510448173276
"YGL089C","YGL089C",61.5665755561721,0.383077012346306,0.615444270525412,0.622439805994568,0.533652712816962,0.809700781349797
"YGL090W","YGL090W",252.126561208726,-0.500722036013722,0.198528567498573,-2.52216616642499,0.0116634598195046,0.140033666717748
"YGL091C","YGL091C",577.571054960749,0.0965242475896275,0.188907098691987,0.510961463375234,0.609378041393094,0.848766926018741
"YGL092W","YGL092W",137.545559513045,-0.199384333663381,0.372699483961659,-0.534973463188085,0.592668207405235,0.839426170533608
"YGL093W","YGL093W",274.887433910985,-0.166371095133707,0.206882127293682,-0.804183025909883,0.421291280305152,0.74092552547869
"YGL094C","YGL094C",294.607200337436,-0.288415727555453,0.248462822636862,-1.16080033420929,0.245723107056187,0.593687669596948
"YGL095C","YGL095C",610.427874733264,-0.162397692700406,0.117847284787209,-1.37803508153488,0.168192457088402,0.505677708326555
"YGL096W","YGL096W",1228.30791326276,-0.350811465581468,0.191708581000426,-1.82992051660269,0.0672618250567552,0.329809698016938
"YGL097W","YGL097W",342.651340328112,0.301034179132612,0.197775798497418,1.52209816074408,0.127984486795304,0.449014601662912
"YGL098W","YGL098W",442.310787056156,-0.149514508594303,0.188708352716901,-0.792304667184517,0.428183050987561,0.744075892191743
"YGL099W","YGL099W",165.166116354416,0.0352238352617068,0.270928710249051,0.130011452936558,0.896557365468167,0.966315152567684
"YGL100W","YGL100W",458.938340156587,0.0891400809574812,0.129162372721639,0.690139698421223,0.490106340370703,0.784100954065217
"YGL101W","YGL101W",113.249295919856,0.566464991273336,0.220896189737477,2.56439457804387,0.0103355971871668,0.134468227823521
"YGL103W","YGL103W",39.1656911299382,0.264711090523061,0.309993520659155,0.853924591585631,0.393146772892771,0.721691137675845
"YGL104C","YGL104C",258.114533421541,0.142309071407092,0.259545004892407,0.548302100693808,0.58348448521596,0.833441082131022
"YGL105W","YGL105W",640.818238503292,-0.146558716996497,0.313142886488347,-0.46802505603764,0.639766671710202,0.862870259916687
"YGL106W","YGL106W",773.494590460754,-0.0189178780247332,0.217557443362248,-0.0869557838719114,0.930706658279664,0.97691439900196
"YGL107C","YGL107C",308.722305044982,0.234716743351833,0.147698147944365,1.5891651088289,0.112023121476312,0.423996664184893
"YGL108C","YGL108C",90.1040935567007,-0.353877444389844,0.280074110077897,-1.26351359035443,0.206404665638854,0.550088821970717
"YGL109W","YGL109W",25.3549763971588,0.841237928857108,0.369450263714413,2.27699912946169,0.0227862776048781,0.193886039788067
