"","Holly_59A","Holly_59B","Holly_59C","Holly_Anc_A","Holly_Anc_B","Holly_Anc_C"
"YKR088C",830.905875224754,615.248021934447,572.946682362643,706.598425476068,609.630396241706,616.773106566282
"YKR089C",984.465695203,931.38336917349,1085.176471604,773.647911105184,965.178247694915,954.362931940629
"YKR090W",358.656839812204,333.158019782685,288.129256448266,309.459164442074,443.596258063084,424.031510764319
"YKR091W",596.359026901817,432.862244681152,280.401651869193,536.395885032928,452.820376850786,431.040296066208
"YKR092C",130.42066902262,291.817243605271,261.634612177161,191.569958940331,296.010357459865,320.067862119624
"YKR093W",1775.40394604985,3529.77274244209,2748.81934312713,1359.40990094197,2208.75717152772,3167.97095645408
"YKR094C",2076.21290847299,1843.31225543996,1404.21614636856,2511.04007718711,1878.36600767733,2409.85401296636
"YKR095W",1167.47534367022,1173.34850032953,1096.21590671696,1343.20013518548,1221.77646124369,1185.65284690299
"YKR095W-A",113.592195600346,137.397285530815,118.121955708676,134.835778792618,103.142419171568,121.485611899419
"YKR096W",1526.13218348243,1442.06354548271,1103.94351129604,1311.51741120688,1402.06605573058,1433.29659423642
"YKR097W",157981.501369948,209265.793104885,136443.002222145,114589.781362762,150283.536070495,151387.426259047
"YKR098C",332.362350089902,375.714701141787,625.935970904853,305.038319235758,416.762457953408,441.553474019043
"YKR099W",342.880145978823,651.725177385105,560.803303738386,380.929495277505,501.456639549574,513.977588805235
"YKR100C",709.951222502163,806.145135459561,946.079589180703,833.329321390441,793.274215742302,740.594980232998
"YKR101W",328.155231734333,283.305907333451,292.54503049345,414.822641859256,331.229720103815,292.032720912065
"YKR102W",84.1423671113675,105.783750806911,144.616599979781,84.7328664543773,146.747344349792,150.688883990626
"YKR103W",61.0032161557414,72.9543109013178,147.928430513669,59.6814102852571,98.9496379044309,117.981219248474
"YKR104W",22.087371366734,41.3407761774134,83.8997068584988,40.5244143912239,43.6049251782238,58.4065441824131
"YKR105C",34.7087264334391,44.9884917224793,43.0537969405454,51.5765274070123,53.6676002193524,52.5658897641718
"YLL001W",1618.68878730493,2260.36773275916,3500.60487431973,1475.08868384055,2036.01458332168,2118.98942293795
"YLL002W",231.391509556261,199.408449796935,158.967865626629,191.569958940331,192.867938288298,217.272344358577
"YLL003W",781.472234546826,714.952246832914,693.276525093911,800.909789877462,713.611371666701,696.206006654364
"YLL004W",129.368889433728,119.158707805486,144.616599979781,127.467703448759,126.621994267534,157.697669292515
"YLL005C",716.261900035516,860.86086863555,912.961283841822,735.333919317118,712.772815413274,777.975168509742
"YLL006W",802.507826324667,892.474403359454,740.74609607964,583.551567233625,622.208740043116,659.993949261268
"YLL007C",372.329974467801,502.168840037404,468.072048789519,369.877382261717,391.605770350587,414.686463695133
"YLL008W",374.433533645585,421.919098045954,550.867812136722,443.558135700306,393.282882857442,405.341416625947
"YLL009C",433.333190623543,617.679832297824,1716.63216006534,595.340487783799,525.774770898968,392.491976905816
"YLL010C",79.9352487557991,131.317759622372,199.813775544583,95.7849794701657,137.52322556209,205.591035522094
"YLL011W",224.029052434016,239.53332079266,285.921369425673,246.093716484887,223.894519665111,246.475616449783
"YLL012W",157.766938333814,220.078837885642,293.648974004746,221.779067850153,402.507001645143,265.165710588155
"YLL013C",279.773370645297,289.385433241894,574.050625873939,159.150427427352,309.427257514703,345.766741559885
"YLL014W",391.262007067859,243.181036337726,306.896296140298,321.984892526634,233.957194706239,321.235993003272
"YLL015W",1688.10624017181,1731.44897872461,1570.91161657426,1664.44822017773,1737.48855710153,1683.27660333714
"YLL016W",830.905875224754,806.145135459561,484.63120145896,932.061530998151,784.888653208028,827.036665622969
"YLL017W",96.7637221780726,100.920130080156,47.4695709857296,106.100284951568,109.850869198987,106.299910411992
"YLL018C",4642.5551053697,6116.00306389381,4445.58051998914,3504.25663353929,4915.61675759131,4605.94007422509
"YLL018C-A",342.880145978823,424.350908409332,296.960804538634,313.880009648389,443.596258063084,362.120573930961
"YLL019C",2685.19329044152,2761.32066761488,2109.63605008673,1494.24567973458,2443.55292248739,2325.74858934369
"YLL021W",654.206904290882,741.702160830064,619.312309837076,744.912417264135,849.457484721937,789.656477346225
"YLL022C",669.983598124264,659.020608475237,352.157980103436,643.232977518882,696.001690344726,693.869744887067
"YLL023C",1871.11588863903,1769.14203935696,1243.04039371934,1553.19028248546,1538.75072503924,1984.6543713184
"YLL024C",1057.03848683655,3102.99002366938,5244.83562216747,1087.52792075357,4482.92173082278,3565.13545689449
"YLL025W",127.265330255943,154.419958074456,129.161390821636,99.4690171420951,115.720762972979,112.140564830233
"YLL026W",5056.95626339319,12622.3116911097,16074.5214679816,5495.11059144997,11698.6982915654,7900.06916611319
"YLL027W",2516.90855621878,3729.18119223903,3902.44031243149,2729.13510736534,3247.72836952424,3049.98973720561
"YLL028W",688.915630724321,1105.25781015496,1080.76069755882,622.602366556077,956.792685160641,956.699193707926
"YLL029W",2426.45551157406,3156.48985166368,2934.28185302487,2289.99781687135,3012.09406231115,2849.07122521811
"YLL031C",607.92860237963,536.214185124686,556.387529693202,559.973726133276,607.953283734851,578.224787405889
"YLL032C",535.355810746076,398.81689959387,366.509245750284,400.086491171538,420.116682967118,418.190856346078
"YLL033W",193.527444356145,190.897113525115,140.200825934597,190.833151405945,128.299106774389,162.370192827108
"YLL034C",109.385077244778,211.567501613822,337.806714456587,117.889205501742,199.576388315717,164.706454594405
"YLL035W",42.0711835556837,47.4203020858565,83.8997068584988,44.2084520631534,60.3760502467714,57.2384132987648
"YLL036C",322.896333789873,299.112674695403,363.197415216396,326.405737732949,367.287639001193,355.111788629071
"YLL038C",149.352701622677,165.363104709654,166.695470205701,97.2585945389374,158.487131897775,162.370192827108
"YLL039C",11981.8730766587,12280.6423350552,11663.1631968426,9943.95448407197,10519.6881992465,10399.8692571205
"YLL040C",1354.69211049302,1730.23307354292,2129.50703329005,1455.93168794652,2156.76668381522,1976.47745513286
"YLL041C",34044.0017332593,39260.3624115442,24451.2448316959,30451.5185886344,29768.746996672,29553.711356301
"YLL042C",82.0388079335833,32.829439905593,50.7814015196177,64.8390630259583,41.0892564179416,43.2208426949857
"YLL043W",727.831475513329,761.156643737082,643.599067085589,712.492885751155,858.681603509638,971.884895195353
"YLL045C",2017.31325149504,1562.43815846989,1160.24463037213,1510.45544549107,1438.96253088139,1741.68314751956
"YLL048C",1920.54952931696,3978.4417544852,3429.95248959679,2273.78805111486,2654.03054209766,2651.65710588155
"YLL049W",307.119639956491,251.692372609546,224.100532793095,302.827896632601,215.508957130837,240.634962031542
"YLL050C",4775.07933357011,4036.80520320625,4208.23266506049,5254.17452770578,3735.76810901898,4323.25240038221
"YLL051C",481.715051712579,524.055133307799,557.491473204498,452.399826112936,521.581989631831,460.243568157415
"YLL053C",141.990244500433,85.1133627182041,118.121955708676,84.7328664543773,95.5954128907214,113.308695713881
"YLL054C",167.232954633843,115.51099226042,313.519957208074,140.730239067705,155.132906884065,182.228417849129
"YLL055W",807.766724269128,721.031772741357,816.918198359067,688.915044650807,645.688315139083,699.710399305308
"YLL056C",493.284627190392,400.032804775559,346.638262546955,375.771842536804,340.453838891517,388.987584254871
"YLL057C",92.5566038225042,120.374612987174,75.0681587681305,132.62535618946,124.106325507252,126.158135434012
"YLL058W",364.967517345557,446.237201679727,490.15091901544,341.141888420667,316.97426379555,399.500762207705
"YLL059C",28.3980489000865,41.3407761774134,26.4946442711049,54.5237575445558,37.7350314042321,43.2208426949857
"YLL060C",540.614708690536,558.100478395081,349.950093080844,524.606964482753,614.66173376227,603.923666846151
"YLL061W",594.255467724033,1006.76949043819,744.057926613529,604.918985730816,1069.15922311991,1155.28144392813
"YLL062C",283.980489000865,290.601338423582,288.129256448266,274.092402791551,297.68746996672,362.120573930961
"YLL063C",228.236170789584,364.771554506589,504.502184662289,312.406394579617,525.774770898968,519.818243223476
"YLR001C",1181.14847832582,1202.53022469005,1183.42744410935,1034.47777827779,1071.67489188019,1115.56499388409
"YLR002C",242.961085034074,237.101510429283,398.523607577869,328.616160336107,265.82233233648,227.785522311411
"YLR003C",339.724807212146,297.896769513714,289.233199959562,453.136633647322,296.848913713293,256.988794402617
"YLR004C",520.630896501586,766.020264463837,300.272635072522,540.816730239243,481.331289467316,403.00515485865
"YLR005W",1610.2745505938,1497.99518384039,990.237329632545,1730.02409073807,1512.75548118299,1484.69435311694
"YLR006C",230.339729967369,296.680864332026,412.874873224718,230.620758262784,412.569676686271,378.474406302037
"YLR007W",748.867067291171,711.304531287848,487.943031992848,808.277865221321,748.830734310651,684.524697817881
"YLR008C",154.611599567138,178.738061708229,642.495123574293,195.253996612261,227.24874467882,203.254773754797
"YLR009W",691.019189902106,644.429746294974,649.118784642069,831.118898787284,640.656977618519,643.640116890192
"YLR010C",196.682783122822,158.067673619522,126.953503799044,213.674184971908,168.549806938904,198.582250220204
"YLR011W",188.268546411685,155.635863256145,96.0430854827552,201.885264421734,171.065475699186,172.883370779943
"YLR014C",76.7799099891228,114.295087078731,188.774340431622,111.994745226655,134.169000548381,141.34383692144
"YLR015W",322.896333789873,316.135347239044,343.326432013067,398.612876102766,314.458595035268,327.076647421513
"YLR016C",362.863958167772,368.419270051655,263.842499199753,391.244800758908,376.511757788894,306.050291515844
"YLR017W",884.546634258251,797.633799187741,736.330322034456,873.853735781665,798.305553262866,737.090587582053
"YLR018C",594.255467724033,632.270694478087,433.849799939342,635.128094640637,609.630396241706,553.694038849276
"YLR019W",698.38164702435,815.87237691307,710.939621274647,659.442743275371,772.310309406618,844.558628877693
"YLR020C",234.546848322937,340.453450872816,500.086410617105,285.881323341725,352.1936264395,364.456835698258
"YLR021W",344.983705156607,302.760390240469,203.125606078471,385.35034048382,338.776726384662,288.528328261121
"YLR022C",122.006432311483,153.204052892767,164.487583183109,184.201883596472,155.971463137493,164.706454594405
"YLR023C",453.317002812492,592.145823482363,944.975645669407,426.61156240943,722.835490454402,670.507127214102
"YLR024C",402.831582545672,465.691684586745,526.581054888209,383.876725415049,454.49748935764,448.562259320932
"YLR025W",1858.49453357233,1741.17622017812,1375.51361507486,2095.48062779347,1761.80668845093,1724.16118426483
"YLR026C",190.372105589469,182.385777253294,301.376578583818,159.150427427352,197.899275808862,197.414119336556
"YLR027C",3498.2189126551,4797.96184694333,5711.80372744569,2781.44844230673,3682.10050879963,4211.11183555198
"YLR028C",3751.6977935781,3726.74938187565,2911.09903928765,3842.45129182242,3950.43850989639,3912.07032933803
"YLR029C",6367.47363115273,4558.42852615067,4019.45832462887,6164.13183267235,4425.06134933629,5195.84617046747
"YLR030W",99.9190609447489,98.488319716779,61.820836632578,83.9960589199914,129.137663027817,126.158135434012
"YLR031W",34.7087264334391,34.0453450872816,25.3907007598088,36.1035691849086,43.6049251782238,43.2208426949857
"YLR032W",344.983705156607,406.112330684002,522.165280843025,355.878039108385,453.658933104213,419.358987229726
"YLR033W",417.556496790161,457.180348314925,463.656274744335,543.763960376787,467.075833159051,435.712819600801
"YLR034C",971.844340136295,880.315351542568,612.6886487693,817.119555633952,733.736721748958,730.081802280163
"YLR035C",180.90608928944,159.28357880121,115.914068686084,174.623385649456,145.070231842937,172.883370779943
"YLR036C",146.197362856001,83.8974575365154,78.3799893020186,137.783008930161,99.7881941578583,96.9548633428057
"YLR037C",111.488636422562,104.567845625222,89.4194244149789,106.837092485954,140.8774505758,115.644957481178
"YLR038C",13464.8822969966,11581.4968555842,8812.78105067626,13055.4927017836,9795.17559628523,10301.746262894
"YLR039C",479.611492534795,445.021296498038,572.946682362643,475.240859678899,425.148020487682,468.420484342953
"YLR042C",32.6051672556549,13.3749569985749,5.51971755648018,32.4195315129791,33.5422501370952,28.0351412075583
"YLR043C",2290.77594460698,1894.38027307088,1422.98318606059,1999.6956483233,1605.83522531343,1735.84249310132
"YLR044C",5447.16649087215,1619.58570200925,1116.08688992029,2186.10795452293,2151.73534629466,1626.03819003838
"YLR045C",892.960870969388,753.86121264695,533.204715955986,769.963873433255,886.353959872741,890.115733339975
"YLR046C",317.637435845412,175.090346163163,204.229549589767,366.193344589787,240.665644733658,216.104213474928
"YLR047C",248.219982978534,231.02198452084,252.803064086792,204.832494559277,262.46810732277,274.510757657341
"YLR048W",4505.82375881373,3678.1131746081,3190.39674764555,3794.55880208733,3386.92870759319,4441.23361963069
"YLR049C",734.142153046681,559.31638357677,425.018251848974,833.329321390441,578.603814864893,553.694038849276
"YLR050C",738.34927140225,562.964099121835,330.079109877515,730.176266576417,638.141308858237,689.197221352474
"YLR051C",236.650407500721,206.703880887067,195.398001499398,324.195315129791,188.675157021161,210.263559056687
"YLR052W",288.187607356434,231.02198452084,183.254622875142,303.564704166987,275.885007377608,311.890945934086
"YLR053C",1659.70819127172,508.248365945847,219.684758747911,2091.79659012154,1147.14495468866,863.248723016065
"YLR054C",68.3656732779861,35.2612502689703,20.9749267146247,80.312021248062,69.6001690344726,40.8845809276891
"YLR055C",127.265330255943,245.612846701103,400.731494600461,173.88657811507,272.530782363899,258.156925286266
"YLR056W",3948.38057670092,3115.14907548627,1797.22003638995,3125.53756086494,2857.79971168051,2351.44746878395
"YLR057W",667.88003894648,638.350220386531,668.989767845398,641.75936245011,609.630396241706,619.109368333578
"YLR058C",3821.11524644498,3720.66985596721,2603.09879963605,3208.06000471616,2283.38867808276,2308.22662608896
"YLR059C",474.352594590334,434.078149862841,333.390940411403,341.878695955053,460.367383131632,414.686463695133
"YLR060W",1420.95422459322,1494.34746829533,1940.73269285843,1087.52792075357,1464.95777473763,1558.28659878678
"YLR063W",71.5210120446624,82.6815523548268,70.6523847229463,69.9967157666595,83.0170690893107,61.9109368333578
"YLR064W",547.977165812781,815.87237691307,868.803543389981,571.025839149065,569.379696077191,663.498341912212
"YLR065C",270.307354345268,222.510648249019,186.56645340903,330.826582939265,254.082544788496,233.626176729652
"YLR066W",717.313679624408,579.986771665476,445.993178563599,773.647911105184,513.196427097557,582.897310940482
"YLR067C",254.530660511887,291.817243605271,567.426964806163,274.092402791551,284.270569911882,308.386553283141
"YLR068W",285.032268589757,184.817587616672,175.52701829607,421.453909668729,185.320932007451,198.582250220204
"YLR069C",586.893010601788,983.667291986101,4010.6267765385,609.339830937131,1075.86767314733,952.026670173333
"YLR070C",375.485313234477,520.407417762733,222.996589281799,444.294943234692,469.591501919333,403.00515485865
"YLR071C",669.983598124264,674.827375837189,844.516786141468,624.075981624849,703.548696625572,737.090587582053
"YLR072W",378.640652001154,458.396253496613,378.65262437454,421.453909668729,536.676002193524,495.287494666863
"YLR073C",128.317109844835,171.442630618097,104.874633573123,158.413619892966,130.814775534671,149.520753106977
"YLR074C",314.482097078736,396.385089230493,337.806714456587,358.825269245928,373.996089028612,346.934872443534
"YLR075W",5473.46098059446,3299.96666310294,3008.2460682817,3818.13664318768,2779.81398011177,4249.66015471237
"YLR077W",472.24903541255,622.543453024578,843.412842630172,506.923583657492,603.760502467714,581.729180056834
"YLR078C",491.181068012608,364.771554506589,302.480522095114,478.188089816442,315.297151288695,357.448050396368
"YLR079W",963.430103425158,819.520092458136,756.201305237785,1047.00350636235,851.973153482219,846.894890644989
"YLR080W",564.805639235054,334.373924964373,198.709832033287,697.019927529052,381.543095309458,408.845809276891
"YLR081W",45.22652232236,37.6930606323475,41.9498534292494,55.2605650789417,51.9904877124976,40.8845809276891
"YLR082C",269.255574756376,237.101510429283,218.580815236615,350.720386367684,253.243988535069,254.652532635321
"YLR083C",571.116316768407,543.509616214817,574.050625873939,520.922926810824,544.22300847437,525.658897641718
"YLR084C",525.889794446047,356.260218234768,543.14020755765,422.927524737501,550.931458501789,474.261138761194
"YLR085C",423.867174323514,412.191856592445,415.08276024731,446.505365837849,483.008401974171,413.518332811484
"YLR086W",796.197148791315,748.997591920196,706.523847229463,768.490258364483,738.768059269522,769.798252324204
"YLR087C",506.957761845989,503.384745219093,641.391180062997,466.399169266268,593.697827426585,626.118153635468
"YLR088W",720.469018391084,652.941082566794,510.021902218769,635.864902175023,591.182158666303,593.410488893317
"YLR089C",2245.54942228462,2153.36807677056,1754.1662394494,2015.90541407979,1990.7325456366,2057.07848610459
"YLR090W",227.184391200692,406.112330684002,826.853689960731,302.091089098215,507.326533323565,388.987584254871
"YLR091W",209.304138189527,271.146855516564,171.111244250886,216.621415109452,223.894519665111,251.148139984376
"YLR092W",478.559712945903,401.248709957248,290.337143470858,426.61156240943,449.466151837076,427.535903415264
"YLR093C",2371.76297295167,2133.91359386354,1319.21249599876,2765.23867655024,2057.81704591079,1962.45988452908
"YLR094C",423.867174323514,511.896081490913,662.366106777622,389.771185690136,564.348358556627,487.110578481325
"YLR095C",394.417345834535,536.214185124686,574.050625873939,412.612219256098,543.384452220943,527.995159409014
"YLR096W",377.588872412262,488.793883038829,619.312309837076,383.139917880663,550.931458501789,474.261138761194
"YLR097C",895.064430147172,710.08862610616,733.018491500568,922.483033051134,720.31982169412,794.329000880818
"YLR098C",377.588872412262,430.430434317775,396.315720555277,377.982265139961,444.434814316512,395.996369556761
"YLR099C",1066.50450313658,514.32789185429,354.365867126028,559.23691859889,726.189715468112,577.056656522241
"YLR099W-A",392.313786656751,310.055821330601,172.215187762182,379.455880208733,310.265813768131,281.519542959231
"YLR100W",1078.0740786144,847.485911636975,686.652864026135,1052.16115910305,1012.97595414028,914.646481896589
"YLR102C",428.074292679082,299.112674695403,293.648974004746,375.771842536804,361.417745227201,314.227207701382
"YLR103C",238.753966678505,299.112674695403,260.530668665865,287.354938410497,311.104370021558,296.705244446658
"YLR104W",334.465909267686,293.03314878696,211.957154168839,386.087148018206,301.880251233857,322.40412388692
"YLR105C",254.530660511887,215.215217158887,168.903357228294,317.564047320318,231.441525945957,223.112998776818
"YLR106C",1066.50450313658,1442.06354548271,1998.13775544583,1232.67900502759,1791.99471357431,1489.36687665153
"YLR107W",412.297598845701,361.123838961523,431.64191291675,453.873441181708,360.579188973774,388.987584254871
"YLR108C",44.1747427334679,42.556681359102,125.849560287748,47.8924897350828,72.1158377947547,53.73402064782
"YLR109W",566.909198412838,684.554617290698,1723.25582113311,604.18217819643,985.303597777172,696.206006654364
"YLR110C",49066.5696014051,41103.6746669841,21049.9948733928,29578.4016603872,45528.5732235862,41485.0002018844
"YLR113W",1167.47534367022,1283.99587186319,1495.84345780613,1244.46792557777,1373.55514311405,1415.77463098169
"YLR114C",401.77980295678,486.362072675452,457.032613676559,414.822641859256,458.690270624777,400.668893091354
"YLR115W",323.948113378765,375.714701141787,486.839088481552,288.828553479269,354.709295199782,308.386553283141
"YLR116W",171.440072989411,243.181036337726,285.921369425673,172.412963046298,296.848913713293,266.333841471804
"YLR117C",1168.52712325912,1189.15526769148,937.248041090335,1174.47120981111,1118.63404207213,1226.53742783067
"YLR118C",494.336406779284,386.657847776984,323.455448809739,283.670900738568,279.239232391318,294.368982679362
"YLR119W",171.440072989411,155.635863256145,130.265334332932,176.097000718228,148.424456856646,155.361407525219
"YLR120C",2082.52358600635,1549.06320147131,1187.84321815454,1340.25290504793,1872.49611390334,1955.45109922719
"YLR121C",352.346162278851,390.30556332205,317.935731253258,299.143858960671,458.690270624777,470.756746110249
"YLR125W",84.1423671113675,52.2839228126111,37.5340793840652,67.7862931635019,65.4073877673357,67.7515912515992
"YLR126C",307.119639956491,271.146855516564,170.00730073959,364.719729521015,284.270569911882,285.023935610176
"YLR127C",290.291166534218,274.79457106163,319.039674764555,263.040289775763,272.530782363899,234.794307613301
"YLR128W",220.87371366734,212.78340679551,165.591526694405,227.67352812524,202.930613329426,223.112998776818
"YLR129W",450.161664045816,806.145135459561,1190.05110517713,552.605650789417,823.462240865688,705.55105372355
"YLR130C",2570.54931525228,2073.11833477911,2022.42451269434,2536.82834089062,2016.72778949285,2268.51017604492
"YLR131C",494.336406779284,383.010132231918,308.000239651594,434.716445287675,441.080589302802,488.278709364973
"YLR132C",92.5566038225042,89.9769834449586,105.978577084419,95.7849794701657,100.626750411286,96.9548633428057
"YLR133W",515.371998557126,499.737029674027,668.989767845398,407.454566515397,537.514558446951,454.402913739174
"YLR134W",127.265330255943,188.465303161738,471.383879323408,139.993431533319,269.176557350189,276.847019424638
"YLR135W",380.744211178938,427.998623954398,333.390940411403,411.138604187327,337.099613877807,381.978798952981
"YLR136C",45.22652232236,27.9658191788385,36.4301358727692,25.0514561691203,38.5735876576595,25.6988794402617
"YLR137W",59.9514365668493,117.942802623797,117.01801219738,83.2592513856056,138.361781815518,122.653742783067
"YLR138W",354.449721456636,762.372548918771,1233.10490211767,549.658420651874,986.980710284027,832.87732004121
"YLR139C",61.0032161557414,76.6020264463837,262.738555688457,47.8924897350828,109.012312945559,100.45925599375
"YLR141W",74.6763508113387,88.76107826327,78.3799893020186,95.0481719357798,134.169000548381,87.6098162736196
"YLR142W",4411.16359581344,3837.39675340931,2367.95883173,4000.86491171538,4425.06134933629,4259.00520178156
"YLR143W",132.524228200404,133.749569985749,189.878283942918,148.098314411564,134.169000548381,158.865800176164
"YLR144C",310.274978723168,314.919442057355,337.806714456587,268.197942516464,302.718807487284,278.015150308286
"YLR145W",145.145583267109,138.613190712504,171.111244250886,179.781038390157,161.002800658057,143.680098688736
"YLR146C",147.249142444893,184.817587616672,282.609538891785,162.097657564896,160.16424440463,182.228417849129
"YLR146W-A",97.8155017669647,46.2043969041679,51.8853450309137,53.0501424757841,32.7036938836678,57.2384132987648
"YLR147C",245.064644211858,178.738061708229,167.799413716998,251.988176759974,195.38360704858,182.228417849129
"YLR148W",469.093696645874,491.225693402206,559.699360227091,541.553537773629,477.977064453607,545.517122663738
"YLR149C",3858.97931164509,3320.63705119165,2312.7616561652,3434.25991777263,3304.75019475731,3442.48171411143
"YLR150W",5387.2150543053,4220.40688564123,3676.1318926158,3769.50734591821,4111.44131055445,4406.18969312124
"YLR151C",714.158340857732,560.532288758458,227.412363326984,867.959275506578,704.387252879,801.337786182707
"YLR152C",2374.91831171835,3280.51218019592,4257.91012306881,2260.52551549591,2531.60132909726,2725.24935155139
"YLR153C",6094.01093804079,4841.73443348412,8023.46144009959,4025.17956035012,5515.18447879188,5302.14608087946
"YLR154C",655.258683879774,639.566125568219,299.168691561226,722.808191232558,615.500290015697,532.667682943607
"YLR163C",777.265116191257,933.815179536868,1607.34175244703,713.966500819927,840.233365934235,733.586194931108
"YLR164W",806.714944680236,198.192544615247,123.641673265156,791.331291930446,362.256301480628,357.448050396368
"YLR165C",277.669811467513,182.385777253294,136.888995400709,320.511277457862,223.894519665111,233.626176729652
"YLR166C",627.91241456858,513.111986672602,527.684998399505,630.707249434322,545.900120981225,508.136934386994
"YLR167W",11372.8926946902,9598.35550425004,6164.42056707707,12188.2702338114,9347.38655695501,10302.9143937777
"YLR168C",822.491638513617,1856.68721243854,4181.73802078939,1098.58003376936,1319.04898664127,1369.04939563576
"YLR169W",97.8155017669647,161.715389164588,110.394351129604,170.202540443141,129.137663027817,106.299910411992
"YLR172C",813.025622213588,819.520092458136,823.541859426843,616.70790628099,633.109971337672,753.444419953129
"YLR173W",695.226308257674,729.543109013178,636.975406017813,715.440115888699,754.700628084643,683.356566934233
"YLR174W",22116.8211952229,27479.457106163,23357.2368120015,22372.4239740932,23674.9587030152,24245.7246210033
"YLR175W",945.549850413992,964.212809079083,1067.51337542327,1120.68425980094,1036.45552923624,1079.35293649099
"YLR176C",200.88990147839,224.942458612396,242.867572485128,181.254653458929,214.670400877409,260.493187053562
"YLR177W",307.119639956491,468.123494950122,909.649453307934,346.299541161368,765.601859379198,703.214791956253
"YLR178C",5647.00461276165,4491.5537411578,2338.15235692501,4651.46596457812,4895.49140750905,5202.85495576936
"YLR179C",399.676243778996,497.305219310649,625.935970904853,315.353624717161,477.977064453607,397.164500440409
"YLR180W",208.252358600635,431.646339499463,814.710311336475,275.566017860323,660.782327700776,489.446840248621
"YLR181C",781.472234546826,747.781686738507,519.957393820433,929.851108394993,854.488822242501,718.400493443681
"YLR182W",1010.7601849253,841.406385728532,782.69594950889,987.322096077092,1027.23141044854,1037.30022467966
"YLR183C",682.604953190969,745.34987637513,517.749506797841,865.74885290342,774.8259781669,831.709189157562
"YLR185W",1538.75353854913,1100.39418942821,1175.69983953028,1089.73834335673,887.192516126169,1491.70313841883
"YLR186W",178.802530111656,172.658535799785,183.254622875142,203.358879490506,180.289594486887,205.591035522094
"YLR187W",127.265330255943,88.76107826327,128.05744731034,83.2592513856056,127.460550520962,167.042716361701
"YLR188W",912.944683158337,773.315695553968,673.405541890582,657.232320672214,778.180203180609,850.399283295934
"YLR189C",1057.03848683655,1151.46220705913,1374.40967156357,1175.94482487988,1142.11361716809,1180.98032336839
"YLR190W",2554.7726214189,1770.35794453864,1182.32350059806,1898.01620857805,1428.06129958683,1561.79099143773
"YLR191W",348.139043923283,550.805047304949,782.69594950889,476.714474747671,526.613327152395,455.571044622822
"YLR192C",779.368675369041,972.724145350904,985.821555587361,905.536459760259,952.599903893504,892.451995107272
"YLR193C",796.197148791315,1114.98505160847,1270.63898150174,845.118241940616,1071.67489188019,984.734334915484
"YLR194C",808.81850385802,640.782030749908,529.892885422097,783.226409052201,860.358716016493,790.824608229873
"YLR195C",668.931818535372,623.759358206267,891.986357127197,702.914387804139,614.66173376227,659.993949261268
"YLR196W",357.605060223312,469.339400131811,483.527257947664,411.875411721712,488.039739494735,420.527118113374
"YLR197W",1133.81839682568,831.679144275023,993.549160166433,703.651195338525,719.481265440693,895.956387758216
"YLR199C",561.650300468378,521.623322944422,484.63120145896,461.978324059953,491.393964508445,433.376557833505
"YLR200W",302.912521600923,223.726553430708,155.656035092741,336.721043214352,235.634307213094,232.458045846004
"YLR201C",1516.6661671824,1388.56371748842,1290.50996470507,1567.92643317317,1297.24652405216,1279.10331759485
"YLR203C",490.129288423716,690.634143199142,2407.70079813666,479.661704885214,731.221052988676,665.834603679509
"YLR204W",515.371998557126,548.373236941572,883.154809036829,571.025839149065,494.748189522155,445.057866669988
"YLR205C",2204.53001831783,3219.71692111149,2404.38896760277,2771.86994435972,3521.09770814157,2762.62953982814
"YLR206W",2592.63668661901,2805.09325415567,2444.13093400942,2525.77622787483,2950.87945581095,2935.51291060808
"YLR207W",588.996569779572,573.907245757033,610.480761746708,501.029123382405,559.317021036063,538.508337361848
"YLR208W",1470.38786527115,1301.01854440683,1260.70348990007,1357.93628587319,1442.31675589509,1420.44715451629
"YLR209C",741.504610168926,556.884573213392,473.591766346,568.815416545907,581.958039878602,570.047871220351
"YLR210W",149.352701622677,192.113018706803,121.433786242564,165.044887702439,187.836600767733,195.07785756926
"YLR211C",281.876929823081,307.624010967223,248.387290041608,456.820671319252,280.077788644745,289.696459144769
"YLR212C",491.181068012608,519.191512581045,363.197415216396,501.029123382405,577.765258611465,557.198431500221
"YLR213C",84.1423671113675,58.3634487210542,51.8853450309137,70.7335233010454,93.9183003838666,80.60103097173
"YLR214W",147.249142444893,142.26090625757,374.236850329356,172.412963046298,185.320932007451,185.732810500074
"YLR215C",181.957868878332,181.169872071606,225.204476304391,209.253339765593,176.09681321975,191.573464918315
"YLR216C",1125.40416011454,2153.36807677056,2328.21686532334,1457.40530301529,2110.64608987672,1626.03819003838
"YLR218C",155.66337915603,178.738061708229,206.437436612359,209.990147299979,172.74258820604,164.706454594405
"YLR219W",1286.32643721503,1294.93901849839,990.237329632545,1372.67243656091,1734.13433208782,1564.12725320502
"YLR220W",2446.43932376301,2826.97954742606,2293.99461647316,2915.54741356497,2546.69534165895,2460.08364096324
"YLR221C",485.922170068147,429.214529136086,441.577404518415,609.339830937131,422.6323517274,387.819453371223
"YLR222C",350.242603101067,383.010132231918,494.566693060624,320.511277457862,343.808063905226,342.262348908941
"YLR223C",255.582440100779,339.237545691128,347.742206058251,324.932122664177,321.167045062687,313.059076817734
"YLR224W",228.236170789584,272.362760698253,486.839088481552,263.040289775763,364.771970240911,288.528328261121
