"","chr","tracking_id","ratio","l2All[, 3]","l3All[, 3]","l4All[, 3]","l5All[, 3]","l7All[, 3]","l8All[, 3]","l9All[, 3]","l11All[, 3]","l18All[, 3]","l49All[, 3]","l59All[, 3]","l61All[, 3]","l69All[, 3]","l76All[, 3]","l77All[, 3]"
"484","1","YAL037C-A",-0.516800150570691,0.16886769465927,-0.508802432547836,-0.00917751997809397,-0.444321194841369,-1.61402262058383,0.535658380809356,0.284309470653047,-0.139902375001845,-0.115154009212727,0.363287909424313,-1.60481549107871,0.295988146698886,0.678809587758626,-0.0167784162808515,-0.250998129210202
"549","1","YAR047C",-0.68053165399429,0.121296131483907,-0.417603591711872,0.0323201865279002,-0.548723920977234,-0.984732679080068,0.687552491446318,0.382450157812902,-0.354046462546025,-0.122664500235067,-0.129368580894501,-0.447727435687135,0.256861155139942,0.225799052514725,-0.0649870814966665,-0.274159984359817
"448","1","YAL008W",-0.972682405739045,0.210171373500639,-0.420437559683233,0.000219821876109315,0.221180829990465,-0.956239923157293,0.127642340524161,0.345732323389449,-0.227438591233096,-0.144375521796457,-0.252849172847662,-1.31981311228888,0.212986831734065,0.252579097859946,-0.0172337156432604,-0.255427653810496
"492","1","YAL042W",-0.66040249386681,0.112903434086839,-0.409834613292121,0.0425213762959874,-0.596477982735066,-1.11752916957752,0.0766939299613859,0.244881994205429,-0.208955391097743,-0.0733445959214416,-0.266400309678492,-0.759137376287197,0.211107594029317,0.352561218673082,-0.00825210487616034,-0.201314690175726
"540","1","YAR027W",-0.952155392823451,0.219368688571199,-0.332725971624075,0.105062808526303,-0.248913780649969,-0.912450686298789,0.185412293786034,0.564429017914438,-0.25449975761158,-0.13414401486805,-0.19020955700812,-0.758433974746268,0.211080963395139,0.354595948220733,-0.0459678335712658,-0.243121198263957
"456","1","YAL016C-A",-1.25305299766186,0.163647701620196,-0.363992706981231,0.0297239804942621,-0.537984723262145,-0.260230353884088,0.23982668032649,0.153012272665489,-0.229848131844054,-0.188587944366547,-0.360408098582036,-0.782713677491079,0.262363335527304,0.207558689940043,0.413718769601709,-0.12573686272006
"3","1","HRA1",-0.671538471299128,0.190176145399952,-0.223697150178407,0.0549258895046083,-0.341157180978051,-0.245516943152271,0.252337221174383,0.431136800393083,-0.149876793502665,-0.0829625843338905,-0.11757952927998,-0.658958479367605,0.371731158238536,0.398197639813356,-0.0358172813038831,-0.23565828663797
"503","1","YAL053W",-2.42469497369029,0.111066429161784,-0.366782934662633,0.0306871659050086,-0.389037192711006,-0.625279477805347,0.274185609612986,0.37266273106311,-0.204042500560737,-0.229492740170204,-0.234056193088469,-0.486999264050094,0.440716977177617,0.146753017036708,-0.0106756685235442,-0.318147623585402
"459","1","YAL017W",-0.268673315106819,0.093109824303916,-0.45068450527474,0.0521766261397704,-0.350970715832195,-0.868010959340329,0.18246241771108,0.267653456467786,-0.0772666706967072,-0.210042129900027,-0.17615854084484,-0.547720815056356,0.511162295132755,0.344472652124009,-0.0383124854730121,-0.19449897517764
"457","1","YAL016C-B",-1.45343606771632,0.0900889533492436,-0.329082523787225,0.0197186816458627,0.223426530284409,-0.946656725033946,0.335159509182992,0.187707860349027,-0.0640161946031007,-0.102877215638208,0.0280412808249942,-0.309269503666519,0.471541155775616,0.286089129413522,-0.0660158657964281,-0.408199372794006
"497","1","YAL046C",-0.797692616178099,0.0637371758604668,-0.594048198124667,0.0917211875280106,-0.264325934483398,-0.753741586261565,0.122875593743061,0.163627401364387,-0.264737261443406,-0.233233414809743,0.390726059208285,-0.538931062217611,0.326798306033669,0.231200283650338,0.00140574416553952,-0.404809287928666
"465","1","YAL022C",-1.29930580855657,0.0874449222953454,-0.624717897355636,0.049729759918173,-0.321589547251167,-1.81109891045063,0.271842529934027,0.162798455000009,-0.1637182744186,-0.100281672702749,-0.196962897061254,-0.729876628347754,0.681905750814269,0.150938771614033,-0.0409904037203621,-0.237047435898266
"500","1","YAL048C",-0.54974012601352,0.0497178506849089,-0.437897099512819,0.0826310004273113,-0.165138686301899,-1.59165473662138,0.263915747980331,0.167397600393239,-0.271764440376173,-0.206078206003845,-0.127637527460629,-0.515238270156539,0.224103523641231,0.142554756590112,-0.0255608967435456,-0.547777226027737
"536","1","YAR019C",-0.851969659666925,0.145264375488882,-0.780368123229536,0.0164393521466078,-0.30219675423538,-0.760614296286064,0.237301008434182,0.143374803184261,-0.316099681151937,-0.174467547148658,-0.178018437234551,-1.28238747975512,0.615877936486031,0.147634193282939,0.0173620010304666,-0.160531064052606
"530","1","YAR008W",-0.483718486888364,0.153708747809559,-0.324520796218741,0.100938917855897,-0.371243465886251,-1.69168551941848,0.157088640816231,0.0943105470724177,-0.190520995644993,-0.155836625386125,-0.0807308196830026,-1.30073893141614,0.437273038275288,0.125309833744076,-0.0523919337986518,0.496530987069682
"510","1","YAL059W",-0.666843471734625,0.221573141907954,-0.694162917264282,0.0106083944907031,-0.276697871360992,-0.688560451061997,0.110488886796331,0.285576886270048,-0.409683836100669,-0.176762425906577,-0.192698130530879,-0.606747359106761,0.339318116394569,0.116434060321809,-0.05101915098799,-0.319671159131744
"548","1","YAR042W",-0.379508099318834,0.170112727515758,-0.503531814294797,-0.00876554043885559,-0.435390129504487,-1.59685336722186,0.537766499846158,0.299080821887433,-0.139748042337015,-0.114565782892417,0.364575120974343,-1.5975101330689,0.297502918726708,0.679901300299604,-0.0126065161631952,-0.250304237235398
"443","1","YAL002W",-0.678635910850712,0.127212379644972,-0.416720231504309,0.0327765925103289,-0.539750463062912,-0.966405866788456,0.687681487782002,0.38368438046291,-0.353611048248436,-0.117931792068621,-0.125144555817191,-0.429621928177549,0.257865843691821,0.226092788941794,-0.0608520982148131,-0.272709825646951
"507","1","YAL056W",-0.927516006690663,0.215310152731913,-0.419243424306312,0.000364051805338858,0.226669390370516,-0.897361091511159,0.127990641289062,0.347191173238403,-0.223077082188718,-0.14396271214388,-0.252701985786103,-1.25764956102348,0.213921752082171,0.259600562497878,-0.0159238491630622,-0.255127952157582
"501","1","YAL049C",-0.648654830033815,0.113618786365043,-0.404669067305411,0.0427161147320174,-0.596256745382291,-1.1129545399954,0.0783991302564785,0.256473020979817,-0.200792801767209,-0.0731235976144624,-0.265325430958334,-0.731534954736765,0.212905137419731,0.353617280896062,-0.00650614457272529,-0.200214030366151
"446","1","YAL005C",-0.716158608814026,0.222825949471832,-0.329199230395767,0.105497350792295,-0.245032981343974,-0.881320452306772,0.18870898155219,0.572109369214902,-0.252874891242924,-0.132823106137925,-0.184714769602293,-0.748105320598212,0.214024678488829,0.360209478310182,-0.0454477802536412,-0.240370784668022
"472","1","YAL028W",-0.969872418220368,0.165064082658059,-0.363022816059667,0.0300906043321231,-0.52916192317431,-0.218069553132697,0.23998528628676,0.155145110936327,-0.224462279156265,-0.188339410730319,-0.360251753185105,-0.762018931900391,0.263799173818357,0.213933529774134,0.413990614150072,-0.12509417220886
"495","1","YAL044W-A",-0.666169450915849,0.19354545167434,-0.222285463925205,0.0549742346767257,-0.338439042109167,-0.240975747593828,0.258232185324434,0.436282527324063,-0.14898617648208,-0.082164500324446,-0.113660870958006,-0.629225969040068,0.37593776281108,0.405839181904918,-0.0356091066461726,-0.234719609634009
"502","1","YAL051W",-1.5954420207574,0.111497562803939,-0.362225240964547,0.0319485773692213,-0.380897952916552,-0.582967370773005,0.277693625592593,0.38352757386349,-0.200540862061084,-0.22946679967575,-0.231945486574542,-0.476301240456059,0.440984826213031,0.149691508633414,-0.0103261278827625,-0.318020339519906
"527","1","YAR002W",-0.251537453634439,0.0931873734352276,-0.444405540438777,0.0577114644171613,-0.349724444850101,-0.838680852074172,0.183311649653428,0.267670653666717,-0.0756893494109071,-0.205722257513928,-0.173967169478644,-0.532038221526118,0.521800014771156,0.35024647986655,-0.0382297955345004,-0.193808420104218
"538","1","YAR020C",-1.14197898455804,0.0954296221560894,-0.32893453689013,0.0204775042709343,0.226837963892973,-0.939268935573928,0.336312922954637,0.189077471307295,-0.0637192998641027,-0.101544328244407,0.0283355733355108,-0.306809689993464,0.477150674428061,0.28759257648492,-0.0652029775299487,-0.408064975779047
"490","1","YAL041W",-0.661599396913827,0.0641510316178245,-0.592599329644109,0.0940262652422892,-0.257550576802493,-0.682514481568301,0.123074688809703,0.164938230986109,-0.262405822062676,-0.232683100907956,0.399475068036855,-0.536652729593161,0.335608121470643,0.233029245543256,0.00207499721004148,-0.401071364836553
"474","1","YAL030W",-1.25754753696303,0.0886373150024415,-0.620878296857012,0.0499053458580505,-0.306575212250989,-1.80218301297879,0.27523617700632,0.163998336065411,-0.160820441422352,-0.0966397062113356,-0.195434214119409,-0.711629809701736,0.687164112727669,0.156634317111875,-0.0409547296502138,-0.233105154682397
"498","1","YAL047C",-0.315035272547063,0.0527637151250442,-0.435203158855486,0.086245821105782,-0.161075286242067,-1.56398704343702,0.265124004926631,0.171840701769618,-0.270928851893926,-0.205086057980924,-0.127478854470479,-0.498324065054446,0.225675794041366,0.143267776737168,-0.0254468078284635,-0.541896153518885
"445","1","YAL004W",-0.84044538938781,0.149300402155976,-0.774414032869993,0.0171087229185252,-0.298386598164277,-0.757681715123303,0.239244991230863,0.143476975267588,-0.315328362826919,-0.164043505801711,-0.177669069635477,-1.23679929444367,0.621255752286613,0.147643122113506,0.0176050087908532,-0.160287132908441
"444","1","YAL003W",-0.478377091653889,0.155562061552427,-0.322593026446057,0.101009485445578,-0.368998304770583,-1.66491191026298,0.158252868166858,0.0961101170135911,-0.189767975219486,-0.151655075946792,-0.0783281812679159,-1.26047804165476,0.437970539008829,0.126606916017132,-0.0443303484780728,0.501444490439047
"479","1","YAL034C",-0.557753635744043,0.222581496749428,-0.689838941653202,0.0107539884911955,-0.274934538798572,-0.659844091161831,0.110763921058792,0.287807610757261,-0.402333422772839,-0.17527671620844,-0.19018699289048,-0.59683401864702,0.340056964810573,0.118724502674307,-0.0488606609963052,-0.317140743793326
"541","1","YAR028W",-0.335270480860033,0.173218622223935,-0.500317246725407,-0.00868273812762246,-0.424634484465227,-1.58844296777815,0.538180244914009,0.301262229010487,-0.138278579067698,-0.112404889884271,0.364740805620462,-1.54007987960388,0.297986529474897,0.680415706358442,-0.0124600153864083,-0.246317576466533
"528","1","YAR003W",-0.672938588988027,0.129862348692443,-0.408427592402965,0.0345040254334442,-0.525632844584567,-0.912668326175489,0.687700277899573,0.386465037651561,-0.352360090172884,-0.117030663119671,-0.124977966188136,-0.422148778518334,0.261633292124822,0.231198490452882,-0.0534404030760406,-0.272027161184771
"477","1","YAL032C",-0.785896031555331,0.22321522094015,-0.418241179274814,0.00144202788722834,0.230321129892121,-0.897356851935304,0.128275410833539,0.348907291669392,-0.221621021981787,-0.140333854890318,-0.252227437820599,-1.24541026834345,0.21582263229647,0.260422956753164,-0.0134910639655972,-0.253508219462921
"521","1","YAL067C",-0.619298544273323,0.116324536680902,-0.397952665212479,0.0428209461034841,-0.594475970915749,-1.10331454645576,0.0787858316745377,0.256848982647371,-0.198826690037023,-0.072558266444183,-0.264348364775528,-0.72863665234835,0.215604695922964,0.357599692978428,-0.00609292014133411,-0.196782745176078
"453","1","YAL013W",-0.706761077979298,0.227113195783332,-0.327905191096603,0.105861055115251,-0.242947947833695,-0.879644840575976,0.190923885164296,0.573446829257553,-0.246311460142885,-0.128806562491695,-0.183585611062893,-0.716966457008805,0.214947406992617,0.365119855036166,-0.0414690024341701,-0.240208236596402
"542","1","YAR029W",-0.89407070256513,0.166413830977761,-0.36279861374154,0.0308052623870845,-0.52887870115402,-0.206159800286603,0.242063319740553,0.160150476530123,-0.222253085681638,-0.18259825223281,-0.356507437556656,-0.761765298670665,0.265525535499141,0.214724645786548,0.414805008805175,-0.124296017389502
"471","1","YAL027W",-0.652807507698639,0.195037610470611,-0.220749561814563,0.0564188907037767,-0.337152794929288,-0.228661969674033,0.263077411795366,0.447619198075738,-0.147971247351154,-0.0818097263864087,-0.112678103401357,-0.625247831095813,0.37655867046367,0.412738690396132,-0.0313776908171899,-0.233105616513879
"470","1","YAL026C-A",-1.20376358068881,0.115142399958862,-0.361608849314557,0.0324124655902867,-0.379781164311886,-0.5757765711147,0.278017743609851,0.38952998516867,-0.198429212137495,-0.226275873218481,-0.231193641363749,-0.462690199075389,0.447193981440716,0.150057776797089,-0.0101160594251713,-0.316271767074619
"451","1","YAL011W",-0.174202400079946,0.0954790941652789,-0.444061219275151,0.0585642201737077,-0.345069745994763,-0.817062383208911,0.183677630495164,0.272601988661028,-0.0754099426125195,-0.202735086630168,-0.173172575373926,-0.519738793933084,0.52360580382508,0.352312084111187,-0.0377052583227243,-0.193537537823505
"449","1","YAL009W",-1.08264558145163,0.0969663097522348,-0.32211112136989,0.0218775163334618,0.249857373585978,-0.887959235755455,0.336554252415947,0.190230811784458,-0.0618553681325498,-0.100280057631885,0.0293143448963497,-0.306583326163185,0.478072943284161,0.289154567395734,-0.063634732850315,-0.400711798262173
"454","1","YAL014C",-0.651239835430413,0.0655458203922488,-0.589407194252552,0.0960932985213662,-0.256724035263049,-0.676154229532433,0.123840357839362,0.165207260975007,-0.261777587583676,-0.231742480460846,0.400578259121252,-0.52787818442332,0.342522577856703,0.23707785978734,0.00223066786276092,-0.398482445983972
"518","1","YAL064W-B",-1.14197898455804,0.0887467007198356,-0.619231703493525,0.0509143305736879,-0.297812680518057,-1.46947570845487,0.276776153004328,0.16471337770381,-0.156090515269924,-0.0953261854689852,-0.193148735496484,-0.694237507493418,0.689925205645924,0.157036184924684,-0.040625005549618,-0.233017380587479
