"","chr","tracking_id","ratio","l2All[, 3]","l3All[, 3]","l4All[, 3]","l5All[, 3]","l7All[, 3]","l8All[, 3]","l9All[, 3]","l11All[, 3]","l18All[, 3]","l49All[, 3]","l59All[, 3]","l61All[, 3]","l69All[, 3]","l76All[, 3]","l77All[, 3]"
"617","2","YBL048W",-0.222145236927529,0.231909562688575,-0.196926545057062,0.0817325465380828,-0.291089667276332,0.0794443191375223,0.315213790581692,0.618170726721388,-0.127818738606606,-0.0404430751495173,-0.0922293225629958,-0.498573810581001,0.407244061913982,0.559358289370642,-0.0129219835791673,-0.215907139952014
"565","2","YBL003C",-0.370620543256881,0.160711719916603,-0.338291183285059,0.0490714337071021,-0.280544978626395,-0.419495474975667,0.317469713610906,0.475541426842603,-0.159623167430689,-0.167531195902346,-0.179299256340533,-0.340849463158762,0.528554794918996,0.184203424472035,0.00912576454638779,-0.278406556017449
"949","2","YBR231C",0.319507665953458,0.132446364058575,-0.399913301195968,0.08529735171517,-0.265463327036216,-0.490101509640213,0.208174761558121,0.378268880218042,-0.0551385087298171,-0.139561138872401,-0.13732215846364,-0.425973038554383,0.616589187068299,0.409982606785404,-0.0177227475024032,-0.17193743459516
"813","2","YBR111C",-0.212596192297857,0.116227735845671,-0.291648597260128,0.0305898677570887,0.323793852021736,-0.59109266100098,0.383214652161021,0.260192469699088,-0.019417571978027,-0.0572855422884617,0.0466104707427366,-0.238157481903233,0.581350640978661,0.372984867935592,-0.0382358813557137,-0.353128758307693
"662","2","YBL089W",-0.229800737870161,0.0973444866187729,-0.540925581042531,0.122654546945608,-0.211830288269177,-0.451268907920032,0.139955349295208,0.214581968716154,-0.189810248908303,-0.174802372418268,0.427401388497579,-0.419189725152808,0.405249867986802,0.281961115138422,0.0151338930294579,-0.352160283115657
"842","2","YBR135W",-0.583724558954084,0.0990413092805002,-0.551995351616687,0.0827742439738421,-0.252504433125813,-0.956350618493567,0.324134977489707,0.245706216537285,-0.129258937765587,-0.0662899126803933,-0.171176889894743,-0.510064757415738,0.805876160305886,0.20356292791638,-0.0295649400894446,-0.201906050473819
"778","2","YBR080C",0.112659276666806,0.0894960144796305,-0.401239970222167,0.106520240866266,-0.128889446207848,-1.09510426746632,0.295856482063145,0.239761225117405,-0.216927065696901,-0.162457531735983,-0.11008826615923,-0.365505536310632,0.266628166091865,0.169231791590844,0.0113902078249894,-0.42860448254736
"580","2","YBL014C",-0.240038902722401,0.202437896582123,-0.703784169403336,0.0311106480003701,-0.229318766918724,-0.596562365595837,0.272131247485302,0.229253499717056,-0.267139138727657,-0.124536167193542,-0.152650051428023,-0.85732498932097,0.70431177545511,0.180267180293119,0.0427637307253642,-0.127971113274576
"669","2","YBL095W",-0.22102288725291,0.21537706103898,-0.285432783685497,0.114993003724972,-0.282114340253006,-1.19168168814031,0.182948349428853,0.213046844673525,-0.153607958985169,-0.08961972033211,-0.0528783593212776,-0.80796072818377,0.562041128224105,0.162392391807706,-0.00436935563549233,0.600714312876993
"674","2","YBL100C",-0.254591830241494,0.259377733688853,-0.589330520917286,0.0220316486302108,-0.216755920587022,-0.481269027949444,0.138041942898111,0.433356624274588,-0.312582592371896,-0.135505795172358,-0.170415623302078,-0.443142710627299,0.39212479415302,0.148038326420745,-0.0180831908822252,-0.266321666548809
"1008","2","YBR288C",-0.0991674082372832,0.242487679417812,-0.447108182521463,0.00570316683243157,-0.335961848523242,-0.964123794752134,0.566731829213542,0.44276847753289,-0.10658413631809,-0.0874087256527626,0.393080544044677,-1.01351595689239,0.356125637640445,0.721416976143613,0.00919773788964869,-0.203388056288797
"684","2","YBL107C",-0.270344160441074,0.165492421636717,-0.364849818153677,0.0418063379876398,-0.433991143966941,-0.694733933606726,0.716339760096985,0.562298921034504,-0.272099943342987,-0.0993344888889723,-0.096382781533881,-0.308108234103092,0.314541557467186,0.282942546817565,-0.00832978008238923,-0.223358216432841
"925","2","YBR210W",-0.25267898842593,0.292004678712346,-0.376247976394977,0.0174079751579077,0.321177087621934,-0.613053703431839,0.148791815713592,0.508448228272517,-0.169520833562084,-0.105325493704464,-0.207228645834541,-0.891666964661101,0.297486252437543,0.316700407154744,-0.00140378501820262,-0.221941102543337
"603","2","YBL036C",-0.197080506440244,0.140096777467161,-0.349409914160716,0.061178271485828,-0.464259171433183,-0.61131596266983,0.108352783308888,0.332133641600804,-0.164642634849415,-0.0539745401783391,-0.211806026982645,-0.542219122708376,0.268115708366773,0.440328280051789,0.0148200937685531,-0.168620757091825
"608","2","YBL039W-B",-0.255983678072385,0.277204343547132,-0.287770279531339,0.117774331839346,-0.201329791848047,-0.599416766717805,0.226201210537566,0.725074649801133,-0.201712067617286,-0.0919485161172115,-0.14559595056412,-0.487430935593027,0.249388999381082,0.439774375901337,-0.0170235978439538,-0.188645330852047
"634","2","YBL064C",-0.385104771606626,0.205346312012649,-0.329238857182685,0.0518488816948453,-0.361140047672504,-0.0595242460505045,0.286292025821888,0.233643964422501,-0.161121573618729,-0.139571343549543,-0.296161818969849,-0.533962325528053,0.338044978001671,0.241058024888864,0.438357842375897,-0.0999863889911417
"756","2","YBR059C",-0.220029099665178,0.23355208037891,-0.196396132411859,0.0821837798625477,-0.288736391895278,0.0897681644029674,0.318149425065274,0.618499315368191,-0.127096788067336,-0.0384429406652702,-0.0907012153168841,-0.487952515082793,0.426624616414052,0.573217449479699,-0.012791299790262,-0.215536549768723
"829","2","YBR125C",-0.320740244857145,0.16378641505843,-0.336956766423091,0.049080511016865,-0.268740292266524,-0.381012287187898,0.321790852695486,0.475710811899119,-0.155647325057892,-0.165417112936419,-0.179195973130407,-0.337779549400776,0.534521767314163,0.184783547976755,0.010407568524834,-0.277166216292928
"863","2","YBR155W",0.326508627098421,0.134155132430097,-0.39955241646942,0.0896361568625266,-0.261426354018948,-0.47040512201503,0.210224861451993,0.383517606505788,-0.0529276195224248,-0.139476428380861,-0.135940591183345,-0.425698563347417,0.617561082656163,0.410280590960896,-0.017612993287536,-0.171707085090413
"627","2","YBL058W",-0.20202231460815,0.12035049092146,-0.282651166954158,0.031114367299163,0.32430442501345,-0.557583226143363,0.384275290025317,0.273934191433428,-0.0145799760226891,-0.0568601258357111,0.0466258125146256,-0.232247874075175,0.581499753629395,0.379368328484984,-0.0371486001573326,-0.350615342026539
"896","2","YBR186W",-0.226100940072759,0.0990951532687088,-0.531737197373456,0.123170380883147,-0.209623418771887,-0.448400836241776,0.141042720233958,0.216581892222415,-0.183172528172798,-0.172602494542086,0.432999179326915,-0.41839963943042,0.406475896382026,0.290931619943985,0.0155504953286351,-0.350310895691497
"780","2","YBR082C",-0.580344190407866,0.0998489149284933,-0.550621430767075,0.0859093914780553,-0.248704650465631,-0.952441749519623,0.327029675552427,0.256268115406732,-0.128722440260481,-0.0629090474798307,-0.167553355467687,-0.509123563138928,0.814623704987953,0.205371717920499,-0.028170664365323,-0.198176826300486
"944","2","YBR227C",0.114242691768155,0.0898438361405939,-0.400672114509427,0.10746462140752,-0.128642237865398,-1.07570697361524,0.30321939296062,0.256560616644171,-0.215326646396329,-0.161652063060359,-0.109118230503347,-0.364696744328556,0.268350212746063,0.172081107501947,0.0131456066453683,-0.427447790419704
"864","2","YBR156C",-0.234112602189803,0.20626548071736,-0.700682343285421,0.0318251033600186,-0.229051763488848,-0.584261238230593,0.275118805781944,0.231262356573318,-0.264566862216304,-0.117720347008151,-0.149036507192575,-0.855840608367782,0.711636872900185,0.181408831820535,0.0428182161780046,-0.126582205182289
"840","2","YBR133C",-0.219573095972315,0.217398204305064,-0.279772826704679,0.115063292399248,-0.279082850280286,-1.13925642132571,0.183786855152551,0.220561935370736,-0.152965980330554,-0.0891393384420432,-0.0505727756383026,-0.80632675216818,0.564568067239833,0.170078617703989,0,0.603681248862784
"794","2","YBR093C",-0.244610254581898,0.264173822797119,-0.589141692160001,0.022044329881924,-0.2161733654192,-0.471180747980233,0.140584380027124,0.436524357529408,-0.306454259134871,-0.134380959091997,-0.169001639417852,-0.442079188715334,0.404391289064067,0.148225378250919,-0.0162769179053792,-0.266220082933897
"972","2","YBR253W",-0.0926661795329485,0.2462722835809,-0.440426540624209,0.00586654285889672,-0.333796651907713,-0.962257357105029,0.567005147199993,0.450194507700909,-0.105307040978047,-0.0855337644093097,0.395371020072456,-0.999001195221195,0.365639147429046,0.724151989498619,0.00945299565130466,-0.199840445404806
"848","2","YBR141C",-0.267723317670886,0.169521339069599,-0.364575939300268,0.0427848421752269,-0.425007949845522,-0.672768580521518,0.718896304307752,0.563090786978551,-0.270452089415462,-0.0983296061759448,-0.0937038782866592,-0.306198480011254,0.31687645968471,0.287714315607913,-0.00765188865395959,-0.222727690138078
"748","2","YBR054W",-0.250201719515239,0.292546330164157,-0.375175708231792,0.0177758457221156,0.321885379375926,-0.567522987646142,0.150786420626026,0.509413637757495,-0.168092426144376,-0.103055114403847,-0.204655323400801,-0.870511344168259,0.300284838275088,0.318043464068233,-0.000536365629668139,-0.221667145540019
"694","2","YBR002C",-0.183886428447115,0.14114906628894,-0.349091551055916,0.0612888150739238,-0.464031419092034,-0.597762229297941,0.108364661729663,0.345570867693749,-0.16028467978378,-0.0510328053755936,-0.210321364895155,-0.539834371762342,0.271237969780868,0.44451247644976,0.0165534087333777,-0.165693844179017
"567","2","YBL005W",-0.240994965049373,0.28216600867559,-0.285992825822722,0.117802158302694,-0.193911394850948,-0.597691154801602,0.227938843777618,0.742987125253644,-0.200454401963179,-0.0857839654361645,-0.138112242948895,-0.486290957349605,0.24958345628496,0.443477931857858,-0.0169794059171971,-0.187524279353165
"999","2","YBR279W",-0.354399877095347,0.212164454022727,-0.327887619057609,0.0532120209511035,-0.354753457011316,-0.0572918731316884,0.294250487236586,0.235010812598068,-0.160284083606599,-0.134856628973364,-0.293296469978086,-0.523769051189694,0.345176506245326,0.241608587953407,0.440286991823287,-0.0983683402605241
"594","2","YBL028C",-0.214199961030644,0.234705648531217,-0.195213930548391,0.0823555293272297,-0.278870939624691,0.0939202334333748,0.322395375884828,0.625719649132287,-0.125118374257944,-0.0372276447050912,-0.0904868255902225,-0.480111972224959,0.432721286131452,0.573388727423791,-0.0103772783883042,-0.212347230786487
"629","2","YBL059W",-0.308513772715095,0.164472035289055,-0.33458069256557,0.0493086137845924,-0.267348896631361,-0.378397763584899,0.322273788900618,0.482311045716351,-0.154224477070427,-0.163428053542702,-0.177554982905903,-0.334441380695709,0.545089312604995,0.186643307754163,0.0106209471360867,-0.274824440030075
"865","2","YBR157C",0.349901556190026,0.134930370285737,-0.398777395356749,0.0898933927048815,-0.259140659099982,-0.467090387911509,0.215621235726313,0.385322705715836,-0.0526289750824686,-0.137860762072553,-0.131442016885106,-0.4164905519452,0.62758435345698,0.413545852442766,-0.0161885761669301,-0.171193004218976
"630","2","YBL060W",-0.199089926158871,0.121845452894759,-0.278009509128049,0.0311754688919971,0.324988643566042,-0.5535794796841,0.390837600606619,0.287784098040467,-0.0102042403302164,-0.05129312125941,0.0474751649423208,-0.228989546392201,0.603764798855637,0.382983652402632,-0.036013935202643,-0.349659257512675
"641","2","YBL070C",-0.207330706258695,0.0998488031030331,-0.528203426898426,0.132181227294439,-0.209113858313343,-0.441407293722459,0.141552416658912,0.222754194452209,-0.182307221084992,-0.171849783483335,0.433247609199998,-0.416824921603205,0.410868790726061,0.294986530482504,0.017333274227475,-0.34862193907313
"638","2","YBL068W",-0.580091199322896,0.101373508859728,-0.550486904741006,0.0860710567012882,-0.243812187998249,-0.949216881416101,0.327751998111451,0.256770084479312,-0.127322528281679,-0.0625372042140929,-0.166951580589675,-0.503491407550857,0.816229811671906,0.214177113697427,-0.0269195063555078,-0.197534817830089
"990","2","YBR270C",0.123732074089652,0.0909082967784864,-0.398590956512318,0.107966150324221,-0.127183170679627,-1.03975635125142,0.30505383664861,0.259889741206327,-0.206917359196314,-0.152561521882894,-0.10851395266832,-0.360825874945705,0.268807526853347,0.173659482770588,0.0135849993943579,-0.426918866886041
"992","2","YBR272C",-0.227223764910961,0.206453404214779,-0.699287091858107,0.0320041604123528,-0.226561763739516,-0.577821577345247,0.277690813295042,0.231601961113162,-0.262165494518942,-0.112051710341903,-0.146679875736496,-0.848657391875141,0.712332053824949,0.18247102810341,0.0440207276389976,-0.125962500141723
"907","2","YBR196C",-0.216822381491208,0.217775592759973,-0.278123391009866,0.115818829320415,-0.277507850929996,-1.11057517407292,0.183901113308072,0.229693046617136,-0.147365272662941,-0.0868325065882085,-0.0504879911097402,-0.800885508407117,0.565626169381094,0.170149847752844,0.000369948208891089,0.605225528361965
"815","2","YBR112C",-0.236174111710748,0.266991074103174,-0.588031702522436,0.0225567505405737,-0.216112235629672,-0.465950346572686,0.141360045196551,0.441548871661246,-0.29344975990927,-0.134334025116944,-0.166061465192568,-0.437113927411915,0.408877327796297,0.148233743060596,-0.0132896236480811,-0.263709145862615
"980","2","YBR260C",-0.0917980223927235,0.253535530851457,-0.438460486568647,0.00588328077782127,-0.331949719330622,-0.929636206330906,0.568098548266401,0.464561576524862,-0.103970183078751,-0.0741803449295983,0.397308523933496,-0.985745108665539,0.365652516204491,0.728668758480974,0.0114267072451288,-0.199685746505986
"763","2","YBR066C",-0.263542353152177,0.169760144180724,-0.363436348437335,0.0427935501501995,-0.424292760492124,-0.657402764912261,0.719164433463916,0.569129560905875,-0.269437639186633,-0.0950504368836272,-0.0936818177847025,-0.303374903398893,0.325628511085837,0.28949678851069,-0.006258268454341,-0.215405892264299
"618","2","YBL049W",-0.24703097542282,0.297804616061576,-0.366777620988852,0.0185050542256129,0.322509709505556,-0.560494337146047,0.150956636086233,0.515970055864895,-0.163866272689378,-0.10282212342003,-0.203968467475677,-0.865183006495695,0.305925840029069,0.31817318398713,0,-0.221148803980769
"609","2","YBL040C",-0.174108028781512,0.142404513755411,-0.342880647874176,0.0623020571412577,-0.4609226800875,-0.585518098084218,0.112218075290718,0.354115835982326,-0.160213778636697,-0.0505198400371549,-0.208375166247856,-0.538302395658058,0.272678007010655,0.447132560693316,0.0175293266853103,-0.164328621852562
"885","2","YBR176W",-0.223905400701186,0.295418010472723,-0.284223218619722,0.118681689172451,-0.191745615209074,-0.593845956638345,0.228810386685471,0.762208503427017,-0.199469015160125,-0.085068046689607,-0.137441139227262,-0.483452126375138,0.25243799973461,0.446396772545126,-0.0163305310652216,-0.187192064774764
"582","2","YBL016W",-0.330592514616989,0.212633633374029,-0.324541102264753,0.0537458373609765,-0.351470977061439,-0.0458971796161348,0.294821579261642,0.235270587503605,-0.158225574068574,-0.134534477124058,-0.291819352282991,-0.500642337648792,0.349424587849057,0.241663095139041,0.446298965602406,-0.0983233059669619
"856","2","YBR148W",-0.19981317343972,0.235529429403587,-0.195183664212189,0.0833483968211295,-0.272012781275949,0.0944199493470374,0.324461407299177,0.64812646705349,-0.123847265870879,-0.0370877593628489,-0.0889095189328644,-0.466461621841498,0.432818398744904,0.607717784427168,-0.00890418059247769,-0.210853468983349
"651","2","YBL078C",-0.29249307717926,0.166396395556658,-0.330793300745096,0.0507833874390922,-0.267054843252661,-0.369604960066158,0.323746721940284,0.483242753286119,-0.153582225477656,-0.156089016806971,-0.177306688670204,-0.329013662389458,0.569435029254314,0.188955131843799,0.0128385760372935,-0.27407202988615
"975","2","YBR255W",0.364886047476538,0.136177925697374,-0.397484927626342,0.0904874143678297,-0.258488946622138,-0.460851942864684,0.217045985084573,0.397333003692455,-0.0512926925117527,-0.137619621167961,-0.128422611501625,-0.412023933895975,0.632151257736891,0.424058361654261,-0.0153102122047704,-0.168030498687739
"939","2","YBR223C",-0.198414871603361,0.122799141212544,-0.276321309028194,0.0321695100618538,0.325390272192919,-0.551279479272076,0.394711872289393,0.29357171422993,-0.00970200426159344,-0.0508905478459648,0.048081510762762,-0.228435670083158,0.630347051383924,0.387161273496772,-0.0344947548766006,-0.343438337089004
"595","2","YBL029C-A",-0.203104829943549,0.101470739066936,-0.527050946753972,0.132496230753921,-0.206655436229866,-0.439878493469559,0.142600356582484,0.230476586254553,-0.181394435635027,-0.167896420919686,0.433722908659327,-0.415610407602864,0.411189509090419,0.300108211716921,0.017912428430337,-0.346134943834796
"626","2","YBL057C",-0.570469672397858,0.103865545515785,-0.542472151192081,0.09113231043123,-0.240993483850507,-0.946798794910813,0.327977637257655,0.26362630247216,-0.119650704529788,-0.0612512421693245,-0.164766089078112,-0.502697043527044,0.816732016185547,0.214783760458772,-0.0250821759107212,-0.196409637519762
"1011","2","YBR291C",0.128443518385474,0.0909454396023379,-0.397929158477431,0.109066129417883,-0.117238452092917,-1.02867568539909,0.306731510038944,0.25990693269126,-0.206470933755673,-0.148153646639523,-0.107431639057162,-0.360329894939591,0.268944049564449,0.176637116138207,0.01440880401121,-0.426852524687896
"619","2","YBL050W",-0.221169140281478,0.210290353773447,-0.698006842621809,0.0323394360293738,-0.222313696432303,-0.558909747998908,0.28194478403775,0.234288613224226,-0.260826268798314,-0.108255659739935,-0.146421607273765,-0.835773082001709,0.719384382049009,0.187143460533051,0.0452683640324569,-0.125588320165976
"762","2","YBR065C",-0.207015732373326,0.220257173791047,-0.277477342803439,0.116564721911953,-0.26619975723276,-1.10584042908837,0.189990981797141,0.229715164162714,-0.147092067918667,-0.0855518410766581,-0.0487063518845167,-0.792044120827646,0.571568418181675,0.171545611329431,0.00202031002972913,0.615242236823785
"809","2","YBR108W",-0.233153980579161,0.267699597662179,-0.587226394669497,0.0231910714373326,-0.214650257142457,-0.455331669785703,0.142674810965387,0.468866523381217,-0.288893709521819,-0.131184101402934,-0.165322038465044,-0.436985252451716,0.411819574317625,0.154453889470947,-0.0127742211203287,-0.25590587931517
"685","2","YBL107W-A",-0.0890929484078876,0.256240392907265,-0.437919827267459,0.00646308595311368,-0.331666759401815,-0.903773182667303,0.56997060644857,0.468125220565418,-0.10372700112486,-0.0720596492523195,0.401309582860355,-0.9759797339684,0.367136217516321,0.74231305756005,0.0128232352599325,-0.199201328148008
"998","2","YBR278W",-0.255748817150687,0.170607312287617,-0.360611196252278,0.0436886832426027,-0.42108464680177,-0.649867636291778,0.720732194740355,0.572462087548937,-0.263852467928391,-0.0917323080876551,-0.0916803419800965,-0.300676154834103,0.329920147826761,0.29198173802846,-0.00554535980711635,-0.212449480745594
"897","2","YBR187W",-0.246173752017382,0.311138139674974,-0.366369457560988,0.0189769551006445,0.322841871748366,-0.558388979381263,0.152685975900869,0.51855684755143,-0.160597394500501,-0.100330715067899,-0.203898021277979,-0.865128590416546,0.312316496222547,0.31931761365754,0.00307447302570772,-0.220990348488791
"728","2","YBR034C",-0.160576033027835,0.143000871239345,-0.33750447354188,0.0630559005427309,-0.454973411998836,-0.571977108156911,0.114096597316479,0.355697253602651,-0.159404868301623,-0.0495952753336665,-0.207320127636443,-0.515408356751507,0.278718342936533,0.457427065084397,0.020775027538824,-0.163763197825139
"977","2","YBR257W",-0.185488569359327,0.296964219887327,-0.283519514124534,0.120468714238814,-0.191528810994343,-0.583949830326952,0.232632557397366,0.775216315708561,-0.191428657860656,-0.0843479623586954,-0.136878940351667,-0.482435656804851,0.253361854605405,0.447734774027405,-0.0137228750221817,-0.184882558041139
"886","2","YBR177C",-0.307398077436325,0.213120587996945,-0.32453561336009,0.0542618596236825,-0.344772268986419,-0.0296215367817698,0.29569307074118,0.236545413687458,-0.153081419586742,-0.133940805429065,-0.29000335100667,-0.499048658063478,0.354008727248991,0.246676895674421,0.448740019566581,-0.0965598614528544
"1014","2","YBR294W",-0.182683263194465,0.235821281443187,-0.192831367036131,0.0839514887550235,-0.271257203451672,0.0962773910204359,0.332397015427587,0.658952492319281,-0.121936034825612,-0.0345002627484408,-0.0886569950553156,-0.466227346684584,0.436305148318445,0.608374188616149,-0.00729912160812697,-0.2106472167807
"836","2","YBR130C",-0.267537852850969,0.169832229093344,-0.330757092729724,0.0585519800763168,-0.261385912684554,-0.363964736123004,0.328381130499905,0.490979378957669,-0.151795789549422,-0.155542067041138,-0.175258088853249,-0.328796736226826,0.572376922282962,0.190174828678327,0.0140043545664273,-0.272801816426416
"951","2","YBR233W",0.377788670800389,0.13645035390539,-0.39606630446384,0.0910071966313715,-0.255667793088578,-0.456724909711183,0.217751843132836,0.403956461572681,-0.0502870133793764,-0.134175299386186,-0.127701231101567,-0.407777349761532,0.661247995647182,0.430937320898225,-0.0135983633927803,-0.15874509158804
"807","2","YBR106W",-0.191674132419302,0.1261296187613,-0.274375312262664,0.0324611730704331,0.328185756065661,-0.548431420670098,0.402187225464047,0.295232972846956,-0.00940471396538355,-0.0496853702613191,0.0485415522779548,-0.227915055771561,0.637308435279075,0.387631643616466,-0.0342025182512031,-0.341665747911369
"600","2","YBL033C",-0.195491375494465,0.102134279230736,-0.524247207450218,0.132848611554425,-0.203801213338386,-0.438576437284438,0.144732246606189,0.234535509510797,-0.178612244002094,-0.165714646760116,0.433830497371484,-0.414443696674914,0.419693656398595,0.300230472456723,0.0185209981261852,-0.345579771502854
"976","2","YBR256C",-0.553331609818062,0.105194383483261,-0.541408732062733,0.0925826287859537,-0.23709060353799,-0.940516175601412,0.331388993319088,0.268348695178864,-0.119069548247651,-0.060996867456047,-0.161712428597885,-0.50195690660203,0.819641747413601,0.215463052919006,-0.0249376632690291,-0.196360515794632
"620","2","YBL051C",0.176645453272073,0.0910345569320364,-0.386273407265362,0.109389204728087,-0.108261469551426,-0.997868736242254,0.306731736091124,0.26432988023477,-0.205707056054475,-0.145742980931776,-0.106751112512523,-0.358971543959893,0.272872023039708,0.179456217650962,0.0148443005922174,-0.422247211375523
"797","2","YBR096W",-0.198324246531263,0.21347177695046,-0.696464177510365,0.0342935776852555,-0.221026976566475,-0.554300351155157,0.283815361727174,0.237026498015392,-0.254545549139587,-0.106331313450273,-0.142155094649144,-0.832901173184527,0.723371459725965,0.187203989363849,0.0465979533159784,-0.125259405237175
"846","2","YBR139W",-0.201836668494555,0.229030121319769,-0.276141012252364,0.116695991745119,-0.264104153697388,-1.10016672567857,0.191740019024454,0.238812226041784,-0.145688100311156,-0.0825805417973707,-0.0482337391237932,-0.785659012416927,0.58020470170941,0.172134971759417,0.00625028442471571,0.615734152382442
"912","2","YBR199W",-0.216586822559785,0.269343767919201,-0.585701866817291,0.0246764614609455,-0.211658576751556,-0.445866433083497,0.142793642331799,0.475651550862188,-0.285353924392919,-0.130021238417863,-0.162787626391388,-0.435939054674482,0.431968724867232,0.156133110173994,-0.00761762520035366,-0.253890841292104
"991","2","YBR271W",-0.0875147710561422,0.256561924953668,-0.435868591834146,0.00680919583330792,-0.328854646551353,-0.902471936312707,0.571600468775487,0.469207469753599,-0.10150195837691,-0.0718461742317535,0.401780748497282,-0.966512744012197,0.36770995086338,0.743038256136075,0.0135370561550977,-0.196026566204751
"915","2","YBR201C-A",-0.248029208567187,0.171372431209703,-0.360450916718051,0.0438442900107969,-0.419737477270041,-0.637687982307696,0.721775508673025,0.580238589324237,-0.256138661956995,-0.0908970123165895,-0.0880929652830923,-0.298252971716635,0.332168755938626,0.294736530672294,-0.00123297012362313,-0.202281519488274
"858","2","YBR150C",-0.245041132671913,0.316548544951752,-0.363405216040414,0.0194218084913537,0.322969452730953,-0.55734967522037,0.152735803854858,0.532884320942592,-0.159736933016692,-0.0990866908971813,-0.203200051482686,-0.855780245234702,0.319500232128964,0.323264365412198,0.00535497961460064,-0.219716791143607
"635","2","YBL065W",-0.157166330647326,0.143419748730845,-0.335758690202613,0.0631733636450866,-0.442848846830119,-0.570589693558139,0.115473082284374,0.362833937518641,-0.158192371588824,-0.0494001696217431,-0.204846236739513,-0.507742585512807,0.279648232189286,0.459525138839062,0.0216704053956521,-0.162964858162581
"1010","2","YBR290W",-0.169044582196403,0.302824997136667,-0.282570097627478,0.120632087108019,-0.190160370340573,-0.575949023161943,0.235937384259244,0.775864325268743,-0.189807842907069,-0.0834251932547508,-0.136504865999416,-0.47869200723757,0.254734995302342,0.468647558244303,-0.0123110334337231,-0.183243107327215
"784","2","YBR085C-A",-0.305505127654805,0.21372834221618,-0.324438065766825,0.0543662247635244,-0.343335195499194,-0.0257545096514868,0.296165593191527,0.240173012534562,-0.152693126667838,-0.129903371239096,-0.280781917358472,-0.486252664156403,0.354182653858011,0.251103676489972,0.449209079205407,-0.0957859350278925
"1007","2","YBR287W",-0.156356240504883,0.236775360297024,-0.192466446998916,0.085344650995365,-0.271011104782576,0.103755122835395,0.335486244510088,0.659062618371293,-0.121342646220476,-0.0293095751332724,-0.0886363504274939,-0.465509174488961,0.437436116442868,0.60972794835255,-0.00655925279164303,-0.209779984945515
"771","2","YBR073W",-0.244103257994202,0.169884881749345,-0.330395303630511,0.0586839163869887,-0.249507377228635,-0.361919536183663,0.328502512415868,0.492660327224161,-0.15153236619959,-0.155312886971968,-0.17241072143779,-0.320653241161912,0.574331522228937,0.190759721370886,0.0156439678925531,-0.265873684637135
"664","2","YBL091C",0.379768140408488,0.137051775444428,-0.395928593984707,0.0913659722095663,-0.245416404632272,-0.451124927310486,0.219651541362263,0.420897594109412,-0.0496744260061293,-0.126173347086017,-0.12722701185648,-0.40672769310908,0.671197779559479,0.432372471026399,-0.012936644687748,-0.15668958961322
"957","2","YBR238C",-0.181995224602459,0.126935847952672,-0.27399870982302,0.0329447580677775,0.330059531992408,-0.537938885010832,0.407314636396875,0.298250289933053,-0.00823666288185525,-0.0451600148780031,0.0500930714341893,-0.227016184793608,0.661739278927661,0.389229196587832,-0.03362016635336,-0.339714650267855
"830","2","YBR126C",-0.193056636115968,0.103418647006932,-0.52052080663748,0.133443334892842,-0.202708989628472,-0.424569175154554,0.146117738351506,0.245703973133671,-0.177564904392704,-0.149339465483415,0.438256904670993,-0.406759206322662,0.425069373323361,0.306299921363438,0.0209016374356753,-0.345033940395826
"738","2","YBR044C",-0.552374839842844,0.105632054143955,-0.538791841312651,0.0934707593327777,-0.234702291484356,-0.915499659387836,0.332585851718531,0.286571684428305,-0.11885301870836,-0.060609031747748,-0.156449498705527,-0.501356125062429,0.820091033321291,0.224692114328021,-0.0230179902373692,-0.1948929480336
"874","2","YBR165W",0.201497294515198,0.0916876821973647,-0.383253122437096,0.113397674777631,-0.107848778103204,-0.986546150803051,0.309324585795093,0.269806476152829,-0.20222046290554,-0.142513610276765,-0.106333070187185,-0.357897940318568,0.274964973436391,0.180206230127315,0.0158666780324304,-0.421954991408704
"660","2","YBL087C",-0.184500830459664,0.215136719014433,-0.694618412338207,0.0351694334358174,-0.217803899975789,-0.553676102496468,0.284073589554631,0.240715959141176,-0.253102101026186,-0.104029267004616,-0.141135057237841,-0.832528578041765,0.726193669483784,0.18849493965933,0.0487982381859634,-0.121264279391158
"872","2","YBR163W",-0.190834109929184,0.229319551410713,-0.275577394725039,0.117230384146897,-0.260633036386076,-1.08767887228484,0.193877416925265,0.254453128570351,-0.143496585981256,-0.0816416622311068,-0.0475993038236001,-0.780465508149419,0.580532872717656,0.175139116654682,0.00874408974616508,0.616779280552671
"644","2","YBL071W-A",-0.215365504214502,0.274404408156488,-0.584635709990691,0.0271525223288743,-0.202595888741872,-0.435048820537953,0.146663503966106,0.477077990082294,-0.284720566581174,-0.127259578498607,-0.160020762253381,-0.428063232555745,0.439101972746153,0.156756793000875,-0.00664341551544548,-0.252934411755174
"653","2","YBL080C",-0.0735197413922788,0.256568017595968,-0.429295884591826,0.00721273440396374,-0.326894722128317,-0.897974093011682,0.572705052099302,0.469527375076981,-0.0942419443107756,-0.067282510023762,0.401915693622602,-0.957146532058561,0.373098314438468,0.743785136884931,0.0137025797585497,-0.193910365606004
"918","2","YBR203W",-0.229815834890063,0.173090987087018,-0.355748456776351,0.0443068719575582,-0.417765326780734,-0.631231382305773,0.721873096679047,0.60026757007009,-0.255251945162043,-0.0908260981838472,-0.0876922028910173,-0.298074011649719,0.33282305368763,0.295335549096645,0,-0.200369541905559
