"","X001","X002","X003","X004","X005","X006","X007","X008","X009","X011","X015","X028","X088","X108","X119"
"1",0.0267439058410584,0,-0.032336118568124,0.0728747819584991,0.0743812580981105,0.0152801164676524,-0.01949564785284,0,0,0,-0.00447069369673169,0,-0.0106321801747119,0.0237689415849579,-0.0496391790116563
"2",0.0273384340421959,0.00257457130172692,-0.0140518097209627,-0.0343230031182557,0.0487621622906791,0.0166201917672371,0.0400257134873151,0.0354860422676509,-0.0341767645957472,0.023669735806182,0.0272866651690902,0.0213192769539075,-0.0147514950074461,0,-0.0104785740946687
"3",-0.00112916319716825,-0.0308534104965846,-0.00831213753540259,0.0373749722572385,0.0789782581568395,0.032792051097212,0.0272290791370906,-0.0380752507004676,-0.0114169233042377,-0.00839556832584735,0.00603391294897164,0.069391906723191,-0.0603625774597967,0.182812305343757,-0.0260801712629072
"4",0.0181775173278025,0.00260073377733424,-0.0034064427796244,-0.0138488755497628,-0.0126426430186089,0,0.0201423285025028,0.00320445933702799,-0.0703324180944486,-0.00788006424433555,-0.0486516399340342,0.0132525950614414,-0.0282313413729561,-0.0333039544170561,-0.0115144559089539
"5",-0.0160877675192949,0,-0.0369197912942904,-0.0519340874749376,0.126507527201543,-0.00826345288118589,0.0200422452071481,0.0103839344929745,-0.0639775707416678,0,-0.0143364152751055,0.0514359878371644,-0.0760308744639,-0.0274915760981296,-0.0376669381944763
"6",0.0236010484029336,0.0335892829297165,-0.0218875303121683,0.0958169186494596,0.0938097485050221,0.0107021794758478,0,0.0059639270019471,0,0.00300999617089996,0.0598812381337204,0.0203046470731078,0.0227396683773025,0.0996316808432771,0.0366245079412407
"7",0.0328987133059641,0.0280602223987389,0.0247218230593151,0.0209970525102326,-0.0271333976521921,0,0.0176774411252057,0.0017319395528505,-0.0292541426402023,-0.00075259364895932,-0.0111517911802181,0.0124851390305887,-0.00402599492687692,0.0284670260204853,-0.00516063315465763
"8",0.0169169062241664,0,-0.00282721290484336,-0.0236562627800345,0,0.0079139118721213,-0.0119166402542384,-0.007710299509671,-0.0316176452265162,-0.0053977396858788,-0.0453791601205587,-0.018643762878624,-0.0196084343117245,0.623931207386282,0
"9",0.0723773698686429,-0.00218432428228972,-0.0577614768421175,0.0221782196745199,0.0517235394639843,0.0272068051778987,0.0582890714997713,0.0261837251314338,-0.0718977505612878,0.00680895325093694,0.547462457753693,0.0687190848254805,0.518288565081201,-0.870752609225992,0.517754271634031
"10",0.0253104461969378,0.030719655137867,0.0111049009578528,-0.0438405035521698,0.00241052339188447,0.0336890854254091,0.0152767869132118,0.0225889062778808,-0.0357172879896117,0.0376504221532431,0.0153153532121602,0.00424475385416695,0,-0.0310021527799158,0
"11",0.0233094460084014,-0.00390144722172656,-0.0369233725037294,0.0419018355714234,0.00635075518072149,0.005144640495489,0.0157137272395583,-0.00343012279962913,-0.0648107666782073,0.00616582456035649,-0.0177837925700188,0.00341501876819422,-0.0606840392765501,-0.0907532978730247,0
"12",0.0350774019348759,0.00897584709847649,0.00408472830178738,-0.0346006681127803,0.0271506953514968,0.011344234412409,-0.00450290961502346,0.025991680439152,-0.0357494743120316,-0.0096939833774458,-0.00834394710211728,-0.00941590002708282,0.00374630062458221,0.0670869389979678,-0.00454707066391099
"13",0,0.00874475811168294,-0.00999117195139603,0.0116197091012293,0.0449833039861383,0.0128320259204244,0.0302026358194422,0.0183973303416185,-0.0585810973120261,-0.00503750829585553,-0.0322554878554607,0.00657210917684846,-0.0451067397012576,-0.046483120124259,-0.0287558790080755
"14",0.0261783894914393,0.0307369638316874,0.00632906898295747,-0.0250271242520345,0.00146533690749677,0.0265652817093501,0.0177288460048633,0.0223014786742553,0.510435647458403,0.019472199377128,-0.00929400220663778,-0.00746457196761061,0.0405911446894577,0.0174891430456285,0.0282553152326193
"15",0.0386904093862613,0.0206506400911856,0.0175462329824375,0.00759817309665669,0.01378473303041,0.0146717013676393,0.0264671355795541,0.0219378811539851,-0.0377924853231901,-0.00344278553901993,0.00305859482931425,-0.00374854408880915,0.000795744112431807,0.0240632793223366,0.0168868683719406
"16",0.0288780817428833,0.0230404588513404,0.0174440977715649,-0.00484657060882321,0.0376387989863158,0.0237661559518138,0.0418041338949026,0.0268449994183309,-0.0662941996865873,0.012597077968927,-0.0130310512137657,0.0453531344877663,0.00108061076608088,-0.0187560629279703,0.00819390699995313
