"","112B","112C","115B","115C","117B","117C","123B","123C","141B","141C","152B","152C","29B","29C","50B","50C","112A","115A","117A","123A","141A","152A","29A","50A","AncB","AncA","AncC"
"Q0060",0.0904596462684084,0.861674062522855,0,1.21465894585271,1.43771852760011,1.62183956179193,0.629362019654189,1.20029191099275,0,0,0,0,0.0790830103517288,0,0.0928462950939368,0,0,0,0.510742619769144,0,0,0,0,0.363262599445407,0,0.0686584246805066,0
"Q0065",0.180919292536817,1.66949349613803,0.319455409455582,1.32508248638478,1.16814630367509,1.45965560561273,0.314681009827095,1.46702344676892,0,0,0.0511979684646113,0,0,0,0,0,0.159889113701865,0,0.255371309884572,0.0841413638860723,0.0350220143128669,0,0.0615471463142461,0.363262599445407,0,0.0686584246805066,0
"Q0070",0,0.0538546289076784,0,0,0.179714815950013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q0075",0,0.538546289076784,0,0.496905932394292,0.359429631900027,0.405459890447981,0.0786702524567736,0.600145955496377,0,0,0,0,0,0.0881630833663063,0.0928462950939368,0.0714875895399931,0,0,0,0.0841413638860723,0,0,0,0.272446949584055,0.0745114230109604,0.0686584246805066,0
"Q0080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q0085",0.361838585073634,5.54702677749088,0.638910818911164,3.86482391862227,2.6957222392502,2.2705753865087,1.02271328193806,1.80043786648913,0,0.190080135884488,0.0511979684646113,0,0.316332041406915,0.0881630833663063,0.0928462950939368,0.0714875895399931,0.0799445568509327,0.0770478292120835,0.595866389730668,0.252424091658217,0.385242157441535,0,0,0.726525198890814,0,0.41195054808304,0.105220194827817
"Q0092",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q0105",0.271378938805225,9.26299617212069,1.06485136485194,7.01189482378611,3.41458150305025,3.97350692639022,1.02271328193806,3.40082708114613,0,0.475200339711219,0.102395936929223,0.441096313380027,0.316332041406915,0,0,0.0714875895399931,0.0799445568509327,0.0770478292120835,1.95784670911505,0.673130911088578,0.770484314883071,0,0.123094292628492,1.72549734736568,0.0745114230109604,0.480608972763546,0.420880779311269
"Q0110",0.0904596462684084,0.484691660169106,0,0.717753013458421,0.179714815950013,0.324367912358385,0.314681009827095,0.200048651832126,0,0,0.0511979684646113,0,0.0790830103517288,0,0.0928462950939368,0,0,0,0,0,0.122577050095034,0,0,0.272446949584055,0,0.137316849361013,0.315660584483451
"Q0115",0,0.107709257815357,0,0.110423540532065,0,0.0810919780895963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q0120",0.452298231342042,1.93876664067642,0.425940545940776,2.42931789170543,0.179714815950013,0.810919780895963,0.157340504913547,0.600145955496377,0.243006013548314,0,0.255989842323057,0.0630137590542895,0.316332041406915,0.0881630833663063,0.0928462950939368,0,0,0,0.170247539923048,0,0.0525330214693003,0.0597042870543911,0,0.635709549029462,0.372557115054802,0.137316849361013,0.105220194827817
"Q0130",0.633217523878859,14.0022035159964,0.958366228366746,15.1280250528929,5.66101670242542,8.92011758985559,3.22548035072772,9.73570105583011,0.364509020322471,0.665280475595706,0.102395936929223,0.126027518108579,0.316332041406915,0.264489250098919,1.11415554112724,0.285950358159972,0.639556454807462,0.0770478292120835,5.95866389730668,1.68282727772145,0.858039350665238,0.119408574108782,0.553924316828215,5.81220159112651,0,1.51048534297115,1.15742214310599
"Q0140",0,0.0538546289076784,0,0.0552117702660324,0,0,0,0.133365767888084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q0142",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0714875895399931,0,0,0,0,0.0175110071564334,0,0,0.0908156498613518,0,0,0
"Q0143",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Q0144",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0175110071564334,0,0,0,0,0,0
"Q0160",0.542757877610451,4.03909716807588,0,2.48452966197146,0.898574079750067,1.94620747415031,0.550691767197416,2.8673640095938,0.121503006774157,0,0,0,0,0,0.835616655845431,0.285950358159972,0.159889113701865,0.0770478292120835,1.02148523953829,0.336565455544289,0.0525330214693003,0,0.184641438942738,2.90610079556326,0.223534269032881,0.137316849361013,0.210440389655634
"Q0182",0,0,0,0,0,0.162183956179193,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841413638860723,0,0,0.0615471463142461,0,0,0,0.105220194827817
"Q0250",1.71873327909976,21.4879969341637,1.7037621837631,13.5268837151779,6.6494481901505,8.35247374322841,5.03489615723351,9.93574970766224,0,0.285120203826731,0,0.315068795271448,0,0.0881630833663063,0.557077770563621,0.357437947699965,0.399722784254664,0.308191316848334,5.53304504749906,0.841413638860723,1.20825949379391,0.0597042870543911,0.30773573157123,6.90198938946273,0,0.686584246805066,0.420880779311269
"Q0255",0,0.538546289076784,0.106485136485194,0.496905932394292,0.26957222392502,0.486551868537578,0.157340504913547,0.133365767888084,0,0,0,0,0,0,0,0,0,0,0.170247539923048,0,0.0175110071564334,0,0,0,0,0.0686584246805066,0
"Q0275",1.44735434029453,20.087776582564,1.49079191079272,19.1032725120472,8.35673894167562,8.5957496774972,4.56287464249287,11.2694073865431,0.243006013548314,0.475200339711219,0.102395936929223,0.315068795271448,0.474498062110373,0.0881630833663063,1.20700183622118,0.428925537239959,0.319778227403731,0.23114348763625,5.95866389730668,1.43040318606323,2.01376582298984,0.0597042870543911,0.0615471463142461,5.17649204209705,0.149022846021921,0.755242671485573,0.631321168966903
"Q0297",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN18-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN18-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN25-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN25-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN37-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN37-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN5-1",0,0.215418515630714,0,0.110423540532065,0,0.0810919780895963,0,0,0,0,0,0,0,0,0,0.0714875895399931,0,0,0,0.0841413638860723,0,0.0597042870543911,0,0.181631299722704,0,0,0
"RDN5-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN5-3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN5-4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN5-5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN5-6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0615471463142461,0,0,0,0
"RDN58-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RDN58-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RNA170",2.35195080297862,0.700110175799819,1.7037621837631,1.04902363505462,1.52757593557511,1.54074758370233,1.4947347966787,1.46702344676892,1.21503006774157,1.23552088324917,1.33114718007989,1.51233021730295,1.73982622773803,0.617141583564144,3.62100550866353,1.64421455941984,1.03927923906213,2.61962619321084,2.04297047907658,3.36565455544289,2.92433819512438,2.50758005628443,1.41558436522766,4.81322944265164,1.34120561419729,1.92243589105418,1.89396350690071
"RPM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RPR1",2.71378938805225,31.3972486531765,2.66212841212985,39.200356888883,8.0871667177506,12.650348581977,4.4842043900361,3.73424150086634,1.09352706096741,1.33056095119141,0.409583747716891,2.64657788028016,1.02807913457247,1.67509858395982,1.7640796067848,0.92933866401991,1.67883569386959,1.23276526739334,5.44792127753754,4.71191637762005,15.1295101831585,1.13438145403343,1.90796153574163,9.62645888530329,1.49022846021921,4.1195054808304,8.62805597588101
"RUF20",46.5867178282303,14.2714766605348,38.441134271155,10.3798128100141,36.0328205979777,23.6788576021621,55.6985387393957,27.2732995331131,32.1982967951516,19.6732940640445,25.6501822007703,18.9041277162869,35.8246036893332,18.6024105902906,38.159827283608,27.0937964356574,23.4237551573233,39.4484885565867,44.179236610031,40.724420120859,29.4885360514339,28.8968749343253,16.8639180901034,36.3262599445407,20.0435727899483,25.609592405829,21.6753601345303
