"","112B","112C","115B","115C","117B","117C","123B","123C","141B","141C","152B","152C","29B","29C","50B","50C","112A","115A","117A","123A","141A","152A","29A","50A","AncB","AncA","AncC"
"YHR105W",3.97116269556805,2.93118069351723,3.97151186698538,2.55735830171631,4.0888955236914,3.52968373449012,3.5744707666362,3.31753424424861,3.54820593593101,3.05351572025614,3.78187333313066,3.79668781560199,3.87422620356656,2.82515217496932,4.28086100710589,3.55554689248736,3.25508418966222,3.67205555769505,3.2709514927419,3.37618319164364,3.69955006263775,3.66575083548071,3.54426915247736,3.83712556781865,3.52464041413567,3.07213473780232,2.8873799378903
"YHR106W",6.85464054023359,5.44454710192432,6.85262571762308,4.98001433516782,6.87292592291411,5.39645323369452,6.15282723122492,5.47826014486242,5.99600261301846,5.30981454261467,6.412376044604,6.16604270284526,5.96417524182196,5.09020937906522,5.85954154358491,5.75124926995168,5.33363466127663,6.16366613318782,5.9661232058588,6.03518310510371,6.33399654635246,6.16107286345877,4.80613037775749,5.69989554328261,6.16717421420223,6.05517812458227,5.28021736336312
"YHR107C",4.88380085512447,5.02988326034531,5.37722933909749,4.9698832382715,5.08746026813885,5.68726352634357,6.54315688907527,5.72009554974025,5.48371728088508,6.02117328773922,6.537714617086,6.83401257130132,6.34993879478081,5.40135589148574,6.1845279751269,5.7358495638625,6.30120660561721,5.880156023122,6.02765490866496,6.07714066295218,6.5067395562737,6.56567080599864,4.71778449524922,5.66932735021914,5.44208087514569,5.81592750060959,6.24598229978555
"YHR108W",5.37694379227694,5.30411971471175,6.02921489858781,5.2104560807793,6.03430128969476,5.77960398468625,6.62017070131308,6.01009732764486,5.67769438340281,6.61360686202755,6.9670587170459,7.45192034977037,6.46934563012239,5.73325066665635,5.6434274963015,5.83312908817944,6.8424040617183,6.07905341677029,6.14162574432767,5.89941890524323,7.02450972113713,6.6809684695077,4.76753182885497,5.3085014804148,5.90547176475862,6.41111475582589,6.79084342696891
"YHR109W",3.76583041187629,2.91066251210619,4.01966465419597,2.72334922136143,3.68744706320545,3.60852982164746,4.60543197658262,3.73375937197732,3.38999340636678,3.5745676900683,4.482600124866,3.92192589886008,4.69454505194716,3.41975107466883,4.96486964856311,3.71326354023673,3.55896438124794,4.1248781128426,4.26203381959577,4.06124311104037,4.55986770163369,4.35842513508653,3.04983260751528,4.1343245110988,3.35641227663676,3.81148738208369,3.42845070527068
"YHR110W",6.93362946781833,5.20859975412001,6.76917155567885,4.54772241782666,6.77452559782692,5.43211661615123,7.02146217620634,5.59829409052803,5.75438441616807,5.34059458499816,6.74610817414239,6.19114378917413,6.93049886108891,5.16301765449475,6.94316151003231,5.66850250713609,5.60880976956449,6.69790251186632,7.05894046242979,6.75021306719504,7.19281824766357,6.87029729195595,4.93363041805915,6.42534919835221,5.56978315860057,6.19017514926633,5.5758746081622
"YHR111W",6.18514089574219,5.13754089154313,6.72483543686431,5.58036353860112,6.54944206416107,6.07513191265426,6.06909122552941,6.01456845890646,6.00421877337261,5.36408870091721,7.29468325328359,6.20968709383342,6.54215930742459,6.78216427739258,6.50226406908635,5.98739657073268,5.68252395578317,6.38063489986482,6.02010544269862,6.13528604442872,5.86438269192011,7.30551903510221,5.9167534025556,6.59080019264512,6.21136641466772,6.76356377630433,5.62591656094691
"YHR112C",8.16476526409103,7.81747624376961,8.06925822326006,7.16797285187612,7.73954262575484,8.07198253213811,8.66327923301164,8.19724222302517,8.35206728822064,6.80110475576627,8.77556822183694,7.36745737830823,8.18124405851192,8.04195083557909,8.54696656494784,7.96593388521826,6.56876214759387,8.33753541165811,8.42026287441583,8.3102266990762,7.04052603866896,8.71750176993772,8.77621631570097,8.7559434406687,8.18451049418455,8.13187489662091,6.71917316162385
"YHR113W",6.55491737356863,5.89977420140234,6.84329059623697,5.44612139233409,6.51158037961495,6.24053491329045,7.19570696585887,6.2752429651667,6.80499057401192,6.22555200059702,7.19385869052004,7.0755676787017,7.35033883150729,6.33770009383663,8.24754659507947,6.33399320295942,6.4798119601516,7.37633336537733,7.49990139496891,7.48044127526778,7.65812772766103,7.11982423595319,7.4699641865828,7.57207576362068,6.6855773224373,6.68005512834551,6.58171597656702
"YHR114W",4.6068854300611,4.72370095765113,5.2253567587043,4.47078151176694,5.06439981564178,5.34269083596045,5.14391508517693,5.15282495033297,5.45203266736823,5.46376728090269,6.0705089361583,6.29898855038957,5.51050791535236,4.97764902646421,5.6353656921138,5.52581349942093,5.77177916995597,5.41156997554762,4.59238926414378,5.0191799036245,5.93586742380913,5.95018316819481,4.89833695291857,5.43199970289788,5.66819370034208,5.65225142570919,5.46683330696545
"YHR115C",6.13773797291839,5.01554291166345,5.80026740946029,4.93905595849136,5.55824069153342,5.67357598984254,5.86223202138629,5.73823131894915,5.65003440759883,5.26772553651751,6.21273458494859,6.05557208975071,5.81205597905624,5.39229908964607,6.45418803757925,5.79276998485211,5.38145479464746,5.7663196661641,5.60909770348898,5.87893743490346,5.92301734241877,6.25203157772872,5.81317531741611,5.87753722620233,5.72417102485794,5.77490832548919,5.35630210567838
"YHR116W",3.4919604060205,2.54847139008614,3.74963806642476,2.69902254610845,3.25681835338962,2.99654326903446,3.64874276562365,2.85511114390193,2.55237347402306,2.72062994262862,3.39635464926639,3.96912770299517,4.13670560374319,2.4361056352902,4.90800549922951,3.52002678853809,3.14204448267999,3.7972672188511,4.31851947453752,4.09715037170688,4.44277691951047,4.00311549608131,2.81766738669469,4.8850337722984,2.90399908600731,3.30041597014345,3.00550341782559
"YHR117W",4.88380085512447,4.64514754885734,5.78641701773617,4.83405953899486,5.47324784482213,5.55166986430872,5.88545715381899,5.40749391221058,5.06904343198441,6.04004997004249,6.4210218951728,6.9444218040849,6.01798474708979,5.38318507258283,5.06430109681181,5.64189786174462,6.42180229104568,5.76222945979875,5.887399944886,5.36383568533809,6.26340259600677,6.35242839816486,3.35764588801238,4.82158301143148,5.56297749036409,5.87619253263776,6.30092471121007
"YHR118C",4.96960533661596,3.64709739867573,5.06480406140472,3.80190429833666,4.81553486460898,4.56264574053795,4.7808222852367,4.49650419374622,4.48480795714642,4.14659762432635,5.5774392463206,4.98776470849658,5.07228241982365,4.68309550377068,5.05224052670231,4.48603568700915,4.3687359275718,4.7173830252465,4.24917534984701,4.45355672922624,4.54045797740832,5.56254556618463,3.98093102780065,4.92870582731136,4.59102286570289,4.75210319941364,4.70172801362314
"YHR119W",5.08175490747895,3.98796668407078,5.54126215174627,4.23733838136278,5.43779731108306,4.71740995929962,5.35552271019248,4.75348284835263,4.57582233730204,5.10991979924269,5.98912351837153,5.79241112709029,6.0596324769292,4.80640330441319,6.06156718816162,5.16386585545509,5.42237164535035,5.56267463530868,4.99413296511031,5.14458531644225,5.88076766068314,5.92630314867014,4.58349981286992,5.52882721986518,5.01666554146599,5.33646165766088,5.22446511806444
"YHR120W",4.01218045137749,3.01045414097781,4.05706217498927,2.98716149800877,3.48235258167123,3.60852982164746,4.05599936041005,3.56519637059028,4.13177657769026,3.87479803945057,4.89626502329048,4.8527050821149,4.53144876830609,3.83067080038531,3.77423315854103,3.80466492849845,4.40184908112095,3.91247427107519,3.65902927849607,3.48859753781774,4.18390279777113,4.75914952860082,2.39652902998707,3.31219270778197,4.08936634470757,4.03941951933733,4.20534357974809
